Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Ranges 38100 - 38999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
38100,80'S,LYMPHATIC,"1,414","$154,563","$122,857"
,OTHER,,"4,673","$3,095,292","$2,458,344"
,TOTAL,,"6,087","$3,249,855","$2,581,201"
38101,80'S,,15,"$1,641","$1,313"
,OTHER,,43,"$24,402","$19,514"
,TOTAL,,58,"$26,044","$20,827"
38102,80'S,,204,"$8,786","$6,961"
,OTHER,,660,"$172,984","$137,950"
,TOTAL,,864,"$181,770","$144,911"
38115,80'S,,54,"$4,951","$3,961"
,OTHER,,244,"$139,448","$111,477"
,TOTAL,,298,"$144,400","$115,438"
38120,80'S,,202,"$29,221","$23,377"
,OTHER,,674,"$593,472","$471,747"
,TOTAL,,876,"$622,693","$495,124"
38129,80'S,,1,$140,$112
,OTHER,,16,"$6,676","$5,310"
,TOTAL,,17,"$6,816","$5,422"
38200,OTHER,,56,"$5,370","$4,180"
,TOTAL,,56,"$5,370","$4,180"
38230,OTHER,,42,"$10,058","$8,096"
,TOTAL,,42,"$10,058","$8,096"
38231,OTHER,,873,"$80,697","$63,911"
,TOTAL,,873,"$80,697","$63,911"
38240,OTHER,,110,"$15,624","$12,215"
,TOTAL,,110,"$15,624","$12,215"
38241,OTHER,,214,"$29,913","$23,731"
,TOTAL,,214,"$29,913","$23,731"
38300,SG,,3,$480,$384
,OTHER,,264,"$28,452","$21,927"
,TOTAL,,267,"$28,932","$22,311"
38305,SG,,6,"$2,331","$1,865"
,OTHER,,333,"$74,783","$58,944"
,TOTAL,,339,"$77,114","$60,809"
38308,SG,,68,"$15,968","$12,774"
,80'S,,64,"$2,335","$1,823"
,OTHER,,"1,052","$233,492","$185,758"
,TOTAL,,"1,184","$251,794","$200,355"
38380,80'S,,2,$114,$92
,OTHER,,23,"$8,311","$6,569"
,TOTAL,,25,"$8,425","$6,660"
38381,80'S,,11,"$1,160",$928
,OTHER,,90,"$53,908","$42,393"
,TOTAL,,101,"$55,068","$43,321"
38382,OTHER,,5,"$2,953","$2,362"
,TOTAL,,5,"$2,953","$2,362"
38500,SG,,525,"$201,430","$160,251"
,80'S,,6,$127,$102
,OTHER,,"10,878","$1,741,192","$1,375,401"
,TOTAL,,"11,409","$1,942,749","$1,535,754"
38505,SG,,38,"$10,214","$8,171"
,80'S,,1,$20,$16
,OTHER,,"6,319","$604,943","$469,006"
,TOTAL,,"6,358","$615,178","$477,193"
38510,SG,,580,"$235,385","$186,757"
,80'S,,6,$196,$156
,OTHER,,"9,275","$2,430,344","$1,924,429"
,TOTAL,,"9,861","$2,665,924","$2,111,342"
38520,SG,,51,"$20,700","$16,480"
,80'S,,1,$60,$48
,OTHER,,"1,239","$408,330","$324,340"
,TOTAL,,"1,291","$429,090","$340,868"
38525,SG,,652,"$226,936","$179,959"
,80'S,,20,$843,$674
,OTHER,,"12,545","$2,959,970","$2,347,558"
,TOTAL,,"13,217","$3,187,749","$2,528,191"
38530,SG,,11,"$3,929","$3,143"
,80'S,,18,$945,$756
,OTHER,,147,"$45,158","$35,641"
,TOTAL,,176,"$50,032","$39,541"
38542,SG,,33,"$12,335","$9,851"
,80'S,,98,"$5,120","$4,054"
,OTHER,,"1,133","$394,915","$313,382"
,TOTAL,,"1,264","$412,370","$327,287"
38550,SG,,23,"$10,714","$8,558"
,80'S,,2,$137,$110
,OTHER,,114,"$44,896","$35,785"
,TOTAL,,139,"$55,748","$44,453"
38555,SG,,9,"$5,269","$4,197"
,80'S,,7,"$1,101",$881
,OTHER,,65,"$49,805","$39,316"
,TOTAL,,81,"$56,175","$44,394"
38562,80'S,,305,"$25,638","$20,438"
,OTHER,,"1,353","$680,010","$539,368"
,TOTAL,,"1,658","$705,647","$559,806"
38564,80'S,,118,"$8,903","$7,108"
,OTHER,,461,"$210,767","$168,077"
,TOTAL,,579,"$219,670","$175,185"
38570,80'S,,45,"$3,495","$2,796"
,OTHER,,280,"$125,004","$99,008"
,TOTAL,,325,"$128,499","$101,805"
38571,80'S,,130,"$14,051","$11,069"
,OTHER,,289,"$185,460","$146,656"
,TOTAL,,419,"$199,511","$157,725"
38572,80'S,,43,"$5,547","$4,438"
,OTHER,,112,"$88,638","$70,678"
,TOTAL,,155,"$94,185","$75,116"
38589,80'S,,2,$146,$117
,OTHER,,29,"$8,208","$6,566"
,TOTAL,,31,"$8,354","$6,683"
38700,SG,,12,"$4,205","$3,364"
,80'S,,119,"$10,800","$8,561"
,OTHER,,769,"$426,506","$339,376"
,TOTAL,,900,"$441,511","$351,301"
38720,80'S,,344,"$55,011","$43,754"
,OTHER,,"1,280","$1,212,644","$960,833"
,TOTAL,,"1,624","$1,267,655","$1,004,587"
38724,80'S,,632,"$101,027","$80,080"
,OTHER,,"3,224","$3,130,054","$2,488,706"
,TOTAL,,"3,856","$3,231,082","$2,568,786"
38740,SG,,108,"$36,574","$29,222"
,80'S,,125,"$8,181","$6,531"
,OTHER,,"2,137","$837,714","$665,030"
,TOTAL,,"2,370","$882,469","$700,782"
38745,SG,,123,"$76,778","$61,342"
,80'S,,587,"$58,919","$46,602"
,OTHER,,"4,956","$2,917,026","$2,313,276"
,TOTAL,,"5,666","$3,052,723","$2,421,220"
38746,80'S,,"1,017","$41,926","$33,286"
,OTHER,,"6,063","$1,479,994","$1,177,406"
,TOTAL,,"7,080","$1,521,920","$1,210,691"
38747,80'S,,259,"$11,748","$9,366"
,OTHER,,851,"$234,804","$186,414"
,TOTAL,,"1,110","$246,552","$195,780"
38760,SG,,66,"$27,123","$21,429"
,80'S,,153,"$12,979","$10,293"
,OTHER,,"1,807","$952,404","$755,542"
,TOTAL,,"2,026","$992,505","$787,264"
38765,80'S,,40,"$6,056","$4,845"
,OTHER,,255,"$246,813","$194,266"
,TOTAL,,295,"$252,869","$199,110"
38770,80'S,,721,"$101,435","$80,506"
,OTHER,,"2,020","$1,776,974","$1,409,492"
,TOTAL,,"2,741","$1,878,408","$1,489,998"
38780,80'S,,244,"$38,169","$30,516"
,OTHER,,645,"$616,913","$490,732"
,TOTAL,,889,"$655,081","$521,248"
38790,SG,,17,"$3,029","$2,423"
,80'S,,2,$15,$12
,OTHER,,"1,080","$95,679","$76,139"
,TOTAL,,"1,099","$98,724","$78,575"
38792,80'S,,29,$85,$68
,OTHER,,"11,763","$349,996","$278,939"
,TOTAL,,"11,792","$350,080","$279,007"
38794,OTHER,,9,"$2,361","$1,884"
,TOTAL,,9,"$2,361","$1,884"
38999,SG,,1,$591,$472
,80'S,,4,$224,$180
,OTHER,,198,"$72,477","$57,740"
,TOTAL,,203,"$73,292","$58,392"
,,,,,
