CPT only copyright 2010 American Medical Association. All rights reserved.,,,,,
,,,,,
"2010 Part B National Summary Data File
Code Range: 30) CMS Assignment of Hearing Services (V5000 - V5299)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-131,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
CMS ASSIGNMENT OF HEARING SERVICES,V5008,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5008,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5010,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5010,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5011,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5011,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5014,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5014,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5020,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5020,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5030,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5030,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5040,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5040,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5050,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5050,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5060,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5060,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5070,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5070,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5080,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5080,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5090,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5090,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5095,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5095,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5100,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5100,,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5110,TOTAL,N/A,0,0
CMS ASSIGNMENT OF HEARING SERVICES,V5110,,N/A,0,0
