CPT only copyright 2010 American Medical Association. All rights reserved.,,,,,
,,,,,
"2010 Part B National Summary Data File
Code Range: 04) Path/Lab (80000 - 89999)",,,,,
"This data table begins with column headers on row 5 and data cells are A-6 through F-2850    
",,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
PATH/LAB,80198,TOTAL,37828,751075.78,749397.54
PATH/LAB,80198,26,N/A,0,0
PATH/LAB,80198,GLOBL,37828,751075.78,749397.54
PATH/LAB,80200,TOTAL,5143,115664.94,115575.07
PATH/LAB,80200,26,N/A,0,0
PATH/LAB,80200,GLOBL,5143,115664.94,115575.07
PATH/LAB,80201,TOTAL,8098,137974.99,137708.11
PATH/LAB,80201,GLOBL,8098,137974.99,137708.11
PATH/LAB,80202,TOTAL,129064,2364028.51,2361279.85
PATH/LAB,80202,26,N/A,0,0
PATH/LAB,80202,GLOBL,129064,2364028.51,2361279.85
PATH/LAB,80299,TOTAL,342422,6654522.88,6632885.73
PATH/LAB,80299,GLOBL,342422,6654522.88,6632885.73
PATH/LAB,80400,TOTAL,1580,73191.97,71994.11
PATH/LAB,80400,GLOBL,1580,73191.97,71994.11
PATH/LAB,80402,TOTAL,N/A,834.74,834.74
PATH/LAB,80402,GLOBL,N/A,834.74,834.74
PATH/LAB,80406,TOTAL,N/A,0,0
PATH/LAB,80406,GLOBL,N/A,0,0
PATH/LAB,80408,TOTAL,52,3093.66,3093.66
PATH/LAB,80408,GLOBL,52,3093.66,3093.66
PATH/LAB,80410,TOTAL,N/A,799.88,799.88
PATH/LAB,80410,GLOBL,N/A,799.88,799.88
PATH/LAB,80412,TOTAL,N/A,2360.1,2360.1
PATH/LAB,80412,GLOBL,N/A,2360.1,2360.1
PATH/LAB,80414,TOTAL,67,4851.2,4851.2
PATH/LAB,80414,GLOBL,67,4851.2,4851.2
PATH/LAB,80415,TOTAL,140,11164.18,11089.34
PATH/LAB,80415,GLOBL,140,11164.18,11089.34
PATH/LAB,80416,TOTAL,N/A,151.08,151.08
PATH/LAB,80416,GLOBL,N/A,151.08,151.08
PATH/LAB,80417,TOTAL,N/A,376.56,376.56
PATH/LAB,80417,GLOBL,N/A,376.56,376.56
PATH/LAB,80418,TOTAL,111,92124.36,92116.28
PATH/LAB,80418,GLOBL,111,92124.36,92116.28
PATH/LAB,80420,TOTAL,N/A,618.96,618.96
PATH/LAB,80420,GLOBL,N/A,618.96,618.96
PATH/LAB,80422,TOTAL,N/A,500.38,500.38
PATH/LAB,80422,GLOBL,N/A,500.38,500.38
PATH/LAB,80424,TOTAL,4138,298213.19,296634.66
PATH/LAB,80424,GLOBL,4138,298213.19,296634.66
PATH/LAB,80426,TOTAL,17,3333.8,3333.8
PATH/LAB,80426,GLOBL,17,3333.8,3333.8
PATH/LAB,80428,TOTAL,75,7116.24,7029.79
PATH/LAB,80428,GLOBL,75,7116.24,7029.79
PATH/LAB,80430,TOTAL,17,1904.84,1792.46
PATH/LAB,80430,GLOBL,17,1904.84,1792.46
PATH/LAB,80432,TOTAL,88,17022.85,17022.85
PATH/LAB,80432,GLOBL,88,17022.85,17022.85
PATH/LAB,80434,TOTAL,666,96365.29,96365.29
PATH/LAB,80434,GLOBL,666,96365.29,96365.29
PATH/LAB,80435,TOTAL,N/A,0,0
PATH/LAB,80435,GLOBL,N/A,0,0
PATH/LAB,80436,TOTAL,N/A,0,0
PATH/LAB,80436,GLOBL,N/A,0,0
PATH/LAB,80438,TOTAL,632,45529.34,45457.16
PATH/LAB,80438,GLOBL,632,45529.34,45457.16
PATH/LAB,80439,TOTAL,N/A,481.2,481.2
PATH/LAB,80439,GLOBL,N/A,481.2,481.2
PATH/LAB,80440,TOTAL,N/A,269.28,202.25
PATH/LAB,80440,GLOBL,N/A,269.28,202.25
PATH/LAB,80500,TOTAL,101281,2148752.14,1636609.14
PATH/LAB,80500,GLOBL,101281,2148752.14,1636609.14
PATH/LAB,80502,TOTAL,23911,1557894.67,1222370.98
PATH/LAB,80502,26,N/A,0,0
PATH/LAB,80502,GLOBL,23911,1557894.67,1222370.98
PATH/LAB,81000,TOTAL,4024100.2,18244350.25,18097279.12
PATH/LAB,81000,GLOBL,4024100.2,18244350.25,18097279.12
PATH/LAB,81001,TOTAL,6693684,30363475.9,30233014.76
PATH/LAB,81001,26,N/A,0,0
PATH/LAB,81001,GLOBL,6693684,30363475.9,30233014.76
PATH/LAB,81002,TOTAL,4393355.3,15922589.44,15810131.7
PATH/LAB,81002,26,N/A,0,0
PATH/LAB,81002,TC,N/A,0,0
PATH/LAB,81002,GLOBL,4393355.3,15922589.44,15810131.7
PATH/LAB,81003,TOTAL,4785599.5,15371321.29,15282437.44
PATH/LAB,81003,26,N/A,0,0
PATH/LAB,81003,GLOBL,4785599.5,15371321.29,15282437.44
PATH/LAB,81005,TOTAL,93747,290564.03,289462.74
PATH/LAB,81005,GLOBL,93747,290564.03,289462.74
PATH/LAB,81007,TOTAL,2234,8128.55,8070.09
PATH/LAB,81007,GLOBL,2234,8128.55,8070.09
PATH/LAB,81015,TOTAL,117157,503143.67,500650.83
PATH/LAB,81015,26,N/A,0,0
PATH/LAB,81015,GLOBL,117157,503143.67,500650.83
PATH/LAB,81020,TOTAL,3099,16307.22,16179.11
PATH/LAB,81020,GLOBL,3099,16307.22,16179.11
PATH/LAB,81025,TOTAL,57718,490419.48,485345.46
PATH/LAB,81025,26,N/A,0,0
PATH/LAB,81025,TC,N/A,0,0
PATH/LAB,81025,GLOBL,57718,490419.48,485345.46
PATH/LAB,81050,TOTAL,71624,304430.43,301773.89
PATH/LAB,81050,26,N/A,0,0
PATH/LAB,81050,GLOBL,71624,304430.43,301773.89
PATH/LAB,81099,TOTAL,65,359.97,343.42
PATH/LAB,81099,GLOBL,65,359.97,343.42
PATH/LAB,82000,TOTAL,51,780.01,780.01
PATH/LAB,82000,GLOBL,51,780.01,780.01
PATH/LAB,82003,TOTAL,4332,116823.57,116602.1
PATH/LAB,82003,26,N/A,0,0
PATH/LAB,82003,GLOBL,4332,116823.57,116602.1
PATH/LAB,82009,TOTAL,1744,11036.66,10933.39
PATH/LAB,82009,26,N/A,0,0
PATH/LAB,82009,GLOBL,1744,11036.66,10933.39
PATH/LAB,82010,TOTAL,1749,19535.24,19514.16
PATH/LAB,82010,26,N/A,0,0
PATH/LAB,82010,GLOBL,1749,19535.24,19514.16
PATH/LAB,82013,TOTAL,45,702.26,702.26
PATH/LAB,82013,GLOBL,45,702.26,702.26
PATH/LAB,82016,TOTAL,N/A,0,0
PATH/LAB,82016,GLOBL,N/A,0,0
PATH/LAB,82017,TOTAL,121,2884.67,2884.67
PATH/LAB,82017,GLOBL,121,2884.67,2884.67
PATH/LAB,82024,TOTAL,33441,1830071.58,1822551.03
PATH/LAB,82024,GLOBL,33441,1830071.58,1822551.03
PATH/LAB,82030,TOTAL,781,28376.72,28189.84
PATH/LAB,82030,GLOBL,781,28376.72,28189.84
PATH/LAB,82040,TOTAL,820729,1876561.5,1871890.02
PATH/LAB,82040,26,N/A,0,0
PATH/LAB,82040,GLOBL,820729,1876561.5,1871890.02
PATH/LAB,82042,TOTAL,22290,154978.71,153758.89
PATH/LAB,82042,26,N/A,0,0
PATH/LAB,82042,GLOBL,22290,154978.71,153758.89
PATH/LAB,82043,TOTAL,2400433,18267070.29,18212460.07
PATH/LAB,82043,26,N/A,0,0
PATH/LAB,82043,GLOBL,2400433,18267070.29,18212460.07
PATH/LAB,82044,TOTAL,537359,3080542.61,3057708.06
PATH/LAB,82044,GLOBL,537359,3080542.61,3057708.06
PATH/LAB,82045,TOTAL,440,17937.78,17919.94
PATH/LAB,82045,GLOBL,440,17937.78,17919.94
PATH/LAB,82055,TOTAL,227575,3506870.11,3494129.22
PATH/LAB,82055,26,N/A,0,0
PATH/LAB,82055,GLOBL,227575,3506870.11,3494129.22
PATH/LAB,82075,TOTAL,3842,65773.45,65591.58
PATH/LAB,82075,GLOBL,3842,65773.45,65591.58
PATH/LAB,82085,TOTAL,64100,887382.17,885240.72
PATH/LAB,82085,GLOBL,64100,887382.17,885240.72
PATH/LAB,82088,TOTAL,39764,2309305.45,2304952.44
PATH/LAB,82088,GLOBL,39764,2309305.45,2304952.44
PATH/LAB,82101,TOTAL,5544,220887.16,219894.94
PATH/LAB,82101,GLOBL,5544,220887.16,219894.94
PATH/LAB,82103,TOTAL,27883,527489,526233.87
PATH/LAB,82103,26,N/A,0,0
PATH/LAB,82103,GLOBL,27883,527489,526233.87
PATH/LAB,82104,TOTAL,6045,124135.86,123902.12
PATH/LAB,82104,GLOBL,6045,124135.86,123902.12
PATH/LAB,82105,TOTAL,112483,2683919.39,2678923.13
PATH/LAB,82105,26,N/A,0,0
PATH/LAB,82105,GLOBL,112483,2683919.39,2678923.13
PATH/LAB,82106,TOTAL,208,4933.28,4915.25
PATH/LAB,82106,GLOBL,208,4933.28,4915.25
PATH/LAB,82107,TOTAL,3251,298282.4,297244.65
PATH/LAB,82107,GLOBL,3251,298282.4,297244.65
PATH/LAB,82108,TOTAL,507373,18475743.56,18465177.41
PATH/LAB,82108,GLOBL,507373,18475743.56,18465177.41
PATH/LAB,82120,TOTAL,3497,17924.88,17679.2
PATH/LAB,82120,GLOBL,3497,17924.88,17679.2
PATH/LAB,82127,TOTAL,2174,43138.2,43118.35
PATH/LAB,82127,GLOBL,2174,43138.2,43118.35
PATH/LAB,82128,TOTAL,N/A,198.5,186.34
PATH/LAB,82128,GLOBL,N/A,198.5,186.34
PATH/LAB,82131,TOTAL,27891,672223.24,669827.41
PATH/LAB,82131,GLOBL,27891,672223.24,669827.41
PATH/LAB,82135,TOTAL,254,5959.1,5937.76
PATH/LAB,82135,GLOBL,254,5959.1,5937.76
PATH/LAB,82136,TOTAL,15243,250375.03,250284.56
PATH/LAB,82136,26,N/A,0,0
PATH/LAB,82136,GLOBL,15243,250375.03,250284.56
PATH/LAB,82139,TOTAL,4689,104776.33,104451.88
PATH/LAB,82139,GLOBL,4689,104776.33,104451.88
PATH/LAB,82140,TOTAL,125560,2588475.67,2584626.91
PATH/LAB,82140,26,N/A,0,0
PATH/LAB,82140,GLOBL,125560,2588475.67,2584626.91
PATH/LAB,82143,TOTAL,N/A,38.49,38.49
PATH/LAB,82143,GLOBL,N/A,38.49,38.49
PATH/LAB,82145,TOTAL,464198,10279520.5,10257185.68
PATH/LAB,82145,GLOBL,464198,10279520.5,10257185.68
PATH/LAB,82150,TOTAL,581398,5398630.29,5380591.41
PATH/LAB,82150,26,N/A,0,0
PATH/LAB,82150,GLOBL,581398,5398630.29,5380591.41
PATH/LAB,82154,TOTAL,377,15401.4,15376.75
PATH/LAB,82154,GLOBL,377,15401.4,15376.75
PATH/LAB,82157,TOTAL,6608,270517.82,270155.45
PATH/LAB,82157,GLOBL,6608,270517.82,270155.45
PATH/LAB,82160,TOTAL,726,21948.55,21926.72
PATH/LAB,82160,GLOBL,726,21948.55,21926.72
PATH/LAB,82163,TOTAL,248,7277.44,7277.44
PATH/LAB,82163,GLOBL,248,7277.44,7277.44
PATH/LAB,82164,TOTAL,37744,782924.18,780997.26
PATH/LAB,82164,GLOBL,37744,782924.18,780997.26
PATH/LAB,82172,TOTAL,321799,6776399.36,6767670.34
PATH/LAB,82172,GLOBL,321799,6776399.36,6767670.34
PATH/LAB,82175,TOTAL,15167,404315.45,403630.32
PATH/LAB,82175,GLOBL,15167,404315.45,403630.32
PATH/LAB,82180,TOTAL,20478,288912.88,288767.16
PATH/LAB,82180,GLOBL,20478,288912.88,288767.16
PATH/LAB,82190,TOTAL,117,2383.88,2362.52
PATH/LAB,82190,GLOBL,117,2383.88,2362.52
PATH/LAB,82205,TOTAL,275188,4515335.6,4508537.36
PATH/LAB,82205,GLOBL,275188,4515335.6,4508537.36
PATH/LAB,82232,TOTAL,151183,3484119.72,3474106.13
PATH/LAB,82232,26,N/A,0,0
PATH/LAB,82232,GLOBL,151183,3484119.72,3474106.13
PATH/LAB,82239,TOTAL,5357,121055.13,120934.78
PATH/LAB,82239,GLOBL,5357,121055.13,120934.78
PATH/LAB,82240,TOTAL,4252,161769.08,161769.08
PATH/LAB,82240,GLOBL,4252,161769.08,161769.08
PATH/LAB,82247,TOTAL,544515,780793.6,777568.57
PATH/LAB,82247,26,N/A,0,0
PATH/LAB,82247,GLOBL,544515,780793.6,777568.57
PATH/LAB,82248,TOTAL,1745864,3885356.99,3878833.4
PATH/LAB,82248,26,N/A,0,0
PATH/LAB,82248,GLOBL,1745864,3885356.99,3878833.4
PATH/LAB,82252,TOTAL,129,405.72,402.92
PATH/LAB,82252,GLOBL,129,405.72,402.92
PATH/LAB,82261,TOTAL,87,1724.65,1724.65
PATH/LAB,82261,GLOBL,87,1724.65,1724.65
PATH/LAB,82270,TOTAL,950824,4370012.63,4346103.01
PATH/LAB,82270,26,N/A,0,0
PATH/LAB,82270,GLOBL,950824,4370012.63,4346103.01
PATH/LAB,82271,TOTAL,9022,41869.02,41192.86
PATH/LAB,82271,GLOBL,9022,41869.02,41192.86
PATH/LAB,82272,TOTAL,297645,1373514.6,1368154.58
PATH/LAB,82272,26,N/A,0,0
PATH/LAB,82272,TC,N/A,0,0
PATH/LAB,82272,GLOBL,297645,1373514.6,1368154.58
PATH/LAB,82274,TOTAL,294162,6550268.74,6518741.52
PATH/LAB,82274,GLOBL,294162,6550268.74,6518741.52
PATH/LAB,82300,TOTAL,3851,118416.77,118173.69
PATH/LAB,82300,GLOBL,3851,118416.77,118173.69
PATH/LAB,82306,TOTAL,5330763,223256071.5,222848002.54
PATH/LAB,82306,26,N/A,0,0
PATH/LAB,82306,GLOBL,5330763,223256071.5,222848002.54
PATH/LAB,82307,TOTAL,N/A,0,0
PATH/LAB,82307,GLOBL,N/A,0,0
PATH/LAB,82308,TOTAL,12492,478159.86,477450.89
PATH/LAB,82308,GLOBL,12492,478159.86,477450.89
PATH/LAB,82310,TOTAL,1800429,6612573,6604739.73
PATH/LAB,82310,26,N/A,0,0
PATH/LAB,82310,GLOBL,1800429,6612573,6604739.73
PATH/LAB,82330,TOTAL,140099,908595.52,906826.21
PATH/LAB,82330,26,N/A,0,0
PATH/LAB,82330,GLOBL,140099,908595.52,906826.21
PATH/LAB,82331,TOTAL,360,2667.6,2667.6
PATH/LAB,82331,GLOBL,360,2667.6,2667.6
PATH/LAB,82340,TOTAL,75064,636393.93,635061.86
PATH/LAB,82340,26,N/A,0,0
PATH/LAB,82340,GLOBL,75064,636393.93,635061.86
PATH/LAB,82355,TOTAL,8171,130413.43,130090.26
PATH/LAB,82355,GLOBL,8171,130413.43,130090.26
PATH/LAB,82360,TOTAL,11430,201813.8,201174.2
PATH/LAB,82360,GLOBL,11430,201813.8,201174.2
PATH/LAB,82365,TOTAL,14748,250221,249536.93
PATH/LAB,82365,TC,N/A,0,0
PATH/LAB,82365,GLOBL,14748,250221,249536.93
PATH/LAB,82370,TOTAL,1292,23159.8,23156.21
PATH/LAB,82370,GLOBL,1292,23159.8,23156.21
PATH/LAB,82373,TOTAL,254,6230.75,6211.88
PATH/LAB,82373,GLOBL,254,6230.75,6211.88
PATH/LAB,82374,TOTAL,159271,226744.8,226205.52
PATH/LAB,82374,26,N/A,0,0
PATH/LAB,82374,GLOBL,159271,226744.8,226205.52
PATH/LAB,82375,TOTAL,10648,170158.18,169056.05
PATH/LAB,82375,26,N/A,0,0
PATH/LAB,82375,GLOBL,10648,170158.18,169056.05
PATH/LAB,82376,TOTAL,304,2606.74,2587.22
PATH/LAB,82376,GLOBL,304,2606.74,2587.22
PATH/LAB,82378,TOTAL,720708,19566410.23,19501249.27
PATH/LAB,82378,26,N/A,0,0
PATH/LAB,82378,GLOBL,720708,19566410.23,19501249.27
PATH/LAB,82379,TOTAL,9342,210836.52,210707.03
PATH/LAB,82379,GLOBL,9342,210836.52,210707.03
PATH/LAB,82380,TOTAL,5047,66650.18,66552.62
PATH/LAB,82380,GLOBL,5047,66650.18,66552.62
PATH/LAB,82382,TOTAL,3816,93263.18,92871.18
PATH/LAB,82382,GLOBL,3816,93263.18,92871.18
PATH/LAB,82383,TOTAL,85,3011.25,3011.25
PATH/LAB,82383,GLOBL,85,3011.25,3011.25
PATH/LAB,82384,TOTAL,19500,698986.52,697829.68
PATH/LAB,82384,GLOBL,19500,698986.52,697829.68
PATH/LAB,82387,TOTAL,N/A,76.2,76.2
PATH/LAB,82387,GLOBL,N/A,76.2,76.2
PATH/LAB,82390,TOTAL,24518,373074.08,371860.67
PATH/LAB,82390,26,N/A,0,0
PATH/LAB,82390,GLOBL,24518,373074.08,371860.67
PATH/LAB,82397,TOTAL,12683,234556.36,233100.75
PATH/LAB,82397,TC,N/A,0,0
PATH/LAB,82397,GLOBL,12683,234556.36,233100.75
PATH/LAB,82415,TOTAL,N/A,34.95,34.95
PATH/LAB,82415,GLOBL,N/A,34.95,34.95
PATH/LAB,82435,TOTAL,303202,380221.98,379484.55
PATH/LAB,82435,26,N/A,0,0
PATH/LAB,82435,GLOBL,303202,380221.98,379484.55
PATH/LAB,82436,TOTAL,32952,231449.87,231143.63
PATH/LAB,82436,26,N/A,0,0
PATH/LAB,82436,GLOBL,32952,231449.87,231143.63
PATH/LAB,82438,TOTAL,292,1996.71,1975.68
PATH/LAB,82438,GLOBL,292,1996.71,1975.68
PATH/LAB,82441,TOTAL,39,335.19,335.19
PATH/LAB,82441,GLOBL,39,335.19,335.19
PATH/LAB,82465,TOTAL,485004,1455814.77,1452847.68
PATH/LAB,82465,26,N/A,0,0
PATH/LAB,82465,GLOBL,485004,1455814.77,1452847.68
PATH/LAB,82480,TOTAL,532,5827.55,5764.69
PATH/LAB,82480,GLOBL,532,5827.55,5764.69
PATH/LAB,82482,TOTAL,1006,10965.92,10965.92
PATH/LAB,82482,GLOBL,1006,10965.92,10965.92
PATH/LAB,82485,TOTAL,N/A,6.24,6.24
PATH/LAB,82485,GLOBL,N/A,6.24,6.24
PATH/LAB,82486,TOTAL,1339,34214,33921.35
PATH/LAB,82486,GLOBL,1339,34214,33921.35
PATH/LAB,82487,TOTAL,240,5488.8,5468.64
PATH/LAB,82487,GLOBL,240,5488.8,5468.64
PATH/LAB,82488,TOTAL,N/A,30.61,30.61
PATH/LAB,82488,GLOBL,N/A,30.61,30.61
PATH/LAB,82489,TOTAL,65,1715.49,1707.35
PATH/LAB,82489,GLOBL,65,1715.49,1707.35
PATH/LAB,82491,TOTAL,89707,2271159.55,2269512.95
PATH/LAB,82491,GLOBL,89707,2271159.55,2269512.95
PATH/LAB,82492,TOTAL,116652,2763074.95,2747805.42
PATH/LAB,82492,GLOBL,116652,2763074.95,2747805.42
PATH/LAB,82495,TOTAL,13569,375133.42,374994.35
PATH/LAB,82495,GLOBL,13569,375133.42,374994.35
PATH/LAB,82507,TOTAL,32949,877258.83,874858.39
PATH/LAB,82507,GLOBL,32949,877258.83,874858.39
PATH/LAB,82520,TOTAL,270891,5835660.88,5816396.9
PATH/LAB,82520,GLOBL,270891,5835660.88,5816396.9
PATH/LAB,82523,TOTAL,69174,1517312.02,1515972.89
PATH/LAB,82523,26,N/A,0,0
PATH/LAB,82523,GLOBL,69174,1517312.02,1515972.89
PATH/LAB,82525,TOTAL,30802,530558.68,529754.6
PATH/LAB,82525,GLOBL,30802,530558.68,529754.6
PATH/LAB,82528,TOTAL,495,15332.46,15182.03
PATH/LAB,82528,GLOBL,495,15332.46,15182.03
PATH/LAB,82530,TOTAL,37727,900792.2,899287.49
PATH/LAB,82530,GLOBL,37727,900792.2,899287.49
PATH/LAB,82533,TOTAL,173708,4036394.62,4022745.89
PATH/LAB,82533,26,N/A,0,0
PATH/LAB,82533,GLOBL,173708,4036394.62,4022745.89
PATH/LAB,82540,TOTAL,15290,101452.56,100766.22
PATH/LAB,82540,GLOBL,15290,101452.56,100766.22
PATH/LAB,82541,TOTAL,14337,359553.39,357998.81
PATH/LAB,82541,GLOBL,14337,359553.39,357998.81
PATH/LAB,82542,TOTAL,1055687,26533321.49,26467992.63
PATH/LAB,82542,GLOBL,1055687,26533321.49,26467992.63
PATH/LAB,82543,TOTAL,728,17772.85,17755.99
PATH/LAB,82543,GLOBL,728,17772.85,17755.99
PATH/LAB,82544,TOTAL,31411,812007.73,800246.89
PATH/LAB,82544,GLOBL,31411,812007.73,800246.89
PATH/LAB,82550,TOTAL,2392873,12544771.27,12511641.42
PATH/LAB,82550,26,N/A,0,0
PATH/LAB,82550,GLOBL,2392873,12544771.27,12511641.42
PATH/LAB,82552,TOTAL,28558,535131,534407.58
PATH/LAB,82552,GLOBL,28558,535131,534407.58
PATH/LAB,82553,TOTAL,84512,1190822.58,1183976.29
PATH/LAB,82553,26,N/A,0,0
PATH/LAB,82553,GLOBL,84512,1190822.58,1183976.29
PATH/LAB,82554,TOTAL,441,6061.44,6032.68
PATH/LAB,82554,GLOBL,441,6061.44,6032.68
PATH/LAB,82565,TOTAL,2483999,8096361.68,8060123.22
PATH/LAB,82565,26,N/A,0,0
PATH/LAB,82565,GLOBL,2483999,8096361.68,8060123.22
PATH/LAB,82570,TOTAL,4350768,31935221.59,31772790.5
PATH/LAB,82570,26,N/A,0,0
PATH/LAB,82570,GLOBL,4350768,31935221.59,31772790.5
PATH/LAB,82575,TOTAL,110473,1480327.8,1474230.66
PATH/LAB,82575,26,N/A,0,0
PATH/LAB,82575,GLOBL,110473,1480327.8,1474230.66
PATH/LAB,82585,TOTAL,1376,16551.43,16437.7
