CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,
"""2014 Part B National Summary Data File
Code Range: 29) Vision Services (V0000 - V4999)""",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-247 ,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
VISION SERVICES,V2020,,246927,16215236.380000001,12138273.02,
VISION SERVICES,V2020,TOTAL,246927,16215236.380000001,12138273.02,
VISION SERVICES,V2025,,N/A,0,0,
VISION SERVICES,V2025,TOTAL,N/A,0,0,
VISION SERVICES,V2100,,29655,1149161.25,870280.96,
VISION SERVICES,V2100,TOTAL,29655,1149161.25,870280.96,
VISION SERVICES,V2101,,1299,54237.43,41244.019999999997,
VISION SERVICES,V2101,TOTAL,1299,54237.43,41244.019999999997,
VISION SERVICES,V2102,,314,15613.52,11874.67,
VISION SERVICES,V2102,TOTAL,314,15613.52,11874.67,
VISION SERVICES,V2103,,53550,1869007.01,1402961.23,
VISION SERVICES,V2103,TOTAL,53550,1869007.01,1402961.23,
VISION SERVICES,V2104,,1995,74443.710000000006,56445.73,
VISION SERVICES,V2104,TOTAL,1995,74443.710000000006,56445.73,
VISION SERVICES,V2105,,134,5612.05,4273.66,
VISION SERVICES,V2105,TOTAL,134,5612.05,4273.66,
VISION SERVICES,V2106,,92,3750.09,2772.85,
VISION SERVICES,V2106,TOTAL,92,3750.09,2772.85,
VISION SERVICES,V2107,,672,30049.09,22740.19,
VISION SERVICES,V2107,TOTAL,672,30049.09,22740.19,
VISION SERVICES,V2108,,150,6469.27,4942.49,
VISION SERVICES,V2108,TOTAL,150,6469.27,4942.49,
VISION SERVICES,V2109,,22,1140.78,847.81,
VISION SERVICES,V2109,TOTAL,22,1140.78,847.81,
VISION SERVICES,V2110,,N/A,443.32,347.55,
VISION SERVICES,V2110,TOTAL,N/A,443.32,347.55,
VISION SERVICES,V2111,,168,8683.02,6766.68,
VISION SERVICES,V2111,TOTAL,168,8683.02,6766.68,
VISION SERVICES,V2112,,18,1008.57,790.68,
VISION SERVICES,V2112,TOTAL,18,1008.57,790.68,
VISION SERVICES,V2113,,19,1117.1600000000001,875.86,
VISION SERVICES,V2113,TOTAL,19,1117.1600000000001,875.86,
VISION SERVICES,V2114,,35,2105.25,1610.53,
VISION SERVICES,V2114,TOTAL,35,2105.25,1610.53,
VISION SERVICES,V2115,,N/A,676.82,530.63,
VISION SERVICES,V2115,TOTAL,N/A,676.82,530.63,
VISION SERVICES,V2118,,N/A,249.35,195.49,
VISION SERVICES,V2118,TOTAL,N/A,249.35,195.49,
VISION SERVICES,V2121,,56,3971.53,3025.82,
VISION SERVICES,V2121,TOTAL,56,3971.53,3025.82,
VISION SERVICES,V2199,,N/A,0,0,
VISION SERVICES,V2199,TOTAL,N/A,0,0,
VISION SERVICES,V2200,,92656,4615688.13,3490817.75,
VISION SERVICES,V2200,TOTAL,92656,4615688.13,3490817.75,
VISION SERVICES,V2201,,3398,185319.76,139493.56,
VISION SERVICES,V2201,TOTAL,3398,185319.76,139493.56,
VISION SERVICES,V2202,,2378,143993.31,109260.11,
VISION SERVICES,V2202,TOTAL,2378,143993.31,109260.11,
VISION SERVICES,V2203,,255339,13056490.73,9839324.7200000007,
VISION SERVICES,V2203,TOTAL,255339,13056490.73,9839324.7200000007,
VISION SERVICES,V2204,,12485,666318.28,504297.34,
VISION SERVICES,V2204,TOTAL,12485,666318.28,504297.34,
VISION SERVICES,V2205,,786,44252.15,33804.080000000002,
VISION SERVICES,V2205,TOTAL,786,44252.15,33804.080000000002,
VISION SERVICES,V2206,,329,18617.22,13688.61,
VISION SERVICES,V2206,TOTAL,329,18617.22,13688.61,
VISION SERVICES,V2207,,1379,78415.81,60000.05,
VISION SERVICES,V2207,TOTAL,1379,78415.81,60000.05,
VISION SERVICES,V2208,,430,24545.73,18572.38,
VISION SERVICES,V2208,TOTAL,430,24545.73,18572.38,
VISION SERVICES,V2209,,146,9236.43,6950.3,
VISION SERVICES,V2209,TOTAL,146,9236.43,6950.3,
VISION SERVICES,V2210,,99,6310.43,4928.47,
VISION SERVICES,V2210,TOTAL,99,6310.43,4928.47,
VISION SERVICES,V2211,,238,16645.400000000001,12966.93,
VISION SERVICES,V2211,TOTAL,238,16645.400000000001,12966.93,
VISION SERVICES,V2212,,87,6007.06,4488.3900000000003,
VISION SERVICES,V2212,TOTAL,87,6007.06,4488.3900000000003,
VISION SERVICES,V2213,,124,5772.42,4206.4799999999996,
VISION SERVICES,V2213,TOTAL,124,5772.42,4206.4799999999996,
VISION SERVICES,V2214,,146,9857.6,7423.29,
VISION SERVICES,V2214,TOTAL,146,9857.6,7423.29,
VISION SERVICES,V2215,,53,4318.78,3294.16,
VISION SERVICES,V2215,TOTAL,53,4318.78,3294.16,
VISION SERVICES,V2218,,N/A,752.38,589.86,
VISION SERVICES,V2218,TOTAL,N/A,752.38,589.86,
VISION SERVICES,V2219,,7751,255527.61,198404.14,
VISION SERVICES,V2219,TOTAL,7751,255527.61,198404.14,
VISION SERVICES,V2220,,1193,33460.53,25873.23,
VISION SERVICES,V2220,TOTAL,1193,33460.53,25873.23,
VISION SERVICES,V2221,,166,13736.77,10610.65,
VISION SERVICES,V2221,TOTAL,166,13736.77,10610.65,
VISION SERVICES,V2299,,N/A,0,0,
VISION SERVICES,V2299,TOTAL,N/A,0,0,
VISION SERVICES,V2300,,42940,2773466.33,2099947.08,
VISION SERVICES,V2300,TOTAL,42940,2773466.33,2099947.08,
VISION SERVICES,V2301,,2146,157387.37,119239.84,
VISION SERVICES,V2301,TOTAL,2146,157387.37,119239.84,
VISION SERVICES,V2302,,1097,79203.59,61088.77,
VISION SERVICES,V2302,TOTAL,1097,79203.59,61088.77,
VISION SERVICES,V2303,,138658,8950740.1999999993,6767308.6500000004,
VISION SERVICES,V2303,TOTAL,138658,8950740.1999999993,6767308.6500000004,
