CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,
"""2014 Part B National Summary Data File
Code Range: 04) Path/Lab (80000 - 89999)"" ",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-3221 ,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
PATH/LAB,81380,GLOBL,81,19280.37,18894.55,
PATH/LAB,81380,TOTAL,81,19280.37,18894.55,
PATH/LAB,81381,GLOBL,4843,622245.47,609350.15,
PATH/LAB,81381,TOTAL,4843,622245.47,609350.15,
PATH/LAB,81382,GLOBL,1918,306043.18,299558.89,
PATH/LAB,81382,TOTAL,1918,306043.18,299558.89,
PATH/LAB,81383,GLOBL,1493,216345.89,212015.97,
PATH/LAB,81383,TOTAL,1493,216345.89,212015.97,
PATH/LAB,81400,GLOBL,20046,2430297.79,2381136.4300000002,
PATH/LAB,81400,TOTAL,20046,2430297.79,2381136.4300000002,
PATH/LAB,81401,GLOBL,422649,47796005.109999999,46831236.420000002,
PATH/LAB,81401,TOTAL,422649,47796005.109999999,46831236.420000002,
PATH/LAB,81402,GLOBL,5316,1533290.21,1501126.44,
PATH/LAB,81402,TOTAL,5316,1533290.21,1501126.44,
PATH/LAB,81403,TC,N/A,0,0,
PATH/LAB,81403,GLOBL,16310,1845464.87,1806864.07,
PATH/LAB,81403,TOTAL,16310,1845464.87,1806864.07,
PATH/LAB,81404,GLOBL,19743,4773165.88,4676487.08,
PATH/LAB,81404,TOTAL,19743,4773165.88,4676487.08,
PATH/LAB,81405,GLOBL,133,45879.08,44961.3,
PATH/LAB,81405,TOTAL,133,45879.08,44961.3,
PATH/LAB,81406,GLOBL,1183,702233.34,688188.68,
PATH/LAB,81406,TOTAL,1183,702233.34,688188.68,
PATH/LAB,81407,GLOBL,145,137516.37,133835.04,
PATH/LAB,81407,TOTAL,145,137516.37,133835.04,
PATH/LAB,81408,GLOBL,146,240666.37,234236.04,
PATH/LAB,81408,TOTAL,146,240666.37,234236.04,
PATH/LAB,81479,TC,N/A,0,0,
PATH/LAB,81479,GLOBL,59730,68657378.510000005,67198126.849999994,
PATH/LAB,81479,TOTAL,59730,68657378.510000005,67198126.849999994,
PATH/LAB,81503,GLOBL,N/A,0,0,
PATH/LAB,81503,TOTAL,N/A,0,0,
PATH/LAB,81504,26,N/A,0,0,
PATH/LAB,81504,GLOBL,15,49627.75,38908.19,
PATH/LAB,81504,TOTAL,15,49627.75,38908.19,
PATH/LAB,81507,GLOBL,84,36701.730000000003,35967.629999999997,
PATH/LAB,81507,TOTAL,84,36701.730000000003,35967.629999999997,
PATH/LAB,81508,GLOBL,N/A,0,0,
PATH/LAB,81508,TOTAL,N/A,0,0,
PATH/LAB,81511,GLOBL,N/A,0,0,
PATH/LAB,81511,TOTAL,N/A,0,0,
PATH/LAB,81599,GLOBL,N/A,0,0,
PATH/LAB,81599,TOTAL,N/A,0,0,
PATH/LAB,82000,GLOBL,28,89.56,87.76,
PATH/LAB,82000,TOTAL,28,89.56,87.76,
PATH/LAB,82003,26,N/A,0,0,
PATH/LAB,82003,GLOBL,21865,543831.84,531807.36,
PATH/LAB,82003,TOTAL,21865,543831.84,531807.36,
PATH/LAB,82009,GLOBL,1511,9219.8799999999992,9034.59,
PATH/LAB,82009,TOTAL,1511,9219.8799999999992,9034.59,
PATH/LAB,82010,26,N/A,0,0,
PATH/LAB,82010,GLOBL,2442,26697.46,26058.57,
PATH/LAB,82010,TOTAL,2442,26697.46,26058.57,
PATH/LAB,82013,26,N/A,0,0,
PATH/LAB,82013,GLOBL,41,585.64,574.11,
PATH/LAB,82013,TOTAL,41,585.64,574.11,
PATH/LAB,82016,GLOBL,N/A,0,0,
PATH/LAB,82016,TOTAL,N/A,0,0,
PATH/LAB,82017,GLOBL,135,3022.6,2922.82,
PATH/LAB,82017,TOTAL,135,3022.6,2922.82,
PATH/LAB,82024,GLOBL,42900,2239950.6,2185708.41,
PATH/LAB,82024,TOTAL,42900,2239950.6,2185708.41,
PATH/LAB,82030,GLOBL,779,27231.87,25919.87,
PATH/LAB,82030,TOTAL,779,27231.87,25919.87,
PATH/LAB,82040,26,N/A,0,0,
PATH/LAB,82040,GLOBL,596190,1232455.83,1203499.53,
PATH/LAB,82040,TOTAL,596190,1232455.83,1203499.53,
PATH/LAB,82042,26,N/A,0,0,
PATH/LAB,82042,GLOBL,16838,104499.88,101434.4,
PATH/LAB,82042,TOTAL,16838,104499.88,101434.4,
PATH/LAB,82043,26,N/A,0,0,
PATH/LAB,82043,GLOBL,3232498,23303045.719999999,22763003.859999999,
PATH/LAB,82043,TOTAL,3232498,23303045.719999999,22763003.859999999,
PATH/LAB,82044,GLOBL,582155,3157166.41,3073007.07,
PATH/LAB,82044,TOTAL,582155,3157166.41,3073007.07,
PATH/LAB,82045,GLOBL,69,3152.46,3089.2,
PATH/LAB,82045,TOTAL,69,3152.46,3089.2,
PATH/LAB,82055,26,N/A,0,0,
PATH/LAB,82055,GLOBL,962088,14018312.98,13634638.300000001,
PATH/LAB,82055,TOTAL,962088,14018312.98,13634638.300000001,
PATH/LAB,82075,GLOBL,5957,96238.99,93170.55,
PATH/LAB,82075,TOTAL,5957,96238.99,93170.55,
PATH/LAB,82085,26,N/A,0,0,
PATH/LAB,82085,GLOBL,61574,811594.64,793407.61,
PATH/LAB,82085,TOTAL,61574,811594.64,793407.61,
PATH/LAB,82088,26,N/A,0,0,
PATH/LAB,82088,GLOBL,34534,1895762.84,1853785.39,
PATH/LAB,82088,TOTAL,34534,1895762.84,1853785.39,
PATH/LAB,82101,GLOBL,257739,10421808.01,10170164.359999999,
PATH/LAB,82101,TOTAL,257739,10421808.01,10170164.359999999,
PATH/LAB,82103,26,N/A,0,0,
PATH/LAB,82103,GLOBL,31706,577851.02,564260.9,
PATH/LAB,82103,TOTAL,31706,577851.02,564260.9,
PATH/LAB,82104,26,N/A,0,0,
PATH/LAB,82104,GLOBL,7950,156531.82,152878.49,
PATH/LAB,82104,TOTAL,7950,156531.82,152878.49,
PATH/LAB,82105,26,N/A,0,0,
PATH/LAB,82105,GLOBL,136847,3107742.74,3038473.14,
PATH/LAB,82105,TOTAL,136847,3107742.74,3038473.14,
PATH/LAB,82106,GLOBL,99,2250.3000000000002,2205.08,
PATH/LAB,82106,TOTAL,99,2250.3000000000002,2205.08,
PATH/LAB,82107,GLOBL,6355,546402.44999999995,491521.01,
PATH/LAB,82107,TOTAL,6355,546402.44999999995,491521.01,
PATH/LAB,82108,GLOBL,5183,178330.32,174540,
PATH/LAB,82108,TOTAL,5183,178330.32,174540,
PATH/LAB,82120,GLOBL,3534,17421.89,16932.099999999999,
PATH/LAB,82120,TOTAL,3534,17421.89,16932.099999999999,
PATH/LAB,82127,GLOBL,2979,56189.71,55060.72,
PATH/LAB,82127,TOTAL,2979,56189.71,55060.72,
PATH/LAB,82128,GLOBL,N/A,132.37,129.71,
PATH/LAB,82128,TOTAL,N/A,132.37,129.71,
PATH/LAB,82131,GLOBL,10989,252763.59,247202.74,
PATH/LAB,82131,TOTAL,10989,252763.59,247202.74,
PATH/LAB,82135,GLOBL,232,5195.3599999999997,5080.29,
PATH/LAB,82135,TOTAL,232,5195.3599999999997,5080.29,
PATH/LAB,82136,GLOBL,13902,219474.02,214866.69,
PATH/LAB,82136,TOTAL,13902,219474.02,214866.69,
PATH/LAB,82139,GLOBL,7162,152413.68,149223.26,
PATH/LAB,82139,TOTAL,7162,152413.68,149223.26,
PATH/LAB,82140,26,N/A,0,0,
PATH/LAB,82140,GLOBL,164673,3232503.62,3163109.1,
PATH/LAB,82140,TOTAL,164673,3232503.62,3163109.1,
PATH/LAB,82143,GLOBL,N/A,18.46,18.09,
PATH/LAB,82143,TOTAL,N/A,18.46,18.09,
PATH/LAB,82145,26,N/A,0,0,
PATH/LAB,82145,GLOBL,2226165.2000000002,46127087.630000003,45013359.829999998,
PATH/LAB,82145,TOTAL,2226165.2000000002,46127087.630000003,45013359.829999998,
PATH/LAB,82150,26,N/A,0,0,
PATH/LAB,82150,GLOBL,522614,4618233.16,4507561.04,
PATH/LAB,82150,TOTAL,522614,4618233.16,4507561.04,
PATH/LAB,82154,GLOBL,618,16932.41,16591.63,
PATH/LAB,82154,TOTAL,618,16932.41,16591.63,
PATH/LAB,82157,GLOBL,6721,263500.74,257768.44,
PATH/LAB,82157,TOTAL,6721,263500.74,257768.44,
PATH/LAB,82160,GLOBL,1208,37988.43,37157.599999999999,
PATH/LAB,82160,TOTAL,1208,37988.43,37157.599999999999,
PATH/LAB,82163,GLOBL,188,5256.08,5116.26,
PATH/LAB,82163,TOTAL,188,5256.08,5116.26,
PATH/LAB,82164,GLOBL,41066,810027.73,791341.56,
PATH/LAB,82164,TOTAL,41066,810027.73,791341.56,
PATH/LAB,82172,GLOBL,598814,12381419.119999999,12126863.93,
PATH/LAB,82172,TOTAL,598814,12381419.119999999,12126863.93,
PATH/LAB,82175,GLOBL,18037,462676.98,452650.57,
PATH/LAB,82175,TOTAL,18037,462676.98,452650.57,
PATH/LAB,82180,GLOBL,18019,241505.02,236474.46,
PATH/LAB,82180,TOTAL,18019,241505.02,236474.46,
PATH/LAB,82190,GLOBL,56,697.37,683.49,
PATH/LAB,82190,TOTAL,56,697.37,683.49,
PATH/LAB,82205,GLOBL,1277215,19921758.629999999,19427562.98,
PATH/LAB,82205,TOTAL,1277215,19921758.629999999,19427562.98,
PATH/LAB,82232,26,N/A,0,0,
PATH/LAB,82232,GLOBL,156704,3441897.29,3364766.45,
PATH/LAB,82232,TOTAL,156704,3441897.29,3364766.45,
PATH/LAB,82239,GLOBL,9128,201685.89,197326.2,
PATH/LAB,82239,TOTAL,9128,201685.89,197326.2,
PATH/LAB,82240,GLOBL,2771,100352.63,98193.24,
PATH/LAB,82240,TOTAL,2771,100352.63,98193.24,
PATH/LAB,82247,26,N/A,0,0,
PATH/LAB,82247,GLOBL,540099,915407.96,894819.06,
PATH/LAB,82247,TOTAL,540099,915407.96,894819.06,
PATH/LAB,82248,26,N/A,0,0,
PATH/LAB,82248,GLOBL,1460991,3165901.29,3095722.99,
PATH/LAB,82248,TOTAL,1460991,3165901.29,3095722.99,
PATH/LAB,82252,GLOBL,22,90.58,88.85,
PATH/LAB,82252,TOTAL,22,90.58,88.85,
PATH/LAB,82261,GLOBL,163,3704.46,3614.47,
PATH/LAB,82261,TOTAL,163,3704.46,3614.47,
PATH/LAB,82270,26,N/A,0,0,
PATH/LAB,82270,GLOBL,623455,2600881.0699999998,2536345.23,
PATH/LAB,82270,TOTAL,623455,2600881.0699999998,2536345.23,
PATH/LAB,82271,GLOBL,3604,15925.04,15549.22,
PATH/LAB,82271,TOTAL,3604,15925.04,15549.22,
PATH/LAB,82272,26,N/A,0,0,
PATH/LAB,82272,GLOBL,168191,735508.08,717631.03,
PATH/LAB,82272,TOTAL,168191,735508.08,717631.03,
PATH/LAB,82274,GLOBL,437236,9269751.5800000001,9048118.2200000007,
PATH/LAB,82274,TOTAL,437236,9269751.5800000001,9048118.2200000007,
PATH/LAB,82300,GLOBL,10616,326402.05,319531.96000000002,
PATH/LAB,82300,TOTAL,10616,326402.05,319531.96000000002,
PATH/LAB,82306,26,N/A,0,0,
PATH/LAB,82306,GLOBL,5997865,238995823.96000001,233734470.68000001,
PATH/LAB,82306,TOTAL,5997865,238995823.96000001,233734470.68000001,
PATH/LAB,82308,GLOBL,14028,508977.98,496991.6,
PATH/LAB,82308,TOTAL,14028,508977.98,496991.6,
PATH/LAB,82310,26,N/A,0,0,
PATH/LAB,82310,GLOBL,652731,1935383.2,1890945.41,
PATH/LAB,82310,TOTAL,652731,1935383.2,1890945.41,
PATH/LAB,82330,26,N/A,0,0,
PATH/LAB,82330,GLOBL,136813,888342.93,869099.54,
PATH/LAB,82330,TOTAL,136813,888342.93,869099.54,
PATH/LAB,82331,GLOBL,15,105.9,103.8,
PATH/LAB,82331,TOTAL,15,105.9,103.8,
PATH/LAB,82340,26,N/A,0,0,
PATH/LAB,82340,GLOBL,86496,698065.29,683145.35,
PATH/LAB,82340,TOTAL,86496,698065.29,683145.35,
PATH/LAB,82355,GLOBL,5732,88987.18,87153.77,
PATH/LAB,82355,TOTAL,5732,88987.18,87153.77,
PATH/LAB,82360,26,N/A,0,0,
PATH/LAB,82360,GLOBL,11989,206790.5,202289.49,
PATH/LAB,82360,TOTAL,11989,206790.5,202289.49,
PATH/LAB,82365,GLOBL,15983,262903.75,257019.6,
PATH/LAB,82365,TOTAL,15983,262903.75,257019.6,
PATH/LAB,82370,GLOBL,867,14816.7,14493.44,
PATH/LAB,82370,TOTAL,867,14816.7,14493.44,
PATH/LAB,82373,GLOBL,365,8820.67,8645.19,
PATH/LAB,82373,TOTAL,365,8820.67,8645.19,
PATH/LAB,82374,26,N/A,0,0,
PATH/LAB,82374,GLOBL,81513,111717.83,108724.51,
PATH/LAB,82374,TOTAL,81513,111717.83,108724.51,
PATH/LAB,82375,26,N/A,0,0,
PATH/LAB,82375,GLOBL,9473,148401.96,144198.34,
PATH/LAB,82375,TOTAL,9473,148401.96,144198.34,
PATH/LAB,82376,GLOBL,42,337.56,330.94,
PATH/LAB,82376,TOTAL,42,337.56,330.94,
PATH/LAB,82378,26,N/A,0,0,
PATH/LAB,82378,GLOBL,628587,16266666.34,15887365.199999999,
PATH/LAB,82378,TOTAL,628587,16266666.34,15887365.199999999,
PATH/LAB,82379,GLOBL,5828,99531.72,97323.839999999997,
PATH/LAB,82379,TOTAL,5828,99531.72,97323.839999999997,
PATH/LAB,82380,GLOBL,4938,62071.360000000001,60771.67,
PATH/LAB,82380,TOTAL,4938,62071.360000000001,60771.67,
PATH/LAB,82382,GLOBL,273,6404.24,6256.7,
PATH/LAB,82382,TOTAL,273,6404.24,6256.7,
PATH/LAB,82383,GLOBL,51,1743.69,1709.01,
PATH/LAB,82383,TOTAL,51,1743.69,1709.01,
PATH/LAB,82384,GLOBL,15984,546801.56000000006,534401.68000000005,
PATH/LAB,82384,TOTAL,15984,546801.56000000006,534401.68000000005,
PATH/LAB,82387,GLOBL,N/A,23.54,23.07,
PATH/LAB,82387,TOTAL,N/A,23.54,23.07,
PATH/LAB,82390,26,N/A,0,0,
PATH/LAB,82390,GLOBL,29901,434833.59,424670.65,
PATH/LAB,82390,TOTAL,29901,434833.59,424670.65,
PATH/LAB,82397,GLOBL,19815,366274.66,358502.03,
PATH/LAB,82397,TOTAL,19815,366274.66,358502.03,
PATH/LAB,82415,GLOBL,N/A,69.16,67.760000000000005,
PATH/LAB,82415,TOTAL,N/A,69.16,67.760000000000005,
PATH/LAB,82435,26,N/A,0,0,
PATH/LAB,82435,GLOBL,189982,215642.43,211016.24,
PATH/LAB,82435,TOTAL,189982,215642.43,211016.24,
PATH/LAB,82436,26,N/A,0,0,
PATH/LAB,82436,GLOBL,49801,330921.84000000003,323806.08000000002,
PATH/LAB,82436,TOTAL,49801,330921.84000000003,323806.08000000002,
PATH/LAB,82438,GLOBL,404,2608.04,2543.91,
PATH/LAB,82438,TOTAL,404,2608.04,2543.91,
PATH/LAB,82441,GLOBL,404,3306.45,3234.85,
PATH/LAB,82441,TOTAL,404,3306.45,3234.85,
PATH/LAB,82465,26,N/A,0,0,
PATH/LAB,82465,GLOBL,348267,986602.2,964951.66,
PATH/LAB,82465,TOTAL,348267,986602.2,964951.66,
PATH/LAB,82480,GLOBL,388,4019.46,3895.27,
PATH/LAB,82480,TOTAL,388,4019.46,3895.27,
PATH/LAB,82482,GLOBL,2267,23633.43,23159.73,
PATH/LAB,82482,TOTAL,2267,23633.43,23159.73,
PATH/LAB,82485,GLOBL,N/A,53.17,52.11,
PATH/LAB,82485,TOTAL,N/A,53.17,52.11,
PATH/LAB,82486,GLOBL,79843,1931452.84,1888462.51,
PATH/LAB,82486,TOTAL,79843,1931452.84,1888462.51,
PATH/LAB,82487,GLOBL,168,3660.72,3572.5,
PATH/LAB,82487,TOTAL,168,3660.72,3572.5,
PATH/LAB,82489,GLOBL,9890,249494.46,241871.49,
PATH/LAB,82489,TOTAL,9890,249494.46,241871.49,
PATH/LAB,82491,26,N/A,0,0,
PATH/LAB,82491,GLOBL,215481,5178112.37,5065395.68,
PATH/LAB,82491,TOTAL,215481,5178112.37,5065395.68,
PATH/LAB,82492,GLOBL,146501,3400115.17,3320115.71,
PATH/LAB,82492,TOTAL,146501,3400115.17,3320115.71,
PATH/LAB,82495,GLOBL,24332,631064.79,617520.67000000004,
PATH/LAB,82495,TOTAL,24332,631064.79,617520.67000000004,
PATH/LAB,82507,GLOBL,54063,1387928.65,1357800.74,
PATH/LAB,82507,TOTAL,54063,1387928.65,1357800.74,
PATH/LAB,82520,26,N/A,0,0,
PATH/LAB,82520,GLOBL,1836315,34398488.32,33530235.91,
PATH/LAB,82520,TOTAL,1836315,34398488.32,33530235.91,
PATH/LAB,82523,26,N/A,0,0,
PATH/LAB,82523,GLOBL,64157,1348326.71,1320095.6200000001,
PATH/LAB,82523,TOTAL,64157,1348326.71,1320095.6200000001,
PATH/LAB,82525,GLOBL,39770,658949.67000000004,644144.80000000005,
PATH/LAB,82525,TOTAL,39770,658949.67000000004,644144.80000000005,
PATH/LAB,82528,GLOBL,817,23979.74,23304.54,
PATH/LAB,82528,TOTAL,817,23979.74,23304.54,
PATH/LAB,82530,GLOBL,33566,763583.44,747135.29,
PATH/LAB,82530,TOTAL,33566,763583.44,747135.29,
PATH/LAB,82533,26,N/A,0,0,
PATH/LAB,82533,GLOBL,247005,5470119.7300000004,5344958.99,
PATH/LAB,82533,TOTAL,247005,5470119.7300000004,5344958.99,
PATH/LAB,82540,GLOBL,25205,159180.37,154514.31,
PATH/LAB,82540,TOTAL,25205,159180.37,154514.31,
PATH/LAB,82541,GLOBL,529206,12977737.640000001,12705414.08,
PATH/LAB,82541,TOTAL,529206,12977737.640000001,12705414.08,
PATH/LAB,82542,26,N/A,0,0,
PATH/LAB,82542,GLOBL,5383991,124808530.34999999,121773073.69,
PATH/LAB,82542,TOTAL,5383991,124808530.34999999,121773073.69,
PATH/LAB,82543,GLOBL,153870,3740852.61,3654199.5,
PATH/LAB,82543,TOTAL,153870,3740852.61,3654199.5,
PATH/LAB,82544,GLOBL,605559,14658666.779999999,14327525.98,
PATH/LAB,82544,TOTAL,605559,14658666.779999999,14327525.98,
PATH/LAB,82550,26,N/A,0,0,
PATH/LAB,82550,GLOBL,2085612,10214191.48,9982782.6600000001,
PATH/LAB,82550,TOTAL,2085612,10214191.48,9982782.6600000001,
PATH/LAB,82552,GLOBL,26468,476156.35,465824.55,
PATH/LAB,82552,TOTAL,26468,476156.35,465824.55,
PATH/LAB,82553,26,N/A,0,0,
PATH/LAB,82553,GLOBL,69305,920812.84,897391.7,
PATH/LAB,82553,TOTAL,69305,920812.84,897391.7,
PATH/LAB,82554,GLOBL,22,344.96,338.14,
PATH/LAB,82554,TOTAL,22,344.96,338.14,
PATH/LAB,82565,26,N/A,0,0,
PATH/LAB,82565,TC,N/A,6.99,6.85,
PATH/LAB,82565,GLOBL,1964158,6365274.2400000002,6207885.0499999998,
PATH/LAB,82565,TOTAL,1964159,6365281.2300000004,6207891.8999999994,
PATH/LAB,82570,26,N/A,0,0,
PATH/LAB,82570,GLOBL,6026908.5999999996,42202641.229999997,41160772.229999997,
PATH/LAB,82570,TOTAL,6026908.5999999996,42202641.229999997,41160772.229999997,
PATH/LAB,82575,26,N/A,0,0,
PATH/LAB,82575,GLOBL,68085,872234.69,850072.59,
PATH/LAB,82575,TOTAL,68085,872234.69,850072.59,
PATH/LAB,82585,GLOBL,1027,11831.29,11461.41,
PATH/LAB,82585,TOTAL,1027,11831.29,11461.41,
PATH/LAB,82595,GLOBL,11207,96923.95,94629.75,
PATH/LAB,82595,TOTAL,11207,96923.95,94629.75,
PATH/LAB,82600,GLOBL,31,815.89,773.62,
PATH/LAB,82600,TOTAL,31,815.89,773.62,
PATH/LAB,82607,26,N/A,0,0,
PATH/LAB,82607,GLOBL,3839162,78884060.640000001,77144297.730000004,
PATH/LAB,82607,TOTAL,3839162,78884060.640000001,77144297.730000004,
PATH/LAB,82608,GLOBL,7677,149472.07,146296.95999999999,
PATH/LAB,82608,TOTAL,7677,149472.07,146296.95999999999,
PATH/LAB,82610,GLOBL,315811,5832759.8200000003,5711647.29,
PATH/LAB,82610,TOTAL,315811,5832759.8200000003,5711647.29,
PATH/LAB,82615,GLOBL,16018,177929.33,174405.63,
PATH/LAB,82615,TOTAL,16018,177929.33,174405.63,
PATH/LAB,82626,GLOBL,31537,1073368.3600000001,1048630.47,
PATH/LAB,82626,TOTAL,31537,1073368.3600000001,1048630.47,
PATH/LAB,82627,GLOBL,137418,4163009.36,4070309.9,
PATH/LAB,82627,TOTAL,137418,4163009.36,4070309.9,
PATH/LAB,82633,GLOBL,58,2300.7800000000002,2254.54,
PATH/LAB,82633,TOTAL,58,2300.7800000000002,2254.54,
PATH/LAB,82634,GLOBL,1081,43051.99,42065.67,
PATH/LAB,82634,TOTAL,1081,43051.99,42065.67,
PATH/LAB,82638,GLOBL,25,415.26,407.04,
PATH/LAB,82638,TOTAL,25,415.26,407.04,
PATH/LAB,82646,26,N/A,0,0,
PATH/LAB,82646,GLOBL,1298608,35728147.200000003,34814908.960000001,
PATH/LAB,82646,TOTAL,1298608,35728147.200000003,34814908.960000001,
PATH/LAB,82649,26,N/A,0,0,
PATH/LAB,82649,GLOBL,1333748,46254981.270000003,45065497.729999997,
PATH/LAB,82649,TOTAL,1333748,46254981.270000003,45065497.729999997,
PATH/LAB,82651,GLOBL,22885,795861.9,779189.44,
PATH/LAB,82651,TOTAL,22885,795861.9,779189.44,
PATH/LAB,82652,26,N/A,0,0,
PATH/LAB,82652,GLOBL,194147,9790215.1799999997,9583397.1099999994,
PATH/LAB,82652,TOTAL,194147,9790215.1799999997,9583397.1099999994,
PATH/LAB,82654,GLOBL,N/A,18.89,18.510000000000002,
PATH/LAB,82654,TOTAL,N/A,18.89,18.510000000000002,
PATH/LAB,82656,GLOBL,11467,166747.51,163217.01999999999,
PATH/LAB,82656,TOTAL,11467,166747.51,163217.01999999999,
PATH/LAB,82657,GLOBL,2629,64056,62561.77,
PATH/LAB,82657,TOTAL,2629,64056,62561.77,
PATH/LAB,82658,GLOBL,N/A,221.67,217.26,
PATH/LAB,82658,TOTAL,N/A,221.67,217.26,
PATH/LAB,82664,GLOBL,91886,4048654.72,3965966.23,
PATH/LAB,82664,TOTAL,91886,4048654.72,3965966.23,
PATH/LAB,82668,26,N/A,0,0,
PATH/LAB,82668,GLOBL,81342,2075333.13,2030892.33,
PATH/LAB,82668,TOTAL,81342,2075333.13,2030892.33,
PATH/LAB,82670,26,N/A,0,0,
PATH/LAB,82670,GLOBL,239367,8985572.2300000004,8768787.7699999996,
PATH/LAB,82670,TOTAL,239367,8985572.2300000004,8768787.7699999996,
PATH/LAB,82671,GLOBL,3383,147656.4,143844.79,
PATH/LAB,82671,TOTAL,3383,147656.4,143844.79,
PATH/LAB,82672,GLOBL,23986,690608.15,675707.34,
PATH/LAB,82672,TOTAL,23986,690608.15,675707.34,
PATH/LAB,82677,GLOBL,10307,334130.63,326560.12,
PATH/LAB,82677,TOTAL,10307,334130.63,326560.12,
PATH/LAB,82679,GLOBL,22293,738420.63,722282.56,
PATH/LAB,82679,TOTAL,22293,738420.63,722282.56,
PATH/LAB,82690,GLOBL,23,538.12,527.39,
PATH/LAB,82690,TOTAL,23,538.12,527.39,
PATH/LAB,82693,GLOBL,913,13236.84,12799.94,
PATH/LAB,82693,TOTAL,913,13236.84,12799.94,
PATH/LAB,82696,GLOBL,1000,29082.73,28485.03,
PATH/LAB,82696,TOTAL,1000,29082.73,28485.03,
PATH/LAB,82705,GLOBL,14926,99680.92,97475.68,
PATH/LAB,82705,TOTAL,14926,99680.92,97475.68,
PATH/LAB,82710,GLOBL,2013,45751.55,44583.62,
PATH/LAB,82710,TOTAL,2013,45751.55,44583.62,
PATH/LAB,82715,GLOBL,9508,223140.36,218226.92,
PATH/LAB,82715,TOTAL,9508,223140.36,218226.92,
PATH/LAB,82725,GLOBL,152483,2765003.69,2709036.11,
PATH/LAB,82725,TOTAL,152483,2765003.69,2709036.11,
PATH/LAB,82726,GLOBL,18795,462813.1,453507.7,
PATH/LAB,82726,TOTAL,18795,462813.1,453507.7,
PATH/LAB,82728,26,N/A,0,0,
PATH/LAB,82728,GLOBL,2512295,46559525.630000003,45504802.100000001,
PATH/LAB,82728,TOTAL,2512295,46559525.630000003,45504802.100000001,
PATH/LAB,82731,GLOBL,165,13577.19,13305.33,
PATH/LAB,82731,TOTAL,165,13577.19,13305.33,
PATH/LAB,82735,GLOBL,122,2971.33,2837.71,
PATH/LAB,82735,TOTAL,122,2971.33,2837.71,
PATH/LAB,82742,GLOBL,200698,5387653.29,5256159.9000000004,
PATH/LAB,82742,TOTAL,200698,5387653.29,5256159.9000000004,
PATH/LAB,82746,26,N/A,0,0,
PATH/LAB,82746,GLOBL,2148356,42737500.840000004,41811393.859999999,
PATH/LAB,82746,TOTAL,2148356,42737500.840000004,41811393.859999999,
PATH/LAB,82747,26,N/A,0,0,
PATH/LAB,82747,GLOBL,104712,2356111.58,2307287.17,
PATH/LAB,82747,TOTAL,104712,2356111.58,2307287.17,
PATH/LAB,82757,GLOBL,N/A,141.96,139.13999999999999,
PATH/LAB,82757,TOTAL,N/A,141.96,139.13999999999999,
PATH/LAB,82759,GLOBL,N/A,29.31,28.72,
PATH/LAB,82759,TOTAL,N/A,29.31,28.72,
PATH/LAB,82760,GLOBL,81,1228.54,1203.6099999999999,
PATH/LAB,82760,TOTAL,81,1228.54,1203.6099999999999,
PATH/LAB,82775,GLOBL,87,2475.3200000000002,2426.23,
PATH/LAB,82775,TOTAL,87,2475.3200000000002,2426.23,
PATH/LAB,82776,GLOBL,N/A,11.16,10.94,
PATH/LAB,82776,TOTAL,N/A,11.16,10.94,
PATH/LAB,82777,GLOBL,116864,3492366.04,3420048.84,
PATH/LAB,82777,TOTAL,116864,3492366.04,3420048.84,
PATH/LAB,82784,26,N/A,0,0,
PATH/LAB,82784,GLOBL,1488586,17947858.399999999,17539179.800000001,
PATH/LAB,82784,TOTAL,1488586,17947858.399999999,17539179.800000001,
PATH/LAB,82785,26,N/A,0,0,
PATH/LAB,82785,GLOBL,133329,2933722.06,2869519.02,
PATH/LAB,82785,TOTAL,133329,2933722.06,2869519.02,
PATH/LAB,82787,GLOBL,73736,693601.81,677208.11,
PATH/LAB,82787,TOTAL,73736,693601.81,677208.11,
PATH/LAB,82800,GLOBL,765,8309.42,8114.74,
PATH/LAB,82800,TOTAL,765,8309.42,8114.74,
PATH/LAB,82803,26,N/A,0,0,
PATH/LAB,82803,GLOBL,22179,573682.84,556813.31000000006,
PATH/LAB,82803,TOTAL,22179,573682.84,556813.31000000006,
PATH/LAB,82805,26,N/A,0,0,
PATH/LAB,82805,GLOBL,12396,471018.67,456515.72,
PATH/LAB,82805,TOTAL,12396,471018.67,456515.72,
PATH/LAB,82810,26,N/A,0,0,
PATH/LAB,82810,GLOBL,750,8932.5,8735.2000000000007,
PATH/LAB,82810,TOTAL,750,8932.5,8735.2000000000007,
PATH/LAB,82820,GLOBL,683,9075.7999999999993,8821.49,
PATH/LAB,82820,TOTAL,683,9075.7999999999993,8821.49,
PATH/LAB,82930,GLOBL,14,104.16,102.06,
PATH/LAB,82930,TOTAL,14,104.16,102.06,
PATH/LAB,82938,GLOBL,14,337.96,331.24,
PATH/LAB,82938,TOTAL,14,337.96,331.24,
PATH/LAB,82941,GLOBL,7922,189432.76,185259.71,
PATH/LAB,82941,TOTAL,7922,189432.76,185259.71,
PATH/LAB,82943,GLOBL,819,14820.4,14467.8,
