CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,,
"""2014 Part B National Summary Data File
Code Range: 21) Orthotic Procedures (L0000 - L4999)"" ",,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-889 ,,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,,
ORTHOTIC PROCEDURES,L0112,,13,15227.91,11834.36,,
ORTHOTIC PROCEDURES,L0112,TOTAL,13,15227.91,11834.36,,
ORTHOTIC PROCEDURES,L0113,,160,42727.39,32768.19,,
ORTHOTIC PROCEDURES,L0113,TOTAL,160,42727.39,32768.19,,
ORTHOTIC PROCEDURES,L0120,,17570,447022.9,338141.3,,
ORTHOTIC PROCEDURES,L0120,TOTAL,17570,447022.9,338141.3,,
ORTHOTIC PROCEDURES,L0130,,127,20997.75,16356.43,,
ORTHOTIC PROCEDURES,L0130,TOTAL,127,20997.75,16356.43,,
ORTHOTIC PROCEDURES,L0140,,648,37427.879999999997,28643.439999999999,,
ORTHOTIC PROCEDURES,L0140,TOTAL,648,37427.879999999997,28643.439999999999,,
ORTHOTIC PROCEDURES,L0150,,1596,174730.78,134600.81,,
ORTHOTIC PROCEDURES,L0150,TOTAL,1596,174730.78,134600.81,,
ORTHOTIC PROCEDURES,L0160,,379,58444.68,44619.11,,
ORTHOTIC PROCEDURES,L0160,TOTAL,379,58444.68,44619.11,,
ORTHOTIC PROCEDURES,L0170,,114,59809.26,46582.78,,
ORTHOTIC PROCEDURES,L0170,TOTAL,114,59809.26,46582.78,,
ORTHOTIC PROCEDURES,L0172,,7932,1011358.16,775817.54,,
ORTHOTIC PROCEDURES,L0172,TOTAL,7932,1011358.16,775817.54,,
ORTHOTIC PROCEDURES,L0174,,11702,3029359.34,2333332.23,,
ORTHOTIC PROCEDURES,L0174,TOTAL,11702,3029359.34,2333332.23,,
ORTHOTIC PROCEDURES,L0180,,4186,1387824.47,1075902.02,,
ORTHOTIC PROCEDURES,L0180,TOTAL,4186,1387824.47,1075902.02,,
ORTHOTIC PROCEDURES,L0190,,153,75252.89,57506.95,,
ORTHOTIC PROCEDURES,L0190,TOTAL,153,75252.89,57506.95,,
ORTHOTIC PROCEDURES,L0200,,311,162290.5,124810.2,,
ORTHOTIC PROCEDURES,L0200,TOTAL,311,162290.5,124810.2,,
ORTHOTIC PROCEDURES,L0220,,634,39737.67,30037.360000000001,,
ORTHOTIC PROCEDURES,L0220,TOTAL,634,39737.67,30037.360000000001,,
ORTHOTIC PROCEDURES,L0450,,594,102973.15,78546.320000000007,,
ORTHOTIC PROCEDURES,L0450,TOTAL,594,102973.15,78546.320000000007,,
ORTHOTIC PROCEDURES,L0452,,N/A,567.38,444.82,,
ORTHOTIC PROCEDURES,L0452,TOTAL,N/A,567.38,444.82,,
ORTHOTIC PROCEDURES,L0454,,284,91730.87,71062.73,,
ORTHOTIC PROCEDURES,L0454,TOTAL,284,91730.87,71062.73,,
ORTHOTIC PROCEDURES,L0455,,52,16733.29,12852.16,,
ORTHOTIC PROCEDURES,L0455,TOTAL,52,16733.29,12852.16,,
ORTHOTIC PROCEDURES,L0456,,6371,5891616.2800000003,4574737.51,,
ORTHOTIC PROCEDURES,L0456,TOTAL,6371,5891616.2800000003,4574737.51,,
ORTHOTIC PROCEDURES,L0457,,1411,1307625.03,1021555.52,,
ORTHOTIC PROCEDURES,L0457,TOTAL,1411,1307625.03,1021555.52,,
ORTHOTIC PROCEDURES,L0458,,195,163065.84,127602.67,,
ORTHOTIC PROCEDURES,L0458,TOTAL,195,163065.84,127602.67,,
ORTHOTIC PROCEDURES,L0460,,1460,1371543.48,1065322.3500000001,,
ORTHOTIC PROCEDURES,L0460,TOTAL,1460,1371543.48,1065322.3500000001,,
ORTHOTIC PROCEDURES,L0462,,335,383885.11,299680.53000000003,,
ORTHOTIC PROCEDURES,L0462,TOTAL,335,383885.11,299680.53000000003,,
ORTHOTIC PROCEDURES,L0464,,2932,4066256.74,3161497.43,,
ORTHOTIC PROCEDURES,L0464,TOTAL,2932,4066256.74,3161497.43,,
ORTHOTIC PROCEDURES,L0466,,51,18556,14317.32,,
ORTHOTIC PROCEDURES,L0466,TOTAL,51,18556,14317.32,,
ORTHOTIC PROCEDURES,L0467,,14,5338.53,4185.3900000000003,,
ORTHOTIC PROCEDURES,L0467,TOTAL,14,5338.53,4185.3900000000003,,
ORTHOTIC PROCEDURES,L0468,,59,27148.62,20956.099999999999,,
ORTHOTIC PROCEDURES,L0468,TOTAL,59,27148.62,20956.099999999999,,
ORTHOTIC PROCEDURES,L0469,,N/A,1735.34,1360.51,,
ORTHOTIC PROCEDURES,L0469,TOTAL,N/A,1735.34,1360.51,,
ORTHOTIC PROCEDURES,L0470,,71,44794.04,34640.120000000003,,
ORTHOTIC PROCEDURES,L0470,TOTAL,71,44794.04,34640.120000000003,,
ORTHOTIC PROCEDURES,L0472,,5011,2023448,1572464.86,,
ORTHOTIC PROCEDURES,L0472,TOTAL,5011,2023448,1572464.86,,
ORTHOTIC PROCEDURES,L0480,,105,150359.04999999999,116353.05,,
ORTHOTIC PROCEDURES,L0480,TOTAL,105,150359.04999999999,116353.05,,
ORTHOTIC PROCEDURES,L0482,,628,957833.6,743463.92,,
ORTHOTIC PROCEDURES,L0482,TOTAL,628,957833.6,743463.92,,
ORTHOTIC PROCEDURES,L0484,,189,322731.44,249445.43,,
ORTHOTIC PROCEDURES,L0484,TOTAL,189,322731.44,249445.43,,
ORTHOTIC PROCEDURES,L0486,,1940,3525581.15,2739262.99,,
ORTHOTIC PROCEDURES,L0486,TOTAL,1940,3525581.15,2739262.99,,
ORTHOTIC PROCEDURES,L0488,,33,30907.919999999998,24231.87,,
ORTHOTIC PROCEDURES,L0488,TOTAL,33,30907.919999999998,24231.87,,
ORTHOTIC PROCEDURES,L0490,,25,6071.21,4733.62,,
ORTHOTIC PROCEDURES,L0490,TOTAL,25,6071.21,4733.62,,
ORTHOTIC PROCEDURES,L0491,,60,41905.65,32614.15,,
ORTHOTIC PROCEDURES,L0491,TOTAL,60,41905.65,32614.15,,
ORTHOTIC PROCEDURES,L0492,,15,7006.47,5434.76,,
ORTHOTIC PROCEDURES,L0492,TOTAL,15,7006.47,5434.76,,
ORTHOTIC PROCEDURES,L0621,,3147,300156.52,229981.55,,
ORTHOTIC PROCEDURES,L0621,TOTAL,3147,300156.52,229981.55,,
ORTHOTIC PROCEDURES,L0622,,53,8178.59,5976.25,,
ORTHOTIC PROCEDURES,L0622,TOTAL,53,8178.59,5976.25,,
ORTHOTIC PROCEDURES,L0623,,13,2267,1777.31,,
ORTHOTIC PROCEDURES,L0623,TOTAL,13,2267,1777.31,,
ORTHOTIC PROCEDURES,L0624,,N/A,1198.25,939.42,,
ORTHOTIC PROCEDURES,L0624,TOTAL,N/A,1198.25,939.42,,
ORTHOTIC PROCEDURES,L0625,,6480,325065.71000000002,244330.58,,
ORTHOTIC PROCEDURES,L0625,TOTAL,6480,325065.71000000002,244330.58,,
ORTHOTIC PROCEDURES,L0626,,8225,594313.16,446276.06,,
ORTHOTIC PROCEDURES,L0626,TOTAL,8225,594313.16,446276.06,,
ORTHOTIC PROCEDURES,L0627,,39921,15109505.1,11671080.33,,
ORTHOTIC PROCEDURES,L0627,TOTAL,39921,15109505.1,11671080.33,,
ORTHOTIC PROCEDURES,L0628,,3376,258831.16,194010.68,,
ORTHOTIC PROCEDURES,L0628,TOTAL,3376,258831.16,194010.68,,
ORTHOTIC PROCEDURES,L0629,,39,5368.99,4073.9,,
ORTHOTIC PROCEDURES,L0629,TOTAL,39,5368.99,4073.9,,
ORTHOTIC PROCEDURES,L0630,,2820,421019.24,318347.12,,
ORTHOTIC PROCEDURES,L0630,TOTAL,2820,421019.24,318347.12,,
ORTHOTIC PROCEDURES,L0631,,38252,36614628.439999998,28377784.359999999,,
ORTHOTIC PROCEDURES,L0631,TOTAL,38252,36614628.439999998,28377784.359999999,,
ORTHOTIC PROCEDURES,L0632,,N/A,2943.55,2307.73,,
ORTHOTIC PROCEDURES,L0632,TOTAL,N/A,2943.55,2307.73,,
ORTHOTIC PROCEDURES,L0633,,679,179313.13,137489.60000000001,,
ORTHOTIC PROCEDURES,L0633,TOTAL,679,179313.13,137489.60000000001,,
ORTHOTIC PROCEDURES,L0634,,18,7883.81,6065.68,,
ORTHOTIC PROCEDURES,L0634,TOTAL,18,7883.81,6065.68,,
ORTHOTIC PROCEDURES,L0635,,79,78686.44,60776.63,,
ORTHOTIC PROCEDURES,L0635,TOTAL,79,78686.44,60776.63,,
ORTHOTIC PROCEDURES,L0636,,106,147092.12,113964.23,,
ORTHOTIC PROCEDURES,L0636,TOTAL,106,147092.12,113964.23,,
ORTHOTIC PROCEDURES,L0637,,51888,61906370.640000001,48103812.439999998,,
ORTHOTIC PROCEDURES,L0637,TOTAL,51888,61906370.640000001,48103812.439999998,,
ORTHOTIC PROCEDURES,L0638,,332,408656,317521.59999999998,,
ORTHOTIC PROCEDURES,L0638,TOTAL,332,408656,317521.59999999998,,
ORTHOTIC PROCEDURES,L0639,,534,635772.18999999994,483997.64,,
ORTHOTIC PROCEDURES,L0639,TOTAL,534,635772.18999999994,483997.64,,
ORTHOTIC PROCEDURES,L0640,,390,360113.22,279552.32,,
ORTHOTIC PROCEDURES,L0640,TOTAL,390,360113.22,279552.32,,
ORTHOTIC PROCEDURES,L0641,,1918,140050.54,108416.59,,
ORTHOTIC PROCEDURES,L0641,TOTAL,1918,140050.54,108416.59,,
ORTHOTIC PROCEDURES,L0642,,50017,19202965.5,14977279.119999999,,
ORTHOTIC PROCEDURES,L0642,TOTAL,50017,19202965.5,14977279.119999999,,
ORTHOTIC PROCEDURES,L0643,,402,59926.3,46460.31,,
ORTHOTIC PROCEDURES,L0643,TOTAL,402,59926.3,46460.31,,
ORTHOTIC PROCEDURES,L0648,,59080,56673968.649999999,44108489.200000003,,
ORTHOTIC PROCEDURES,L0648,TOTAL,59080,56673968.649999999,44108489.200000003,,
ORTHOTIC PROCEDURES,L0649,,38,10203.049999999999,7999.17,,
ORTHOTIC PROCEDURES,L0649,TOTAL,38,10203.049999999999,7999.17,,
ORTHOTIC PROCEDURES,L0650,,39794,46139673.93,35948797.409999996,,
ORTHOTIC PROCEDURES,L0650,TOTAL,39794,46139673.93,35948797.409999996,,
ORTHOTIC PROCEDURES,L0651,,158,189267.21,147198.63,,
ORTHOTIC PROCEDURES,L0651,TOTAL,158,189267.21,147198.63,,
ORTHOTIC PROCEDURES,L0700,,20,38532.58,30094.28,,
ORTHOTIC PROCEDURES,L0700,TOTAL,20,38532.58,30094.28,,
