Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2002,,,,,
Code Ranges 38100 - 38999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
38100,80'S,LYMPHATIC,"1,363","$148,696","$117,716"
,OTHER,,"4,691","$3,059,814","$2,425,291"
,TOTAL,,"6,054","$3,208,509","$2,543,006"
38101,80'S,,11,$928,$743
,OTHER,,41,"$23,265","$18,574"
,TOTAL,,52,"$24,193","$19,317"
38102,80'S,,213,"$8,546","$6,837"
,OTHER,,691,"$169,177","$134,567"
,TOTAL,,904,"$177,723","$141,404"
38115,80'S,,61,"$5,253","$4,202"
,OTHER,,247,"$141,306","$112,429"
,TOTAL,,308,"$146,559","$116,631"
38120,80'S,,323,"$46,779","$37,200"
,OTHER,,902,"$788,660","$626,505"
,TOTAL,,"1,225","$835,440","$663,704"
38129,80'S,,1,$138,$111
,OTHER,,26,"$9,016","$7,213"
,TOTAL,,27,"$9,154","$7,323"
38200,OTHER,,43,"$3,707","$2,862"
,TOTAL,,43,"$3,707","$2,862"
38220,80'S,,22,$147,$117
,OTHER,,"71,082","$5,589,977","$4,426,203"
,TOTAL,,"71,104","$5,590,124","$4,426,320"
38221,80'S,,2,$18,$14
,OTHER,,"121,103","$17,188,226","$13,626,324"
,TOTAL,,"121,105","$17,188,243","$13,626,338"
38230,80'S,,9,$215,$172
,OTHER,,360,"$78,823","$62,766"
,TOTAL,,369,"$79,038","$62,938"
38231,OTHER,,"1,487","$114,366","$91,337"
,TOTAL,,"1,487","$114,366","$91,337"
38240,OTHER,,136,"$15,832","$12,549"
,TOTAL,,136,"$15,832","$12,549"
38241,OTHER,,453,"$51,500","$41,200"
,TOTAL,,453,"$51,500","$41,200"
38300,SG,,4,"$1,117",$894
,OTHER,,237,"$41,655","$32,358"
,TOTAL,,241,"$42,772","$33,251"
38305,SG,,1,$435,$348
,OTHER,,337,"$100,203","$79,130"
,TOTAL,,338,"$100,638","$79,478"
38308,SG,,32,"$9,139","$7,311"
,80'S,,118,"$5,457","$4,342"
,OTHER,,"1,409","$454,620","$360,134"
,TOTAL,,"1,559","$469,217","$371,788"
38380,80'S,,5,$419,$335
,OTHER,,26,"$11,226","$8,981"
,TOTAL,,31,"$11,645","$9,316"
38381,80'S,,7,$711,$569
,OTHER,,100,"$60,054","$47,437"
,TOTAL,,107,"$60,766","$48,006"
38382,80'S,,1,$107,$85
,OTHER,,8,"$4,470","$3,576"
,TOTAL,,9,"$4,577","$3,662"
38500,SG,,717,"$286,285","$226,729"
,80'S,,1,$18,$14
,OTHER,,"12,112","$2,370,253","$1,876,840"
,TOTAL,,"12,830","$2,656,556","$2,103,583"
38505,SG,,80,"$23,009","$18,017"
,80'S,,3,$39,$31
,OTHER,,"7,135","$829,991","$649,788"
,TOTAL,,"7,218","$853,039","$667,837"
38510,SG,,783,"$320,315","$253,977"
,80'S,,1,$40,$32
,OTHER,,"9,428","$3,812,852","$3,020,166"
,TOTAL,,"10,212","$4,133,207","$3,274,175"
38520,SG,,57,"$23,347","$18,328"
,OTHER,,"1,200","$515,856","$407,819"
,TOTAL,,"1,257","$539,204","$426,147"
38525,SG,,"1,332","$445,992","$352,944"
,80'S,,3,$156,$125
,OTHER,,"21,802","$6,263,881","$4,972,846"
,TOTAL,,"23,137","$6,710,029","$5,325,914"
38530,SG,,14,"$4,361","$3,489"
,80'S,,31,"$1,461","$1,169"
,OTHER,,266,"$91,055","$72,276"
,TOTAL,,311,"$96,877","$76,934"
38542,SG,,45,"$17,571","$13,962"
,80'S,,128,"$6,553","$5,242"
,OTHER,,"1,179","$406,243","$321,560"
