Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2002,,,,,
Code Range 59000 - 59899,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
59000,OTHER,MATERNITY,747,"$70,632","$53,546"
,TOTAL,,747,"$70,632","$53,546"
59001,OTHER,,7,"$1,130",$904
,TOTAL,,7,"$1,130",$904
59012,OTHER,,2,$320,$256
,TOTAL,,2,$320,$256
59015,OTHER,,12,"$1,831","$1,377"
,TOTAL,,12,"$1,831","$1,377"
59020,OTHER,,46,"$1,620","$1,283"
,TOTAL,,46,"$1,620","$1,283"
59025,OTHER,,"8,782","$289,377","$220,546"
,TOTAL,,"8,782","$289,377","$220,546"
59030,OTHER,,1,$77,$61
,TOTAL,,1,$77,$61
59050,OTHER,,10,$427,$342
,TOTAL,,10,$427,$342
59051,OTHER,,41,"$1,566","$1,193"
,TOTAL,,41,"$1,566","$1,193"
59100,80'S,,1,$132,$106
,OTHER,,22,"$7,230","$5,784"
,TOTAL,,23,"$7,362","$5,890"
59120,80'S,,10,"$1,028",$743
,OTHER,,60,"$40,083","$31,395"
,TOTAL,,70,"$41,111","$32,138"
59121,80'S,,1,$121,$97
,OTHER,,17,"$11,912","$9,450"
,TOTAL,,18,"$12,033","$9,547"
59130,80'S,,1,$129,$103
,OTHER,,1,$804,$644
,TOTAL,,2,$933,$746
59140,OTHER,,2,$543,$435
,TOTAL,,2,$543,$435
59150,80'S,,8,$791,$633
,OTHER,,28,"$16,966","$13,164"
,TOTAL,,36,"$17,757","$13,797"
59151,80'S,,4,$399,$319
,OTHER,,52,"$34,414","$26,377"
,TOTAL,,56,"$34,813","$26,696"
59160,OTHER,,74,"$12,197","$9,443"
,TOTAL,,74,"$12,197","$9,443"
59200,OTHER,,405,"$27,464","$21,091"
,TOTAL,,405,"$27,464","$21,091"
59300,OTHER,,73,"$4,908","$3,831"
,TOTAL,,73,"$4,908","$3,831"
59320,OTHER,,78,"$11,706","$9,193"
,TOTAL,,78,"$11,706","$9,193"
59350,80'S,,2,$96,$40
,OTHER,,6,"$1,125",$900
,TOTAL,,8,"$1,222",$940
59400,OTHER,,"2,747","$4,054,560","$3,132,212"
,TOTAL,,"2,747","$4,054,560","$3,132,212"
59409,OTHER,,968,"$734,208","$576,692"
,TOTAL,,968,"$734,208","$576,692"
59410,OTHER,,902,"$765,332","$599,346"
,TOTAL,,902,"$765,332","$599,346"
59412,OTHER,,33,"$3,075","$2,318"
,TOTAL,,33,"$3,075","$2,318"
59414,OTHER,,17,"$1,816","$1,373"
,TOTAL,,17,"$1,816","$1,373"
59425,OTHER,,"1,756","$222,841","$171,796"
,TOTAL,,"1,756","$222,841","$171,796"
59426,OTHER,,"1,710","$390,782","$304,415"
,TOTAL,,"1,710","$390,782","$304,415"
59430,OTHER,,743,"$80,957","$59,716"
,TOTAL,,743,"$80,957","$59,716"
59510,OTHER,,"1,671","$2,837,193","$2,194,552"
,TOTAL,,"1,671","$2,837,193","$2,194,552"
59514,80'S,,646,"$92,357","$71,555"
,OTHER,,681,"$542,872","$428,902"
,TOTAL,,"1,327","$635,229","$500,457"
59515,OTHER,,540,"$545,158","$431,717"
,TOTAL,,540,"$545,158","$431,717"
59525,80'S,,2,$145,$116
,OTHER,,5,"$2,317","$1,854"
,TOTAL,,7,"$2,462","$1,969"
59610,OTHER,,59,"$92,798","$72,797"
,TOTAL,,59,"$92,798","$72,797"
59612,OTHER,,25,"$20,030","$15,794"
,TOTAL,,25,"$20,030","$15,794"
59614,OTHER,,19,"$17,492","$13,994"
,TOTAL,,19,"$17,492","$13,994"
59618,80'S,,1,$294,$235
,OTHER,,23,"$41,881","$32,405"
,TOTAL,,24,"$42,175","$32,640"
59620,80'S,,5,$832,$586
,OTHER,,12,"$12,735","$10,188"
,TOTAL,,17,"$13,567","$10,774"
59622,80'S,,1,$199,$159
,OTHER,,10,"$5,871","$4,697"
,TOTAL,,11,"$6,069","$4,856"
59812,OTHER,,461,"$93,203","$72,624"
,TOTAL,,461,"$93,203","$72,624"
59820,OTHER,,446,"$117,491","$90,511"
,TOTAL,,446,"$117,491","$90,511"
59821,OTHER,,28,"$7,850","$6,068"
,TOTAL,,28,"$7,850","$6,068"
59830,OTHER,,4,"$1,508","$1,126"
,TOTAL,,4,"$1,508","$1,126"
59840,OTHER,,39,"$8,709","$6,390"
,TOTAL,,39,"$8,709","$6,390"
59841,OTHER,,23,"$9,005","$6,931"
,TOTAL,,23,"$9,005","$6,931"
59851,OTHER,,2,$748,$598
,TOTAL,,2,$748,$598
59855,OTHER,,5,"$1,786","$1,429"
,TOTAL,,5,"$1,786","$1,429"
59870,OTHER,,5,"$2,010","$1,608"
,TOTAL,,5,"$2,010","$1,608"
59871,OTHER,,19,"$1,941","$1,553"
,TOTAL,,19,"$1,941","$1,553"
59899,OTHER,,4,"$2,491","$1,993"
,TOTAL,,4,"$2,491","$1,993"
