,,,Medicare Part B Physician/Supplier BESS Data,,
,,,For Calendar Year 2002,,
,,,Code Ranges A9270 - A9901,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
A9270,TOTAL,ADMINISTRATION,751,"$11,140","$8,912"
A9500,TOTAL,,1582730,"$138,847,233","$109,943,983"
A9502,TOTAL,,795490,"$78,663,679","$62,385,771"
A9503,TOTAL,,126090,"$2,229,115","$1,765,265"
A9504,TOTAL,,164,"$36,972","$29,004"
A9505,TOTAL,,1450432,"$46,525,044","$36,873,830"
A9507,TOTAL,,610,"$1,039,575","$823,044"
A9508,TOTAL,,588,"$22,648","$18,031"
A9510,TOTAL,,1146,"$54,443","$42,811"
A9511,TOTAL,,120,"$33,460","$26,214"
A9600,TOTAL,,487,"$264,973","$211,780"
A9605,TOTAL,,228,"$343,114","$274,491"
A9700,TOTAL,,6639,"$774,929","$614,747"
A9900,TOTAL,,12,$318,$254
A9901,TOTAL,,1,$26,$21
,,,,,
