,,,Medicare Part B Physician/Supplier BESS Data,,
,,,For Calendar Year 2006,,
,,,Code Ranges Q0035 - Q9999,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
_____,________,___________,________________,_______________,_______
Q0035,TOTAL,NATIONAL TEMP CODES,66,$856.13 ,$685.09 
Q0091,TOTAL,,"1,108,716","$41,036,022.55 ","$32,694,649.37 "
Q0092,TOTAL,,"1,752,066","$21,883,297.02 ","$16,923,406.85 "
Q0111,TOTAL,,"79,129","$464,462.29 ","$461,561.69 "
Q0112,TOTAL,,"44,058","$254,567.21 ","$253,227.26 "
Q0113,TOTAL,,5,$34.68 ,$30.94 
Q0114,TOTAL,,39,$387.51 ,$387.51 
Q0115,TOTAL,,230,"$3,172.97 ","$3,104.94 "
Q0163,TOTAL,,"1,078",$40.32 ,$30.15 
Q0164,TOTAL,,965,$32.46 ,$25.96 
Q0165,TOTAL,,"35,268","$1,948.87 ","$1,548.43 "
Q0166,TOTAL,,"32,060","$1,234,153.30 ","$982,775.22 "
Q0167,TOTAL,,"7,313","$36,698.00 ","$29,250.78 "
Q0168,TOTAL,,"4,124","$39,592.94 ","$31,165.16 "
Q0169,TOTAL,,50,$15.29 ,$12.23 
Q0170,TOTAL,,"2,702",$504.52 ,$386.22 
Q0172,TOTAL,,1,$0.05 ,$0.04 
Q0173,TOTAL,,310,$173.17 ,$132.89 
Q0177,TOTAL,,138,$10.38 ,$8.58 
Q0178,TOTAL,,4,$0.29 ,$0.24 
Q0179,TOTAL,,"160,432","$4,471,164.69 ","$3,560,070.00 "
Q0180,TOTAL,,"27,071","$277,374.94 ","$221,086.11 "
Q0181,TOTAL,,279,"$7,118.51 ","$5,694.83 "
Q0510,TOTAL,,"12,978","$646,544.81 ","$501,658.82 "
Q0511,TOTAL,,"505,541","$12,074,285.24 ","$9,397,610.85 "
Q0512,TOTAL,,"627,038","$9,933,034.15 ","$7,741,179.83 "
Q0513,TOTAL,,"4,808,756","$158,485,156.79 ","$123,487,145.50 "
Q0514,TOTAL,,"94,275","$6,206,870.10 ","$4,928,989.83 "
Q0515,TOTAL,,"1,502","$2,566.63 ","$1,843.72 "
Q1003,TOTAL,,"267,796","$13,285,180.85 ","$10,599,681.33 "
Q2004,TOTAL,,1,$24.70 ,$19.76 
Q2009,TOTAL,,34,$179.72 ,$143.78 
Q2017,TOTAL,,42,"$11,108.81 ","$8,846.88 "
Q3001,TOTAL,,"180,104","$12,131,147.39 ","$9,672,836.07 "
Q3014,TOTAL,,"16,541","$346,191.50 ","$266,890.93 "
Q3025,TOTAL,,"187,224","$17,634,185.00 ","$13,908,049.76 "
Q4001,TOTAL,,251,"$7,414.13 ","$5,659.18 "
Q4002,TOTAL,,27,"$1,330.42 ","$1,032.34 "
Q4003,TOTAL,,3,$76.24 ,$60.99 
Q4004,TOTAL,,67,"$4,098.06 ","$3,157.41 "
Q4005,TOTAL,,751,"$7,606.82 ","$5,928.08 "
Q4006,TOTAL,,"11,757","$266,551.77 ","$208,014.76 "
Q4007,TOTAL,,4,$20.80 ,$16.64 
Q4008,TOTAL,,47,$543.72 ,$435.00 
Q4009,TOTAL,,"2,776","$18,291.38 ","$14,395.28 "
Q4010,TOTAL,,"69,197","$1,054,409.70 ","$822,154.32 "
Q4011,TOTAL,,12,$41.13 ,$27.39 
Q4012,TOTAL,,101,$784.11 ,$617.83 
Q4013,TOTAL,,297,"$3,438.43 ","$2,694.29 "
Q4014,TOTAL,,"4,250","$87,555.70 ","$67,725.50 "
Q4015,TOTAL,,3,$18.62 ,$5.05 
Q4016,TOTAL,,10,$95.85 ,$76.68 
Q4017,TOTAL,,"1,619","$11,606.95 ","$9,074.98 "
Q4018,TOTAL,,"5,712","$65,121.87 ","$50,893.49 "
Q4019,TOTAL,,1,$3.65 ,$2.92 
Q4020,TOTAL,,23,$133.94 ,$102.41 
Q4021,TOTAL,,"3,950","$21,123.88 ","$16,351.66 "
Q4022,TOTAL,,"14,193","$135,536.48 ","$105,328.32 "
Q4023,TOTAL,,9,$24.39 ,$17.36 
Q4024,TOTAL,,24,$116.61 ,$85.80 
Q4025,TOTAL,,12,$349.90 ,$279.92 
Q4026,TOTAL,,21,"$1,840.81 ","$1,430.66 "
Q4028,TOTAL,,1,$47.29 ,$37.83 
Q4029,TOTAL,,159,"$3,535.89 ","$2,718.83 "
Q4030,TOTAL,,"2,993","$166,792.40 ","$130,518.55 "
Q4031,TOTAL,,3,$34.77 ,$21.84 
Q4032,TOTAL,,15,$365.76 ,$292.56 
Q4033,TOTAL,,48,$929.97 ,$723.74 
Q4034,TOTAL,,827,"$42,568.68 ","$33,517.61 "
Q4035,TOTAL,,13,$138.07 ,$110.47 
Q4036,TOTAL,,10,$263.87 ,$211.06 
Q4037,TOTAL,,"3,498","$44,565.06 ","$34,846.04 "
Q4038,TOTAL,,"63,482","$1,983,571.25 ","$1,541,990.59 "
Q4039,TOTAL,,23,$151.80 ,$121.44 
Q4040,TOTAL,,120,"$1,920.44 ","$1,467.08 "
Q4041,TOTAL,,155,"$2,317.39 ","$1,779.45 "
Q4042,TOTAL,,581,"$14,991.24 ","$11,664.18 "
Q4043,TOTAL,,1,$8.01 ,$6.41 
Q4044,TOTAL,,5,$68.40 ,$54.70 
Q4045,TOTAL,,"2,008","$18,045.98 ","$13,861.92 "
Q4046,TOTAL,,"4,489","$65,473.81 ","$50,504.35 "
Q4047,TOTAL,,2,$9.30 ,$7.44 
Q4048,TOTAL,,16,$119.84 ,$95.84 
Q4049,TOTAL,,"5,761","$9,636.23 ","$7,300.53 "
Q4050,TOTAL,,"1,063","$17,400.62 ","$13,748.39 "
Q4051,TOTAL,,"4,149","$90,897.42 ","$71,179.03 "
Q4079,TOTAL,,"420,207","$3,271,796.77 ","$2,576,985.69 "
Q4080,TOTAL,,"754,035","$23,813,812.74 ","$18,985,583.91 "
Q9945,TOTAL,,"5,521,348","$1,666,263.70 ","$1,314,812.74 "
Q9946,TOTAL,,"1,464,103","$2,166,808.42 ","$1,710,986.92 "
Q9947,TOTAL,,"2,391,732","$2,752,896.12 ","$2,180,765.86 "
Q9948,TOTAL,,"831,901","$241,917.67 ","$191,413.40 "
Q9949,TOTAL,,"63,583,805","$21,853,583.46 ","$17,203,861.50 "
Q9950,TOTAL,,"23,931,818","$5,213,700.04 ","$4,114,343.79 "
Q9951,TOTAL,,"25,250","$60,668.69 ","$48,476.59 "
Q9952,TOTAL,,"3,068,167","$8,615,262.87 ","$6,806,995.11 "
Q9953,TOTAL,,"2,857","$70,152.10 ","$55,703.18 "
Q9954,TOTAL,,"3,393","$51,849.82 ","$41,226.93 "
Q9955,TOTAL,,7,$652.09 ,$521.67 
Q9956,TOTAL,,631,"$27,593.39 ","$21,955.40 "
Q9957,TOTAL,,"61,910","$3,572,730.82 ","$2,818,338.86 "
Q9961,TOTAL,,100,$100.00 ,$80.00 
Q9962,TOTAL,,100,$100.00 ,$80.00 
