Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2004,,,,,
Code Ranges 59000 - 59899,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
59000,OTHER,MATERNITY,774,"$82,571.75 ","$63,237.13 "
,TOTAL,,774,"$82,571.75 ","$63,237.13 "
59001,OTHER,,17,"$2,916.85 ","$2,333.50 "
,TOTAL,,17,"$2,916.85 ","$2,333.50 "
59012,OTHER,,8,"$1,452.05 ","$1,056.69 "
,TOTAL,,8,"$1,452.05 ","$1,056.69 "
59015,OTHER,,28,"$4,267.17 ","$3,358.59 "
,TOTAL,,28,"$4,267.17 ","$3,358.59 "
59020,OTHER,,79,"$3,523.72 ","$2,785.95 "
,TOTAL,,79,"$3,523.72 ","$2,785.95 "
59025,OTHER,,"12,088","$417,121.75 ","$315,944.31 "
,TOTAL,,"12,088","$417,121.75 ","$315,944.31 "
59030,OTHER,,1,$126.84 ,$101.47 
,TOTAL,,1,$126.84 ,$101.47 
59050,OTHER,,110,"$6,873.12 ","$5,485.35 "
,TOTAL,,110,"$6,873.12 ","$5,485.35 "
59051,OTHER,,80,"$3,399.39 ","$2,636.97 "
,TOTAL,,80,"$3,399.39 ","$2,636.97 "
59070,OTHER,,7,$488.57 ,$390.86 
,TOTAL,,7,$488.57 ,$390.86 
59100,OTHER,,20,"$9,127.07 ","$7,301.66 "
,TOTAL,,20,"$9,127.07 ","$7,301.66 "
59120,80'S,,10,"$1,203.01 ",$962.40 
,OTHER,,72,"$48,142.80 ","$38,075.26 "
,TOTAL,,82,"$49,345.81 ","$39,037.66 "
59121,80'S,,1,$126.20 ,$100.96 
,OTHER,,5,"$3,450.76 ","$2,760.61 "
,TOTAL,,6,"$3,576.96 ","$2,861.57 "
59130,OTHER,,3,"$2,563.77 ","$2,051.02 "
,TOTAL,,3,"$2,563.77 ","$2,051.02 "
59136,80'S,,1,$133.89 ,$107.11 
,OTHER,,2,"$1,318.00 ","$1,054.40 "
,TOTAL,,3,"$1,451.89 ","$1,161.51 "
59140,OTHER,,1,$183.79 ,$147.03 
,TOTAL,,1,$183.79 ,$147.03 
59150,80'S,,8,$933.13 ,$746.50 
,OTHER,,23,"$16,061.40 ","$12,309.09 "
,TOTAL,,31,"$16,994.53 ","$13,055.59 "
59151,80'S,,11,"$1,169.77 ",$935.82 
,OTHER,,75,"$50,489.91 ","$38,973.53 "
,TOTAL,,86,"$51,659.68 ","$39,909.35 "
59160,SG,,2,"$1,062.66 ",$850.12 
,OTHER,,71,"$12,354.40 ","$9,682.27 "
,TOTAL,,73,"$13,417.06 ","$10,532.39 "
59200,OTHER,,363,"$24,102.30 ","$17,949.17 "
,TOTAL,,363,"$24,102.30 ","$17,949.17 "
59300,80'S,,1,$9.94 ,$7.95 
,OTHER,,46,"$4,073.70 ","$2,993.80 "
,TOTAL,,47,"$4,083.64 ","$3,001.75 "
59320,SG,,2,$650.04 ,$520.04 
,80'S,,1,$13.81 ,$11.05 
,OTHER,,99,"$15,287.31 ","$12,028.92 "
,TOTAL,,102,"$15,951.16 ","$12,560.01 "
59325,OTHER,,3,$729.40 ,$575.77 
,TOTAL,,3,$729.40 ,$575.77 
59350,80'S,,1,$45.34 ,$36.27 
,OTHER,,6,"$1,439.32 ","$1,083.62 "
,TOTAL,,7,"$1,484.66 ","$1,119.89 "
59400,OTHER,,"3,288","$5,131,231.68 ","$3,986,203.57 "
,TOTAL,,"3,288","$5,131,231.68 ","$3,986,203.57 "
59409,OTHER,,"1,137","$906,377.89 ","$713,325.45 "
,TOTAL,,"1,137","$906,377.89 ","$713,325.45 "
59410,OTHER,,"1,017","$890,346.52 ","$700,748.76 "
,TOTAL,,"1,017","$890,346.52 ","$700,748.76 "
59412,OTHER,,39,"$4,059.91 ","$3,107.30 "
,TOTAL,,39,"$4,059.91 ","$3,107.30 "
59414,OTHER,,27,"$2,370.27 ","$1,781.73 "
,TOTAL,,27,"$2,370.27 ","$1,781.73 "
59425,OTHER,,"1,480","$220,643.17 ","$171,071.76 "
,TOTAL,,"1,480","$220,643.17 ","$171,071.76 "
59426,OTHER,,"1,518","$401,586.09 ","$310,515.18 "
,TOTAL,,"1,518","$401,586.09 ","$310,515.18 "
59430,OTHER,,917,"$106,964.92 ","$80,277.61 "
,TOTAL,,917,"$106,964.92 ","$80,277.61 "
59510,80'S,,2,$592.26 ,$473.81 
,OTHER,,"2,231","$4,009,460.09 ","$3,069,620.10 "
,TOTAL,,"2,233","$4,010,052.35 ","$3,070,093.91 "
59514,80'S,,928,"$138,318.69 ","$106,843.87 "
,OTHER,,867,"$782,393.61 ","$620,642.94 "
,TOTAL,,"1,795","$920,712.30 ","$727,486.81 "
59515,OTHER,,847,"$893,565.19 ","$706,038.95 "
,TOTAL,,847,"$893,565.19 ","$706,038.95 "
59525,80'S,,2,$169.14 ,$135.32 
,OTHER,,6,"$2,980.85 ","$2,384.67 "
,TOTAL,,8,"$3,149.99 ","$2,519.99 "
59610,OTHER,,58,"$96,344.15 ","$76,651.87 "
,TOTAL,,58,"$96,344.15 ","$76,651.87 "
59612,OTHER,,32,"$28,147.59 ","$22,208.06 "
,TOTAL,,32,"$28,147.59 ","$22,208.06 "
59614,OTHER,,20,"$19,725.79 ","$15,776.28 "
,TOTAL,,20,"$19,725.79 ","$15,776.28 "
59618,OTHER,,23,"$44,618.54 ","$34,465.92 "
,TOTAL,,23,"$44,618.54 ","$34,465.92 "
59620,80'S,,5,$904.25 ,$643.40 
,OTHER,,11,"$11,321.46 ","$9,057.18 "
,TOTAL,,16,"$12,225.71 ","$9,700.58 "
59622,80'S,,1,$182.87 ,$146.30 
,OTHER,,4,"$4,265.89 ","$3,412.71 "
,TOTAL,,5,"$4,448.76 ","$3,559.01 "
59812,SG,,10,"$6,700.33 ","$5,280.27 "
,OTHER,,381,"$98,600.45 ","$77,605.13 "
,TOTAL,,391,"$105,300.78 ","$82,885.40 "
59820,SG,,40,"$28,986.79 ","$21,385.16 "
,OTHER,,605,"$183,136.39 ","$141,782.18 "
,TOTAL,,645,"$212,123.18 ","$163,167.34 "
59821,OTHER,,39,"$12,358.06 ","$9,882.51 "
,TOTAL,,39,"$12,358.06 ","$9,882.51 "
59830,OTHER,,6,"$2,437.31 ","$1,869.85 "
,TOTAL,,6,"$2,437.31 ","$1,869.85 "
59840,SG,,7,"$5,338.85 ","$4,271.08 "
,OTHER,,31,"$6,740.69 ","$5,322.58 "
,TOTAL,,38,"$12,079.54 ","$9,593.66 "
59841,SG,,1,$702.80 ,$562.24 
,OTHER,,22,"$7,487.36 ","$5,886.36 "
,TOTAL,,23,"$8,190.16 ","$6,448.60 "
59850,OTHER,,1,$417.33 ,$333.86 
,TOTAL,,1,$417.33 ,$333.86 
59851,OTHER,,2,$801.44 ,$641.15 
,TOTAL,,2,$801.44 ,$641.15 
59855,OTHER,,6,"$2,279.17 ","$1,823.33 "
,TOTAL,,6,"$2,279.17 ","$1,823.33 "
59856,OTHER,,2,"$1,007.79 ",$806.23 
,TOTAL,,2,"$1,007.79 ",$806.23 
59870,OTHER,,7,"$2,463.09 ","$1,970.48 "
,TOTAL,,7,"$2,463.09 ","$1,970.48 "
59871,OTHER,,21,"$2,679.13 ","$1,972.02 "
,TOTAL,,21,"$2,679.13 ","$1,972.02 "
59899,OTHER,,4,"$1,460.75 ","$1,168.60 "
,TOTAL,,4,"$1,460.75 ","$1,168.60 "
,,,,,
