Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2004,,,,,
Code Ranges 99201 - 99397,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
99201,TOTAL,E & M,"465,639","$15,780,850.10 ","$10,627,322.46 "
99202,TOTAL,,"2,742,437","$170,240,268.96 ","$115,037,803.23 "
99203,TOTAL,,"5,008,154","$465,545,053.20 ","$319,993,154.63 "
99204,TOTAL,,"3,201,157","$424,264,750.50 ","$303,680,225.24 "
99205,TOTAL,,"1,097,556","$185,812,420.77 ","$136,543,323.83 "
99211,TOTAL,,"10,445,873","$213,892,367.04 ","$154,398,424.12 "
99212,TOTAL,,"26,139,582","$944,693,335.87 ","$669,144,417.59 "
99213,TOTAL,,"111,259,974","$5,687,214,671.00 ","$3,957,255,957.86 "
99214,TOTAL,,"55,174,693","$4,430,874,609.28 ","$3,143,050,052.33 "
99215,TOTAL,,"6,954,578","$815,772,801.13 ","$583,567,706.34 "
99217,TOTAL,,"388,428","$26,420,829.83 ","$20,767,071.74 "
99218,TOTAL,,"92,584","$5,958,336.52 ","$4,608,658.96 "
99219,TOTAL,,"250,622","$26,992,990.79 ","$20,894,075.45 "
99220,TOTAL,,"267,794","$40,744,199.07 ","$31,810,691.93 "
99221,TOTAL,,"518,734","$34,219,275.48 ","$26,626,879.37 "
99222,TOTAL,,"3,485,851","$384,145,249.27 ","$299,668,481.64 "
99223,TOTAL,,"5,721,269","$883,039,309.04 ","$693,252,368.12 "
99231,TOTAL,,"20,533,590","$679,269,321.20 ","$538,328,796.20 "
99232,TOTAL,,"50,336,267","$2,776,100,699.21 ","$2,204,008,110.61 "
99233,TOTAL,,"17,225,439","$1,359,926,678.07 ","$1,080,182,273.24 "
99234,TOTAL,,"68,809","$9,282,295.99 ","$7,270,675.28 "
99235,TOTAL,,"114,673","$20,343,282.84 ","$15,911,206.31 "
99236,TOTAL,,"87,119","$19,366,669.39 ","$15,185,554.33 "
99238,TOTAL,,"6,416,033","$443,795,197.03 ","$351,617,398.72 "
99239,TOTAL,,"2,278,947","$215,967,457.41 ","$171,443,639.92 "
99241,TOTAL,,"456,983","$21,305,878.07 ","$15,527,150.50 "
99242,TOTAL,,"1,767,922","$154,848,571.48 ","$114,084,386.69 "
99243,TOTAL,,"4,897,318","$575,633,800.58 ","$430,308,951.77 "
99244,TOTAL,,"5,512,639","$925,494,251.22 ","$705,952,004.34 "
99245,TOTAL,,"2,122,668","$461,906,441.56 ","$356,714,725.58 "
99251,TOTAL,,"366,368","$13,052,388.21 ","$10,199,203.47 "
99252,TOTAL,,"1,157,332","$82,926,970.77 ","$64,958,263.36 "
99253,TOTAL,,"3,391,435","$331,854,720.25 ","$260,279,231.11 "
99254,TOTAL,,"5,627,404","$798,693,626.10 ","$628,993,034.01 "
99255,TOTAL,,"2,817,679","$552,032,464.74 ","$435,971,785.59 "
99261,TOTAL,,"592,207","$13,242,730.80 ","$10,483,969.85 "
99262,TOTAL,,"1,537,464","$69,808,500.35 ","$55,438,750.78 "
99263,TOTAL,,"774,038","$52,021,081.17 ","$41,224,313.69 "
