CPT only copyright 2011 American Medical Association. All rights reserved.,,,,,
,,,,,
"2011 Part B National Summary Data File
Code Range: 22) Prosthetic Procedures (L5000 - L9999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-839,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
PROSTHETIC PROCEDURES,L5000,TOTAL,16209,8096160.92,6399872.25
PROSTHETIC PROCEDURES,L5000,,16209,8096160.92,6399872.25
PROSTHETIC PROCEDURES,L5010,TOTAL,300,378132.03,294907.71
PROSTHETIC PROCEDURES,L5010,,300,378132.03,294907.71
PROSTHETIC PROCEDURES,L5020,TOTAL,722,1475208.2,1165121
PROSTHETIC PROCEDURES,L5020,,722,1475208.2,1165121
PROSTHETIC PROCEDURES,L5050,TOTAL,460,1063798.31,834410.57
PROSTHETIC PROCEDURES,L5050,,460,1063798.31,834410.57
PROSTHETIC PROCEDURES,L5060,TOTAL,N/A,6099.31,4879.45
PROSTHETIC PROCEDURES,L5060,,N/A,6099.31,4879.45
PROSTHETIC PROCEDURES,L5100,TOTAL,385,895370.59,711308.92
PROSTHETIC PROCEDURES,L5100,,385,895370.59,711308.92
PROSTHETIC PROCEDURES,L5105,TOTAL,72,251749.56,200418.02
PROSTHETIC PROCEDURES,L5105,,72,251749.56,200418.02
PROSTHETIC PROCEDURES,L5150,TOTAL,76,22801.78,16049.62
PROSTHETIC PROCEDURES,L5150,,76,22801.78,16049.62
PROSTHETIC PROCEDURES,L5160,TOTAL,N/A,23603.33,15742.05
PROSTHETIC PROCEDURES,L5160,,N/A,23603.33,15742.05
PROSTHETIC PROCEDURES,L5200,TOTAL,254,830091.14,655363.06
PROSTHETIC PROCEDURES,L5200,,254,830091.14,655363.06
PROSTHETIC PROCEDURES,L5210,TOTAL,104,251081.88,200707.42
PROSTHETIC PROCEDURES,L5210,,104,251081.88,200707.42
PROSTHETIC PROCEDURES,L5220,TOTAL,99,281209.94,221246.85
PROSTHETIC PROCEDURES,L5220,,99,281209.94,221246.85
PROSTHETIC PROCEDURES,L5230,TOTAL,20,82348.36,65871.99
PROSTHETIC PROCEDURES,L5230,,20,82348.36,65871.99
PROSTHETIC PROCEDURES,L5250,TOTAL,N/A,58347.2,46418.56
PROSTHETIC PROCEDURES,L5250,,N/A,58347.2,46418.56
PROSTHETIC PROCEDURES,L5270,TOTAL,N/A,9434.38,7547.5
PROSTHETIC PROCEDURES,L5270,,N/A,9434.38,7547.5
PROSTHETIC PROCEDURES,L5280,TOTAL,N/A,9176.08,7211.26
PROSTHETIC PROCEDURES,L5280,,N/A,9176.08,7211.26
PROSTHETIC PROCEDURES,L5301,TOTAL,21800,52542186.45,41387981.7
PROSTHETIC PROCEDURES,L5301,,21800,52542186.45,41387981.7
PROSTHETIC PROCEDURES,L5311,TOTAL,118,410516.22,319604.91
PROSTHETIC PROCEDURES,L5311,,118,410516.22,319604.91
PROSTHETIC PROCEDURES,L5321,TOTAL,6948,23607432.89,18633066.36
PROSTHETIC PROCEDURES,L5321,,6948,23607432.89,18633066.36
PROSTHETIC PROCEDURES,L5331,TOTAL,94,450154.52,345127.6
PROSTHETIC PROCEDURES,L5331,,94,450154.52,345127.6
PROSTHETIC PROCEDURES,L5341,TOTAL,17,86085.49,68789.55
PROSTHETIC PROCEDURES,L5341,,17,86085.49,68789.55
PROSTHETIC PROCEDURES,L5400,TOTAL,151,129103.14,103023.15
PROSTHETIC PROCEDURES,L5400,,151,129103.14,103023.15
PROSTHETIC PROCEDURES,L5410,TOTAL,41,17185.45,13618.68
PROSTHETIC PROCEDURES,L5410,,41,17185.45,13618.68
PROSTHETIC PROCEDURES,L5420,TOTAL,N/A,3149.55,2519.64
PROSTHETIC PROCEDURES,L5420,,N/A,3149.55,2519.64
PROSTHETIC PROCEDURES,L5430,TOTAL,N/A,1495.71,1196.57
PROSTHETIC PROCEDURES,L5430,,N/A,1495.71,1196.57
PROSTHETIC PROCEDURES,L5450,TOTAL,455,184182.42,144266.64
PROSTHETIC PROCEDURES,L5450,,455,184182.42,144266.64
PROSTHETIC PROCEDURES,L5460,TOTAL,29,15224.2,12179.39
PROSTHETIC PROCEDURES,L5460,,29,15224.2,12179.39
PROSTHETIC PROCEDURES,L5500,TOTAL,118,41261.13,31840.17
PROSTHETIC PROCEDURES,L5500,,118,41261.13,31840.17
PROSTHETIC PROCEDURES,L5505,TOTAL,N/A,6928.09,5542.48
PROSTHETIC PROCEDURES,L5505,,N/A,6928.09,5542.48
PROSTHETIC PROCEDURES,L5510,TOTAL,12,17986.26,12973.17
PROSTHETIC PROCEDURES,L5510,,12,17986.26,12973.17
PROSTHETIC PROCEDURES,L5520,TOTAL,20,30195.32,23054.19
PROSTHETIC PROCEDURES,L5520,,20,30195.32,23054.19
PROSTHETIC PROCEDURES,L5530,TOTAL,1172,2075534.75,1637271.44
PROSTHETIC PROCEDURES,L5530,,1172,2075534.75,1637271.44
PROSTHETIC PROCEDURES,L5535,TOTAL,34,56909.82,45527.82
PROSTHETIC PROCEDURES,L5535,,34,56909.82,45527.82
PROSTHETIC PROCEDURES,L5540,TOTAL,2668,4982744,3932921.25
PROSTHETIC PROCEDURES,L5540,,2668,4982744,3932921.25
PROSTHETIC PROCEDURES,L5560,TOTAL,N/A,20434.26,16347.42
PROSTHETIC PROCEDURES,L5560,,N/A,20434.26,16347.42
PROSTHETIC PROCEDURES,L5570,TOTAL,14,28799.67,22986.36
PROSTHETIC PROCEDURES,L5570,,14,28799.67,22986.36
PROSTHETIC PROCEDURES,L5580,TOTAL,409,988014.06,782494.29
PROSTHETIC PROCEDURES,L5580,,409,988014.06,782494.29
PROSTHETIC PROCEDURES,L5585,TOTAL,70,185462.62,148106.22
PROSTHETIC PROCEDURES,L5585,,70,185462.62,148106.22
PROSTHETIC PROCEDURES,L5590,TOTAL,1182,2929209.13,2332960.59
PROSTHETIC PROCEDURES,L5590,,1182,2929209.13,2332960.59
PROSTHETIC PROCEDURES,L5600,TOTAL,N/A,21939.47,17551.58
PROSTHETIC PROCEDURES,L5600,,N/A,21939.47,17551.58
PROSTHETIC PROCEDURES,L5610,TOTAL,N/A,15451.53,12361.22
PROSTHETIC PROCEDURES,L5610,,N/A,15451.53,12361.22
PROSTHETIC PROCEDURES,L5611,TOTAL,918,1395420.89,1111388.94
PROSTHETIC PROCEDURES,L5611,,918,1395420.89,1111388.94
PROSTHETIC PROCEDURES,L5613,TOTAL,118,275022.86,217310.27
PROSTHETIC PROCEDURES,L5613,,118,275022.86,217310.27
PROSTHETIC PROCEDURES,L5614,TOTAL,18,27561.01,22048.81
PROSTHETIC PROCEDURES,L5614,,18,27561.01,22048.81
PROSTHETIC PROCEDURES,L5616,TOTAL,102,135778,107848.62
PROSTHETIC PROCEDURES,L5616,,102,135778,107848.62
