CPT only copyright 2011 American Medical Association. All rights reserved.,,,,,
,,,,,
"2011 Part B National Summary Data File
Code Range: 05) Medicine (90000 - 99199, 99500 - 99999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-1929,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
MEDICINE,90281,TOTAL,47,47,33.6
MEDICINE,90281,,47,47,33.6
MEDICINE,90283,TOTAL,32,32,25.6
MEDICINE,90283,,32,32,25.6
MEDICINE,90284,TOTAL,N/A,0,0
MEDICINE,90284,,N/A,0,0
MEDICINE,90287,TOTAL,N/A,0,0
MEDICINE,90287,,N/A,0,0
MEDICINE,90288,TOTAL,N/A,0,0
MEDICINE,90288,,N/A,0,0
MEDICINE,90291,TOTAL,N/A,0,0
MEDICINE,90291,,N/A,0,0
MEDICINE,90296,TOTAL,N/A,0,0
MEDICINE,90296,,N/A,0,0
MEDICINE,90371,TOTAL,117,12576.03,9617.13
MEDICINE,90371,,117,12576.03,9617.13
MEDICINE,90375,TOTAL,408.5,68571.61,54428.98
MEDICINE,90375,,408.5,68571.61,54428.98
MEDICINE,90376,TOTAL,505,85413.81,66262.04
MEDICINE,90376,,505,85413.81,66262.04
MEDICINE,90378,TOTAL,N/A,0,0
MEDICINE,90378,,N/A,0,0
MEDICINE,90379,TOTAL,N/A,0,0
MEDICINE,90379,,N/A,0,0
MEDICINE,90384,TOTAL,N/A,10,5.6
MEDICINE,90384,,N/A,10,5.6
MEDICINE,90385,TOTAL,11,272.82,218.26
MEDICINE,90385,,11,272.82,218.26
MEDICINE,90389,TOTAL,N/A,0,0
MEDICINE,90389,,N/A,0,0
MEDICINE,90393,TOTAL,N/A,0,0
MEDICINE,90393,,N/A,0,0
MEDICINE,90396,TOTAL,43,4423.18,3461.47
MEDICINE,90396,,43,4423.18,3461.47
MEDICINE,90399,TOTAL,N/A,1,0
MEDICINE,90399,,N/A,1,0
MEDICINE,90460,TOTAL,886,18021.08,12737.01
MEDICINE,90460,,886,18021.08,12737.01
MEDICINE,90461,TOTAL,74,833.41,525.26
MEDICINE,90461,,74,833.41,525.26
MEDICINE,90465,TOTAL,N/A,0,0
MEDICINE,90465,,N/A,0,0
MEDICINE,90467,TOTAL,N/A,0,0
MEDICINE,90467,,N/A,0,0
MEDICINE,90468,TOTAL,N/A,0,0
MEDICINE,90468,,N/A,0,0
MEDICINE,90470,TOTAL,N/A,0,0
MEDICINE,90470,,N/A,0,0
MEDICINE,90471,TOTAL,620380.8,14239705.14,10038505.2
MEDICINE,90471,,620380.8,14239705.14,10038505.2
MEDICINE,90472,TOTAL,25219,298863.82,209775.2
MEDICINE,90472,,25219,298863.82,209775.2
MEDICINE,90473,TOTAL,22,403.11,251
MEDICINE,90473,,22,403.11,251
MEDICINE,90474,TOTAL,N/A,69.71,55.77
MEDICINE,90474,,N/A,69.71,55.77
MEDICINE,90476,TOTAL,N/A,0,0
MEDICINE,90476,,N/A,0,0
MEDICINE,90477,TOTAL,N/A,0,0
MEDICINE,90477,,N/A,0,0
MEDICINE,90581,TOTAL,N/A,0,0
MEDICINE,90581,,N/A,0,0
MEDICINE,90585,TOTAL,N/A,113.95,91.16
MEDICINE,90585,,N/A,113.95,91.16
MEDICINE,90586,TOTAL,412,47740.65,36345.68
MEDICINE,90586,,412,47740.65,36345.68
MEDICINE,90632,TOTAL,242,11987.25,8003.77
MEDICINE,90632,,242,11987.25,8003.77
MEDICINE,90633,TOTAL,N/A,21.9,17.52
MEDICINE,90633,,N/A,21.9,17.52
MEDICINE,90634,TOTAL,N/A,0,0
MEDICINE,90634,,N/A,0,0
MEDICINE,90636,TOTAL,N/A,144.17,115.34
MEDICINE,90636,,N/A,144.17,115.34
MEDICINE,90644,TOTAL,N/A,0,0
MEDICINE,90644,,N/A,0,0
MEDICINE,90645,TOTAL,N/A,0,0
MEDICINE,90645,,N/A,0,0
MEDICINE,90646,TOTAL,N/A,0,0
MEDICINE,90646,,N/A,0,0
MEDICINE,90647,TOTAL,N/A,0,0
MEDICINE,90647,,N/A,0,0
MEDICINE,90648,TOTAL,N/A,0,0
MEDICINE,90648,,N/A,0,0
MEDICINE,90649,TOTAL,N/A,0,0
MEDICINE,90649,,N/A,0,0
MEDICINE,90650,TOTAL,N/A,809.04,647.24
MEDICINE,90650,,N/A,809.04,647.24
MEDICINE,90654,TOTAL,9324,158895.22,158192.76
MEDICINE,90654,,9324,158895.22,158192.76
MEDICINE,90655,TOTAL,401,6135.6,6135.6
MEDICINE,90655,,401,6135.6,6135.6
MEDICINE,90656,TOTAL,1609526.4,19771412.9,19702804.62
MEDICINE,90656,,1609526.4,19771412.9,19702804.62
MEDICINE,90657,TOTAL,905,5903.01,5877.46
MEDICINE,90657,,905,5903.01,5877.46
MEDICINE,90658,TOTAL,12,34.56,34.56
MEDICINE,90658,,12,34.56,34.56
MEDICINE,90660,TOTAL,9181,194419.44,193976.5
MEDICINE,90660,,9181,194419.44,193976.5
