CPT only copyright 2011 American Medical Association. All rights reserved.,,,,,
,,,,,
"2011 Part B National Summary Data File
Code Range: 17) Not applicable (H0000 - H9999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-119,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
NOT APPLICABLE,H0001,TOTAL,N/A,0,0
NOT APPLICABLE,H0001,,N/A,0,0
NOT APPLICABLE,H0002,TOTAL,N/A,0,0
NOT APPLICABLE,H0002,,N/A,0,0
NOT APPLICABLE,H0003,TOTAL,N/A,0,0
NOT APPLICABLE,H0003,,N/A,0,0
NOT APPLICABLE,H0004,TOTAL,N/A,0,0
NOT APPLICABLE,H0004,,N/A,0,0
NOT APPLICABLE,H0005,TOTAL,N/A,0,0
NOT APPLICABLE,H0005,,N/A,0,0
NOT APPLICABLE,H0008,TOTAL,N/A,0,0
NOT APPLICABLE,H0008,,N/A,0,0
NOT APPLICABLE,H0009,TOTAL,N/A,0,0
NOT APPLICABLE,H0009,,N/A,0,0
NOT APPLICABLE,H0010,TOTAL,N/A,0,0
NOT APPLICABLE,H0010,,N/A,0,0
NOT APPLICABLE,H0011,TOTAL,N/A,0,0
NOT APPLICABLE,H0011,,N/A,0,0
NOT APPLICABLE,H0012,TOTAL,N/A,0,0
NOT APPLICABLE,H0012,,N/A,0,0
NOT APPLICABLE,H0014,TOTAL,N/A,0,0
NOT APPLICABLE,H0014,,N/A,0,0
NOT APPLICABLE,H0015,TOTAL,N/A,0,0
NOT APPLICABLE,H0015,,N/A,0,0
NOT APPLICABLE,H0016,TOTAL,N/A,0,0
NOT APPLICABLE,H0016,,N/A,0,0
NOT APPLICABLE,H0018,TOTAL,N/A,0,0
NOT APPLICABLE,H0018,,N/A,0,0
NOT APPLICABLE,H0020,TOTAL,N/A,0,0
NOT APPLICABLE,H0020,,N/A,0,0
NOT APPLICABLE,H0021,TOTAL,N/A,0,0
NOT APPLICABLE,H0021,,N/A,0,0
NOT APPLICABLE,H0022,TOTAL,N/A,0,0
NOT APPLICABLE,H0022,,N/A,0,0
NOT APPLICABLE,H0023,TOTAL,N/A,0,0
NOT APPLICABLE,H0023,,N/A,0,0
NOT APPLICABLE,H0024,TOTAL,N/A,0,0
NOT APPLICABLE,H0024,,N/A,0,0
NOT APPLICABLE,H0025,TOTAL,N/A,0,0
NOT APPLICABLE,H0025,,N/A,0,0
NOT APPLICABLE,H0031,TOTAL,N/A,0,0
NOT APPLICABLE,H0031,,N/A,0,0
NOT APPLICABLE,H0032,TOTAL,N/A,0,0
NOT APPLICABLE,H0032,,N/A,0,0
NOT APPLICABLE,H0033,TOTAL,N/A,0,0
NOT APPLICABLE,H0033,,N/A,0,0
NOT APPLICABLE,H0034,TOTAL,N/A,0,0
NOT APPLICABLE,H0034,,N/A,0,0
NOT APPLICABLE,H0035,TOTAL,N/A,0,0
