CPT only copyright 2012 American Medical Association. All rights reserved.,,,,,
,,,,,
"2012 Part B National Summary Data File
Code Range: 06) Evaluation and Management (99200 - 99499)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-315,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
EVALUATION AND MANAGEMENT,99201,TOTAL,396119,15387231.53,10597683.2
EVALUATION AND MANAGEMENT,99201,,396119,15387231.53,10597683.2
EVALUATION AND MANAGEMENT,99202,TOTAL,3114701,213090835.54,146718125.74
EVALUATION AND MANAGEMENT,99202,,3114701,213090835.54,146718125.74
EVALUATION AND MANAGEMENT,99203,TOTAL,9935755.3,1005043940.44,707724917.77
EVALUATION AND MANAGEMENT,99203,,9935755.3,1005043940.44,707724917.77
EVALUATION AND MANAGEMENT,99204,TOTAL,8814551.1,1376049336.07,1003840583.51
EVALUATION AND MANAGEMENT,99204,,8814551.1,1376049336.07,1003840583.51
EVALUATION AND MANAGEMENT,99205,TOTAL,3038911.1,588916838.14,443147897.7
EVALUATION AND MANAGEMENT,99205,,3038911.1,588916838.14,443147897.7
EVALUATION AND MANAGEMENT,99211,TOTAL,6840902.7,130976725.67,93784519.33
EVALUATION AND MANAGEMENT,99211,,6840902.7,130976725.67,93784519.33
EVALUATION AND MANAGEMENT,99212,TOTAL,17770995,718102911.53,516907224.73
EVALUATION AND MANAGEMENT,99212,,17770995,718102911.53,516907224.73
EVALUATION AND MANAGEMENT,99213,TOTAL,99902250.7,6780975019.82,4784629881.19
EVALUATION AND MANAGEMENT,99213,,99902250.7,6780975019.82,4784629881.19
EVALUATION AND MANAGEMENT,99214,TOTAL,84456427.2,8491048108.3,6028071637.66
EVALUATION AND MANAGEMENT,99214,,84456427.2,8491048108.3,6028071637.66
EVALUATION AND MANAGEMENT,99215,TOTAL,9569301.4,1295454727.47,936488962.42
EVALUATION AND MANAGEMENT,99215,,9569301.4,1295454727.47,936488962.42
EVALUATION AND MANAGEMENT,99217,TOTAL,1004048,69080106.65,54315396.31
EVALUATION AND MANAGEMENT,99217,,1004048,69080106.65,54315396.31
EVALUATION AND MANAGEMENT,99218,TOTAL,131205,12017709.45,9338285.71
EVALUATION AND MANAGEMENT,99218,,131205,12017709.45,9338285.71
EVALUATION AND MANAGEMENT,99219,TOTAL,479819,61104056.67,47351631.83
EVALUATION AND MANAGEMENT,99219,,479819,61104056.67,47351631.83
EVALUATION AND MANAGEMENT,99220,TOTAL,852469,149894932.98,116823446.01
EVALUATION AND MANAGEMENT,99220,,852469,149894932.98,116823446.01
EVALUATION AND MANAGEMENT,99221,TOTAL,1899700.2,185130531.49,145548888.97
EVALUATION AND MANAGEMENT,99221,,1899700.2,185130531.49,145548888.97
EVALUATION AND MANAGEMENT,99222,TOTAL,7342192.3,977307045.74,767423021.78
EVALUATION AND MANAGEMENT,99222,,7342192.3,977307045.74,767423021.78
EVALUATION AND MANAGEMENT,99223,TOTAL,11570438.7,2264032135.23,1784207887.59
EVALUATION AND MANAGEMENT,99223,,11570438.7,2264032135.23,1784207887.59
EVALUATION AND MANAGEMENT,99224,TOTAL,101563,3830757.24,3023452.2
EVALUATION AND MANAGEMENT,99224,,101563,3830757.24,3023452.2
EVALUATION AND MANAGEMENT,99225,TOTAL,364401,25024665.62,19764657.55
EVALUATION AND MANAGEMENT,99225,,364401,25024665.62,19764657.55
EVALUATION AND MANAGEMENT,99226,TOTAL,139377,13843360.71,10929397.15
EVALUATION AND MANAGEMENT,99226,,139377,13843360.71,10929397.15
EVALUATION AND MANAGEMENT,99231,TOTAL,11494692,433656583.16,343694882.22
EVALUATION AND MANAGEMENT,99231,,11494692,433656583.16,343694882.22
EVALUATION AND MANAGEMENT,99232,TOTAL,49980454.1,3491715509.84,2773468537.31
EVALUATION AND MANAGEMENT,99232,,49980454.1,3491715509.84,2773468537.31
EVALUATION AND MANAGEMENT,99233,TOTAL,21955664.7,2210926385.93,1756520627.61
EVALUATION AND MANAGEMENT,99233,,21955664.7,2210926385.93,1756520627.61
EVALUATION AND MANAGEMENT,99234,TOTAL,59937,7800830.55,6070427.04
EVALUATION AND MANAGEMENT,99234,,59937,7800830.55,6070427.04
EVALUATION AND MANAGEMENT,99235,TOTAL,151747,24857590.14,19295320.71
EVALUATION AND MANAGEMENT,99235,,151747,24857590.14,19295320.71
EVALUATION AND MANAGEMENT,99236,TOTAL,169361,35797396.61,27919290.05
EVALUATION AND MANAGEMENT,99236,,169361,35797396.61,27919290.05
EVALUATION AND MANAGEMENT,99238,TOTAL,4489598.3,310292891.51,245912594.31
EVALUATION AND MANAGEMENT,99238,,4489598.3,310292891.51,245912594.31
EVALUATION AND MANAGEMENT,99239,TOTAL,3854923,395873033.17,314218144.5
EVALUATION AND MANAGEMENT,99239,,3854923,395873033.17,314218144.5
EVALUATION AND MANAGEMENT,99241,TOTAL,N/A,3,2.4
EVALUATION AND MANAGEMENT,99241,,N/A,3,2.4
EVALUATION AND MANAGEMENT,99242,TOTAL,N/A,2,1.6
EVALUATION AND MANAGEMENT,99242,,N/A,2,1.6
EVALUATION AND MANAGEMENT,99243,TOTAL,N/A,2,1.6
EVALUATION AND MANAGEMENT,99243,,N/A,2,1.6
EVALUATION AND MANAGEMENT,99244,TOTAL,N/A,1,0.8
EVALUATION AND MANAGEMENT,99244,,N/A,1,0.8
EVALUATION AND MANAGEMENT,99245,TOTAL,N/A,41,32.8
EVALUATION AND MANAGEMENT,99245,,N/A,41,32.8
EVALUATION AND MANAGEMENT,99251,TOTAL,N/A,313.84,251.07
EVALUATION AND MANAGEMENT,99251,,N/A,313.84,251.07
EVALUATION AND MANAGEMENT,99252,TOTAL,N/A,151,120.8
EVALUATION AND MANAGEMENT,99252,,N/A,151,120.8
EVALUATION AND MANAGEMENT,99253,TOTAL,N/A,2,1.6
EVALUATION AND MANAGEMENT,99253,,N/A,2,1.6
EVALUATION AND MANAGEMENT,99254,TOTAL,N/A,1,0.8
EVALUATION AND MANAGEMENT,99254,,N/A,1,0.8
EVALUATION AND MANAGEMENT,99255,TOTAL,N/A,0,0
EVALUATION AND MANAGEMENT,99255,,N/A,0,0
EVALUATION AND MANAGEMENT,99281,TOTAL,88972,1751970.55,1301214.58
EVALUATION AND MANAGEMENT,99281,,88972,1751970.55,1301214.58
EVALUATION AND MANAGEMENT,99282,TOTAL,498600,19405547.85,14278244.43
EVALUATION AND MANAGEMENT,99282,,498600,19405547.85,14278244.43
EVALUATION AND MANAGEMENT,99283,TOTAL,3789322,221240179.97,163771664.68
EVALUATION AND MANAGEMENT,99283,,3789322,221240179.97,163771664.68
EVALUATION AND MANAGEMENT,99284,TOTAL,5814553.1,654252638.31,496800091.16
EVALUATION AND MANAGEMENT,99284,,5814553.1,654252638.31,496800091.16
EVALUATION AND MANAGEMENT,99285,TOTAL,10377289,1738994690.76,1352232810.06
EVALUATION AND MANAGEMENT,99285,,10377289,1738994690.76,1352232810.06
EVALUATION AND MANAGEMENT,99288,TOTAL,N/A,0.02,0.02
EVALUATION AND MANAGEMENT,99288,,N/A,0.02,0.02
EVALUATION AND MANAGEMENT,99289,TOTAL,N/A,0,0
EVALUATION AND MANAGEMENT,99289,,N/A,0,0
EVALUATION AND MANAGEMENT,99291,TOTAL,5177222,1135900253.14,900539136.03
EVALUATION AND MANAGEMENT,99291,,5177222,1135900253.14,900539136.03
EVALUATION AND MANAGEMENT,99292,TOTAL,450321,48886660.96,38941913.59
EVALUATION AND MANAGEMENT,99292,,450321,48886660.96,38941913.59
EVALUATION AND MANAGEMENT,99293,TOTAL,N/A,0,0
EVALUATION AND MANAGEMENT,99293,,N/A,0,0
EVALUATION AND MANAGEMENT,99294,TOTAL,N/A,0,0
EVALUATION AND MANAGEMENT,99294,,N/A,0,0
EVALUATION AND MANAGEMENT,99295,TOTAL,N/A,0,0
EVALUATION AND MANAGEMENT,99295,,N/A,0,0
EVALUATION AND MANAGEMENT,99299,TOTAL,N/A,0,0
EVALUATION AND MANAGEMENT,99299,,N/A,0,0
EVALUATION AND MANAGEMENT,99300,TOTAL,N/A,0,0
EVALUATION AND MANAGEMENT,99300,,N/A,0,0
EVALUATION AND MANAGEMENT,99304,TOTAL,364859,32998699.91,25597620.94
EVALUATION AND MANAGEMENT,99304,,364859,32998699.91,25597620.94
EVALUATION AND MANAGEMENT,99305,TOTAL,902551.2,114580613.7,89620502.66
EVALUATION AND MANAGEMENT,99305,,902551.2,114580613.7,89620502.66
EVALUATION AND MANAGEMENT,99306,TOTAL,1293616.2,208826520.09,163656766.83
EVALUATION AND MANAGEMENT,99306,,1293616.2,208826520.09,163656766.83
EVALUATION AND MANAGEMENT,99307,TOTAL,3497125.2,145416019.78,108172064.53
EVALUATION AND MANAGEMENT,99307,,3497125.2,145416019.78,108172064.53
EVALUATION AND MANAGEMENT,99308,TOTAL,9919791.5,634640488.63,478832422.86
EVALUATION AND MANAGEMENT,99308,,9919791.5,634640488.63,478832422.86
EVALUATION AND MANAGEMENT,99309,TOTAL,7693411.2,641109073.97,487279116.36
EVALUATION AND MANAGEMENT,99309,,7693411.2,641109073.97,487279116.36
EVALUATION AND MANAGEMENT,99310,TOTAL,1158793,141897633.46,108199725.75
EVALUATION AND MANAGEMENT,99310,,1158793,141897633.46,108199725.75
EVALUATION AND MANAGEMENT,99315,TOTAL,279456,18868966.66,14802279.38
EVALUATION AND MANAGEMENT,99315,,279456,18868966.66,14802279.38
EVALUATION AND MANAGEMENT,99316,TOTAL,278926,26497958.54,20855680.84
EVALUATION AND MANAGEMENT,99316,,278926,26497958.54,20855680.84
EVALUATION AND MANAGEMENT,99318,TOTAL,134952,11814215.8,8426337.26
EVALUATION AND MANAGEMENT,99318,,134952,11814215.8,8426337.26
EVALUATION AND MANAGEMENT,99324,TOTAL,54370,2961060.65,2221775.01
EVALUATION AND MANAGEMENT,99324,,54370,2961060.65,2221775.01
EVALUATION AND MANAGEMENT,99325,TOTAL,45836,3611821.75,2702279.37
EVALUATION AND MANAGEMENT,99325,,45836,3611821.75,2702279.37
EVALUATION AND MANAGEMENT,99326,TOTAL,46253,6056621.47,4535659.07
EVALUATION AND MANAGEMENT,99326,,46253,6056621.47,4535659.07
EVALUATION AND MANAGEMENT,99327,TOTAL,44897,7692179.26,5748345.02
EVALUATION AND MANAGEMENT,99327,,44897,7692179.26,5748345.02
EVALUATION AND MANAGEMENT,99328,TOTAL,29053,5795968.55,4389442.09
EVALUATION AND MANAGEMENT,99328,,29053,5795968.55,4389442.09
EVALUATION AND MANAGEMENT,99334,TOTAL,444271,25722358.2,18978572.74
EVALUATION AND MANAGEMENT,99334,,444271,25722358.2,18978572.74
EVALUATION AND MANAGEMENT,99335,TOTAL,807224,71577633.39,53128426.79
EVALUATION AND MANAGEMENT,99335,,807224,71577633.39,53128426.79
EVALUATION AND MANAGEMENT,99336,TOTAL,895862,109969760.21,81797415.2
EVALUATION AND MANAGEMENT,99336,,895862,109969760.21,81797415.2
EVALUATION AND MANAGEMENT,99337,TOTAL,241483,42238918.36,32134955.09
EVALUATION AND MANAGEMENT,99337,,241483,42238918.36,32134955.09
EVALUATION AND MANAGEMENT,99339,TOTAL,N/A,0,0
EVALUATION AND MANAGEMENT,99339,,N/A,0,0
EVALUATION AND MANAGEMENT,99340,TOTAL,N/A,0,0
EVALUATION AND MANAGEMENT,99340,,N/A,0,0
EVALUATION AND MANAGEMENT,99341,TOTAL,22832,1263449.44,941757.44
EVALUATION AND MANAGEMENT,99341,,22832,1263449.44,941757.44
EVALUATION AND MANAGEMENT,99342,TOTAL,55958,4495956.32,3377367.95
EVALUATION AND MANAGEMENT,99342,,55958,4495956.32,3377367.95
EVALUATION AND MANAGEMENT,99343,TOTAL,53836,7021037.81,5277158.06
EVALUATION AND MANAGEMENT,99343,,53836,7021037.81,5277158.06
EVALUATION AND MANAGEMENT,99344,TOTAL,71879,12451499.97,9305006.42
EVALUATION AND MANAGEMENT,99344,,71879,12451499.97,9305006.42
EVALUATION AND MANAGEMENT,99345,TOTAL,65901,13585603.3,10190925.63
EVALUATION AND MANAGEMENT,99345,,65901,13585603.3,10190925.63
EVALUATION AND MANAGEMENT,99347,TOTAL,218997,12215782.94,9182593.05
EVALUATION AND MANAGEMENT,99347,,218997,12215782.94,9182593.05
EVALUATION AND MANAGEMENT,99348,TOTAL,590879,49591789.6,37413368.12
EVALUATION AND MANAGEMENT,99348,,590879,49591789.6,37413368.12
EVALUATION AND MANAGEMENT,99349,TOTAL,1077500,131569612.89,99498286.76
EVALUATION AND MANAGEMENT,99349,,1077500,131569612.89,99498286.76
EVALUATION AND MANAGEMENT,99350,TOTAL,483888,79605194.51,61097950.55
EVALUATION AND MANAGEMENT,99350,,483888,79605194.51,61097950.55
EVALUATION AND MANAGEMENT,99354,TOTAL,264081.6,25114337.94,19640540.42
EVALUATION AND MANAGEMENT,99354,,264081.6,25114337.94,19640540.42
