CPT only copyright 2012 American Medical Association. All rights reserved.,,,,,
,,,,,
"2012 Part B National Summary Data File
Code Range: 28) Codes Required by Federal Government Agencies (T0000 - T9999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-83,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1000,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1000,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1001,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1001,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1002,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1002,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1003,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1003,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1004,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1004,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1007,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1007,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1013,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1013,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1015,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1015,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1016,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1016,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1017,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1017,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1019,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1019,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1020,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1020,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1021,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1021,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1023,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1023,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1028,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1028,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1030,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1030,,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1031,TOTAL,N/A,0,0
CODES REQUESTED BY FEDERAL GOVERNMENT AGENCIES,T1031,,N/A,0,0
