,,,Medicare Part B Physician/Supplier BESS Data,,
,,,For Calendar Year 2001,,
,,,Code Ranges D0120 - D9242,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
D0120,TOTAL,DENTAL,1,$22,$18
D0150,TOTAL,,12,$474,$379
D0240,TOTAL,,2,$39,$20
D0250,TOTAL,,1,$31,$25
D0274,TOTAL,,2,$66,$53
D1110,TOTAL,,1,$38,$30
D1204,TOTAL,,1,$18,$14
D2140,TOTAL,,1,$44,$35
D3320,TOTAL,,1,$292,$234
D4268,TOTAL,,4,$125,$100
D4381,TOTAL,,1,$210,$168
D5850,TOTAL,,1,$65,$52
D7110,TOTAL,,741,"$32,799","$25,926"
D7120,TOTAL,,2672,"$118,723","$94,572"
D7130,TOTAL,,19,$594,$475
D7210,TOTAL,,540,"$31,245","$24,984"
D7220,TOTAL,,1,$63,$51
D7230,TOTAL,,5,$552,$442
D7240,TOTAL,,5,$440,$309
D7241,TOTAL,,8,$635,$508
D7250,TOTAL,,42,"$3,841","$3,061"
D9230,TOTAL,,2,$210,$168
D9242,TOTAL,,73,$1,$1
,,,,,
