Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2001,,,,,
Code Range 59000 - 59899,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
59000,OTHER,MATERNITY,703,"$70,519","$52,924"
,TOTAL,,703,"$70,519","$52,924"
59012,OTHER,,2,$257,$206
,TOTAL,,2,$257,$206
59015,OTHER,,9,"$1,291","$1,032"
,TOTAL,,9,"$1,291","$1,032"
59020,OTHER,,60,"$3,004","$2,301"
,TOTAL,,60,"$3,004","$2,301"
59025,OTHER,,"7,951","$287,455","$216,917"
,TOTAL,,"7,951","$287,455","$216,917"
59030,OTHER,,6,$650,$520
,TOTAL,,6,$650,$520
59050,OTHER,,11,$605,$484
,TOTAL,,11,$605,$484
59051,OTHER,,95,"$4,281","$3,260"
,TOTAL,,95,"$4,281","$3,260"
59100,80'S,,3,$286,$228
,OTHER,,39,"$10,256","$8,079"
,TOTAL,,42,"$10,541","$8,308"
59120,80'S,,9,"$1,031",$813
,OTHER,,68,"$46,164","$36,002"
,TOTAL,,77,"$47,194","$36,815"
59121,80'S,,3,$362,$290
,OTHER,,7,"$5,269","$4,215"
,TOTAL,,10,"$5,631","$4,505"
59130,OTHER,,1,$821,$657
,TOTAL,,1,$821,$657
59136,80'S,,1,$134,$108
,OTHER,,2,"$1,661","$1,328"
,TOTAL,,3,"$1,795","$1,436"
59140,OTHER,,1,$187,$149
,TOTAL,,1,$187,$149
59150,80'S,,7,$603,$482
,OTHER,,37,"$23,522","$18,817"
,TOTAL,,44,"$24,124","$19,299"
59151,80'S,,5,$599,$458
,OTHER,,67,"$44,916","$34,647"
,TOTAL,,72,"$45,515","$35,105"
59160,OTHER,,70,"$11,938","$9,503"
,TOTAL,,70,"$11,938","$9,503"
59200,OTHER,,415,"$27,280","$20,788"
,TOTAL,,415,"$27,280","$20,788"
59300,OTHER,,133,"$8,957","$6,896"
,TOTAL,,133,"$8,957","$6,896"
59320,OTHER,,67,"$10,225","$7,559"
,TOTAL,,67,"$10,225","$7,559"
59325,OTHER,,2,$627,$502
,TOTAL,,2,$627,$502
59350,OTHER,,3,$650,$520
,TOTAL,,3,$650,$520
59400,OTHER,,"2,452","$3,779,292","$2,901,137"
,TOTAL,,"2,452","$3,779,292","$2,901,137"
59409,OTHER,,872,"$719,332","$566,071"
,TOTAL,,872,"$719,332","$566,071"
59410,OTHER,,890,"$824,288","$645,587"
,TOTAL,,890,"$824,288","$645,587"
59412,OTHER,,32,"$3,356","$2,525"
,TOTAL,,32,"$3,356","$2,525"
59414,OTHER,,22,"$2,541","$1,968"
,TOTAL,,22,"$2,541","$1,968"
59425,OTHER,,"1,820","$189,773","$145,559"
,TOTAL,,"1,820","$189,773","$145,559"
59426,OTHER,,"1,672","$343,450","$264,301"
,TOTAL,,"1,672","$343,450","$264,301"
59430,OTHER,,612,"$62,700","$45,901"
,TOTAL,,612,"$62,700","$45,901"
59510,80'S,,1,$317,$254
,OTHER,,"1,429","$2,526,453","$1,959,272"
,TOTAL,,"1,430","$2,526,770","$1,959,526"
59514,80'S,,548,"$85,613","$66,229"
,OTHER,,503,"$478,536","$375,439"
,TOTAL,,"1,051","$564,149","$441,668"
59515,OTHER,,571,"$621,047","$492,641"
,TOTAL,,571,"$621,047","$492,641"
59525,80'S,,2,$169,$135
,OTHER,,8,"$4,207","$3,285"
,TOTAL,,10,"$4,376","$3,421"
59610,OTHER,,58,"$94,567","$75,266"
,TOTAL,,58,"$94,567","$75,266"
59612,OTHER,,26,"$21,181","$16,860"
,TOTAL,,26,"$21,181","$16,860"
59614,OTHER,,21,"$22,377","$17,741"
,TOTAL,,21,"$22,377","$17,741"
59618,80'S,,3,"$1,008",$806
,OTHER,,24,"$44,345","$35,243"
,TOTAL,,27,"$45,353","$36,049"
59620,80'S,,5,$884,$627
,OTHER,,10,"$10,069","$7,975"
,TOTAL,,15,"$10,953","$8,603"
59622,OTHER,,6,"$7,641","$6,032"
,TOTAL,,6,"$7,641","$6,032"
59812,OTHER,,325,"$75,143","$58,208"
,TOTAL,,325,"$75,143","$58,208"
59820,OTHER,,398,"$114,403","$89,990"
,TOTAL,,398,"$114,403","$89,990"
59821,OTHER,,19,"$5,419","$4,336"
,TOTAL,,19,"$5,419","$4,336"
59830,OTHER,,2,$939,$751
,TOTAL,,2,$939,$751
59840,OTHER,,22,"$5,062","$4,050"
,TOTAL,,22,"$5,062","$4,050"
59841,OTHER,,15,"$5,643","$4,515"
,TOTAL,,15,"$5,643","$4,515"
59851,OTHER,,1,$392,$314
,TOTAL,,1,$392,$314
59855,OTHER,,2,$706,$565
,TOTAL,,2,$706,$565
59870,OTHER,,7,"$1,835","$1,271"
,TOTAL,,7,"$1,835","$1,271"
59871,OTHER,,15,"$1,886","$1,509"
,TOTAL,,15,"$1,886","$1,509"
59899,OTHER,,4,"$1,439","$1,152"
,TOTAL,,4,"$1,439","$1,152"
