,,,Medicare Part B Physician/Supplier BESS Data,,
,,,For Calendar Year 2000,,
,,,Code Ranges D0150 - D9951,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
D0150,TOTAL,DENTAL,6,$324,$259
D0240,TOTAL,,1,$37,$30
D0272,TOTAL,,1,$20,$16
D0999,TOTAL,,2,$33,$27
D4263,TOTAL,,1,$254,$203
D4268,TOTAL,,10,$493,$395
D5984,TOTAL,,3,$440,$352
D5986,TOTAL,,4,$300,$240
D7110,TOTAL,,693,"$28,799","$22,773"
D7120,TOTAL,,2576,"$110,279","$87,970"
D7130,TOTAL,,8,$327,$262
D7210,TOTAL,,498,"$35,760","$28,532"
D7230,TOTAL,,8,$875,$700
D7240,TOTAL,,8,$798,$622
D7250,TOTAL,,12,$506,$404
D9221,TOTAL,,1,$0,$0
D9230,TOTAL,,1,$65,$52
D9630,TOTAL,,6,$30,$24
D9940,TOTAL,,2,$150,$120
D9951,TOTAL,,1,$35,$28
,,,,,
