Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - J8520 - J9999,,,,,
,BESS REPORTS, CODE RANGES,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
_____,________,___________,________________,_______________,_______
J8520,TOTAL,CHEMOTHERAPY,"3,164","$10,255.95 ","$8,204.78 "
J8521,TOTAL,,"94,668","$1,029,875.58 ","$821,221.12 "
J8530,TOTAL,,"5,992","$5,785.13 ","$4,477.21 "
J8610,TOTAL,,277,$69.29 ,$54.37 
J8999,TOTAL,,"21,551","$346,703.34 ","$276,200.28 "
J9000,TOTAL,,"804,083","$4,335,246.98 ","$3,431,678.18 "
J9001,TOTAL,,"123,128","$43,674,659.49 ","$34,534,341.07 "
J9010,TOTAL,,"28,850","$14,422,853.77 ","$11,440,105.39 "
J9015,TOTAL,,"11,654","$7,761,525.93 ","$6,145,775.02 "
J9017,TOTAL,,"164,980","$5,470,395.54 ","$4,352,247.32 "
J9020,TOTAL,,419,"$22,575.01 ","$17,717.74 "
J9031,TOTAL,,"158,969","$18,312,444.70 ","$14,370,107.99 "
J9035,TOTAL,,"5,017,945","$284,729,617.75 ","$225,608,531.53 "
J9040,TOTAL,,"13,528","$624,976.27 ","$494,257.03 "
J9041,TOTAL,,"2,528,245","$72,321,075.12 ","$57,250,429.24 "
J9045,TOTAL,,"2,133,495","$148,892,449.21 ","$117,907,849.45 "
J9050,TOTAL,,"2,247","$304,792.19 ","$235,047.26 "
J9055,TOTAL,,"2,290,219","$113,180,424.50 ","$89,239,569.61 "
J9060,TOTAL,,"302,682","$1,094,166.08 ","$864,348.30 "
J9062,TOTAL,,"83,495","$1,304,589.08 ","$1,032,886.20 "
J9065,TOTAL,,"26,391","$1,099,204.93 ","$874,560.76 "
J9070,TOTAL,,"293,735","$620,221.96 ","$491,137.72 "
J9080,TOTAL,,"24,611","$103,159.59 ","$81,838.29 "
J9090,TOTAL,,"50,551","$706,041.75 ","$559,732.19 "
J9091,TOTAL,,"38,741","$809,820.67 ","$640,633.81 "
J9092,TOTAL,,"3,636","$130,494.80 ","$102,873.95 "
J9093,TOTAL,,"197,768","$93,340.18 ","$73,702.84 "
J9094,TOTAL,,"15,822","$15,230.77 ","$12,020.55 "
J9095,TOTAL,,"40,615","$81,798.59 ","$64,673.73 "
J9096,TOTAL,,"28,630","$114,740.03 ","$90,457.68 "
J9097,TOTAL,,"3,213","$20,669.06 ","$15,931.86 "
J9098,TOTAL,,"1,016","$353,682.92 ","$282,744.46 "
J9100,TOTAL,,"46,232","$81,740.67 ","$64,399.08 "
J9110,TOTAL,,"7,641","$55,695.27 ","$44,023.39 "
J9120,TOTAL,,198,"$2,376.06 ","$1,785.36 "
J9130,TOTAL,,"32,275","$173,171.26 ","$136,476.64 "
J9140,TOTAL,,"24,643","$269,116.64 ","$212,692.08 "
J9150,TOTAL,,"3,598","$101,398.39 ","$81,063.98 "
J9151,TOTAL,,159,"$8,985.28 ","$7,188.25 "
J9160,TOTAL,,"4,548","$5,575,627.54 ","$4,448,842.75 "
J9165,TOTAL,,304,"$3,841.59 ","$3,073.29 "
J9170,TOTAL,,"958,430","$282,342,059.84 ","$223,542,013.83 "
J9178,TOTAL,,"465,603","$11,526,627.95 ","$9,101,808.65 "
J9181,TOTAL,,"802,404","$434,727.62 ","$344,240.47 "
J9182,TOTAL,,"747,106","$3,746,907.07 ","$2,992,211.94 "
J9185,TOTAL,,"91,210","$23,533,522.33 ","$18,626,183.49 "
J9190,TOTAL,,"1,898,934","$2,964,469.30 ","$2,347,169.14 "
J9200,TOTAL,,"13,121","$1,008,629.25 ","$806,544.33 "
J9201,TOTAL,,"1,759,640","$202,265,724.69 ","$160,245,937.57 "
J9202,TOTAL,,"760,922","$140,858,890.62 ","$110,689,768.12 "
J9206,TOTAL,,"1,045,622","$131,655,143.48 ","$104,102,845.45 "
J9208,TOTAL,,"27,933","$1,384,298.61 ","$1,090,109.27 "
J9209,TOTAL,,"126,019","$1,699,039.53 ","$1,339,405.30 "
J9211,TOTAL,,"1,189","$349,895.79 ","$269,450.35 "
J9212,TOTAL,,"2,525","$9,563.28 ","$7,596.23 "
J9213,TOTAL,,"160,969","$5,178,636.69 ","$4,140,109.21 "
J9214,TOTAL,,"1,625,752","$21,184,501.55 ","$16,752,627.31 "
J9215,TOTAL,,176,"$1,477.68 ","$1,175.35 "
J9216,TOTAL,,543,"$146,351.21 ","$116,446.19 "
J9217,TOTAL,,"1,277,779","$259,293,923.14 ","$204,164,937.65 "
J9218,TOTAL,,684,"$7,279.63 ","$5,812.92 "
J9219,TOTAL,,"10,398","$23,357,444.37 ","$18,542,443.24 "
J9230,TOTAL,,"2,107","$21,661.83 ","$17,251.84 "
J9245,TOTAL,,377,"$181,114.32 ","$144,260.92 "
J9250,TOTAL,,"562,294","$141,494.56 ","$108,420.69 "
J9260,TOTAL,,"151,505","$388,424.61 ","$299,237.62 "
J9263,TOTAL,,"33,877,983","$281,334,535.44 ","$222,997,857.98 "
J9265,TOTAL,,"1,757,149","$27,223,778.67 ","$21,583,202.62 "
J9266,TOTAL,,357,"$225,169.22 ","$179,152.58 "
J9268,TOTAL,,"2,237","$4,044,498.67 ","$3,193,985.68 "
J9270,TOTAL,,12,$941.90 ,$652.68 
J9280,TOTAL,,"11,178","$254,957.27 ","$201,189.35 "
J9290,TOTAL,,"22,985","$1,823,331.64 ","$1,449,442.79 "
J9291,TOTAL,,"17,508","$2,626,502.66 ","$2,062,812.42 "
J9293,TOTAL,,"68,396","$21,869,789.31 ","$17,123,060.88 "
J9300,TOTAL,,"1,316","$2,895,222.61 ","$2,301,368.54 "
J9305,TOTAL,,"2,252,446","$91,102,784.60 ","$72,329,023.70 "
J9310,TOTAL,,"1,715,460","$762,768,761.50 ","$605,821,244.18 "
J9320,TOTAL,,"2,332","$338,871.59 ","$267,127.66 "
J9340,TOTAL,,"5,962","$257,534.91 ","$200,996.02 "
J9350,TOTAL,,"59,670","$43,944,465.62 ","$34,865,506.79 "
J9355,TOTAL,,"2,374,986","$126,308,437.69 ","$99,459,093.70 "
J9357,TOTAL,,1,$369.60 ,$295.68 
J9360,TOTAL,,"123,404","$117,556.88 ","$93,346.91 "
J9370,TOTAL,,"65,919","$216,717.37 ","$171,805.02 "
J9375,TOTAL,,"60,132","$380,916.69 ","$303,370.25 "
J9380,TOTAL,,"6,930","$113,401.65 ","$90,721.35 "
J9390,TOTAL,,"341,721","$18,486,153.65 ","$14,627,239.84 "
J9395,TOTAL,,"470,305","$37,946,972.59 ","$30,076,539.69 "
J9600,TOTAL,,210,"$465,290.02 ","$367,093.13 "
J9999,TOTAL,,"2,312,447","$119,106,015.28 ","$94,829,144.07 "
,,,,,
