Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2003,,,,,
Code Ranges 38100 - 38999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
38100,80'S,LYMPHATIC,"1,260","$137,215.34 ","$109,236.18 "
,OTHER,,"4,500","$2,943,883.20 ","$2,333,345.90 "
,TOTAL,,"5,760","$3,081,098.54 ","$2,442,582.08 "
38101,80'S,,18,"$1,695.35 ","$1,279.45 "
,OTHER,,55,"$31,736.91 ","$24,866.80 "
,TOTAL,,73,"$33,432.26 ","$26,146.25 "
38102,80'S,,177,"$7,142.79 ","$5,705.14 "
,OTHER,,666,"$164,560.84 ","$130,984.83 "
,TOTAL,,843,"$171,703.63 ","$136,689.97 "
38115,80'S,,77,"$7,277.49 ","$5,821.97 "
,OTHER,,243,"$148,271.07 ","$118,543.93 "
,TOTAL,,320,"$155,548.56 ","$124,365.90 "
38120,80'S,,334,"$49,412.79 ","$38,513.67 "
,OTHER,,953,"$845,218.48 ","$667,610.98 "
,TOTAL,,"1,287","$894,631.27 ","$706,124.65 "
38129,80'S,,3,$331.90 ,$265.52 
,OTHER,,15,"$8,237.37 ","$6,589.89 "
,TOTAL,,18,"$8,569.27 ","$6,855.41 "
38200,OTHER,,47,"$4,674.98 ","$3,589.19 "
,TOTAL,,47,"$4,674.98 ","$3,589.19 "
38205,OTHER,,113,"$8,556.27 ","$6,809.00 "
,TOTAL,,113,"$8,556.27 ","$6,809.00 "
38206,OTHER,,"1,427","$111,876.35 ","$88,829.48 "
,TOTAL,,"1,427","$111,876.35 ","$88,829.48 "
38220,80'S,,101,$607.24 ,$475.13 
,OTHER,,"74,906","$5,896,879.92 ","$4,649,014.54 "
,TOTAL,,"75,007","$5,897,487.16 ","$4,649,489.67 "
38221,80'S,,2,$16.91 ,$13.53 
,OTHER,,"139,392","$20,442,989.77 ","$16,132,313.84 "
,TOTAL,,"139,394","$20,443,006.68 ","$16,132,327.37 "
38230,80'S,,14,$474.13 ,$379.34 
,OTHER,,587,"$120,736.93 ","$96,030.89 "
,TOTAL,,601,"$121,211.06 ","$96,410.23 "
38231,OTHER,,203,"$15,265.64 ","$12,129.01 "
,TOTAL,,203,"$15,265.64 ","$12,129.01 "
38240,OTHER,,184,"$21,434.20 ","$16,739.73 "
,TOTAL,,184,"$21,434.20 ","$16,739.73 "
38241,OTHER,,589,"$65,303.99 ","$51,889.34 "
,TOTAL,,589,"$65,303.99 ","$51,889.34 "
38242,OTHER,,20,"$1,417.20 ","$1,133.79 "
,TOTAL,,20,"$1,417.20 ","$1,133.79 "
38300,SG,,1,$329.97 ,$263.98 
,OTHER,,343,"$68,130.64 ","$52,928.44 "
,TOTAL,,344,"$68,460.61 ","$53,192.42 "
38305,SG,,4,"$1,333.23 ","$1,066.59 "
,OTHER,,"2,098","$1,153,936.18 ","$922,507.12 "
,TOTAL,,"2,102","$1,155,269.41 ","$923,573.71 "
38308,SG,,8,"$2,725.86 ","$2,180.68 "
,80'S,,108,"$5,763.07 ","$4,556.93 "
,OTHER,,"1,427","$480,397.88 ","$382,367.07 "
,TOTAL,,"1,543","$488,886.81 ","$389,104.68 "
38380,80'S,,6,$418.20 ,$330.47 
,OTHER,,39,"$17,599.97 ","$14,079.97 "
,TOTAL,,45,"$18,018.17 ","$14,410.44 "
38381,80'S,,16,"$1,892.76 ","$1,514.21 "
,OTHER,,112,"$64,171.77 ","$51,319.70 "
,TOTAL,,128,"$66,064.53 ","$52,833.91 "
38382,80'S,,1,$106.95 ,$85.56 
,OTHER,,11,"$5,442.17 ","$4,353.75 "
,TOTAL,,12,"$5,549.12 ","$4,439.31 "
38500,SG,,831,"$332,770.18 ","$263,337.75 "
,80'S,,1,$17.90 ,$14.32 
,OTHER,,"12,309","$2,411,981.23 ","$1,906,450.46 "
,TOTAL,,"13,141","$2,744,769.31 ","$2,169,802.53 "
38505,SG,,76,"$22,613.33 ","$17,928.01 "
,80'S,,3,$23.97 ,$19.18 
,OTHER,,"7,136","$818,390.41 ","$643,008.14 "
,TOTAL,,"7,215","$841,027.71 ","$660,955.33 "
38510,SG,,879,"$369,655.37 ","$291,443.64 "
,OTHER,,"9,801","$3,977,585.98 ","$3,144,926.75 "
,TOTAL,,"10,680","$4,347,241.35 ","$3,436,370.39 "
38520,SG,,59,"$24,974.35 ","$19,979.51 "
,OTHER,,"1,107","$485,639.12 ","$383,555.35 "
,TOTAL,,"1,166","$510,613.47 ","$403,534.86 "
38525,SG,,"1,564","$503,789.91 ","$398,031.37 "
,80'S,,3,$119.85 ,$95.88 
,OTHER,,"25,555","$7,293,638.19 ","$5,787,144.67 "
,TOTAL,,"27,122","$7,797,547.95 ","$6,185,271.92 "
38530,SG,,4,"$1,602.33 ","$1,281.87 "
,80'S,,34,"$1,870.77 ","$1,496.58 "
,OTHER,,357,"$123,596.86 ","$98,710.07 "
,TOTAL,,395,"$127,069.96 ","$101,488.52 "
38542,SG,,49,"$18,840.24 ","$14,446.01 "
,80'S,,141,"$7,498.13 ","$5,998.62 "
,OTHER,,"1,243","$444,658.34 ","$351,617.68 "
,TOTAL,,"1,433","$470,996.71 ","$372,062.31 "
38550,SG,,16,"$7,385.81 ","$5,843.44 "
,80'S,,1,$60.33 ,$48.26 
,OTHER,,93,"$38,618.71 ","$30,557.44 "
,TOTAL,,110,"$46,064.85 ","$36,449.14 "
38555,SG,,4,"$2,608.84 ","$2,087.08 "
,80'S,,9,"$1,327.06 ",$979.01 
,OTHER,,66,"$55,566.17 ","$43,897.94 "
,TOTAL,,79,"$59,502.07 ","$46,964.03 "
38562,80'S,,308,"$25,151.96 ","$19,960.90 "
,OTHER,,"1,359","$651,260.53 ","$518,009.45 "
,TOTAL,,"1,667","$676,412.49 ","$537,970.35 "
38564,80'S,,91,"$6,295.14 ","$5,036.14 "
,OTHER,,402,"$177,312.71 ","$140,831.63 "
,TOTAL,,493,"$183,607.85 ","$145,867.77 "
38570,SG,,2,"$2,739.30 ","$2,191.44 "
,80'S,,66,"$4,277.82 ","$3,422.28 "
,OTHER,,353,"$149,311.50 ","$118,636.41 "
,TOTAL,,421,"$156,328.62 ","$124,250.13 "
38571,80'S,,269,"$24,634.14 ","$19,478.29 "
,OTHER,,606,"$345,165.66 ","$273,461.29 "
,TOTAL,,875,"$369,799.80 ","$292,939.58 "
38572,80'S,,54,"$7,402.22 ","$5,921.77 "
,OTHER,,185,"$161,676.05 ","$129,214.94 "
,TOTAL,,239,"$169,078.27 ","$135,136.71 "
38589,80'S,,2,$128.46 ,$102.77 
,OTHER,,29,"$9,433.83 ","$7,547.06 "
,TOTAL,,31,"$9,562.29 ","$7,649.83 "
38700,SG,,5,"$2,000.26 ","$1,576.93 "
,80'S,,160,"$17,805.33 ","$14,164.31 "
,OTHER,,915,"$602,071.92 ","$477,838.81 "
,TOTAL,,"1,080","$621,877.51 ","$493,580.05 "
38720,80'S,,212,"$34,409.10 ","$27,488.09 "
,OTHER,,983,"$971,902.27 ","$769,616.53 "
,TOTAL,,"1,195","$1,006,311.37 ","$797,104.62 "
38724,80'S,,780,"$137,893.85 ","$110,066.46 "
,OTHER,,"4,161","$4,353,434.51 ","$3,457,686.32 "
,TOTAL,,"4,941","$4,491,328.36 ","$3,567,752.78 "
38740,SG,,140,"$46,768.99 ","$37,235.53 "
,80'S,,125,"$11,376.65 ","$9,015.55 "
,OTHER,,"2,313","$1,258,538.90 ","$997,702.56 "
,TOTAL,,"2,578","$1,316,684.54 ","$1,043,953.64 "
38745,SG,,186,"$116,481.39 ","$90,214.85 "
,80'S,,390,"$49,539.91 ","$39,260.80 "
,OTHER,,"4,406","$3,270,806.66 ","$2,588,680.30 "
,TOTAL,,"4,982","$3,436,827.96 ","$2,718,155.95 "
38746,80'S,,"1,444","$59,593.20 ","$47,366.26 "
,OTHER,,"10,110","$2,371,105.52 ","$1,881,680.51 "
,TOTAL,,"11,554","$2,430,698.72 ","$1,929,046.77 "
38747,80'S,,362,"$15,642.84 ","$12,455.07 "
,OTHER,,"1,309","$332,014.48 ","$263,012.50 "
,TOTAL,,"1,671","$347,657.32 ","$275,467.57 "
38760,SG,,86,"$35,212.87 ","$28,059.45 "
,80'S,,145,"$16,145.72 ","$12,849.74 "
,OTHER,,"1,988","$1,379,009.24 ","$1,090,863.01 "
,TOTAL,,"2,219","$1,430,367.83 ","$1,131,772.20 "
38765,80'S,,46,"$9,086.38 ","$7,269.11 "
,OTHER,,249,"$265,786.11 ","$211,023.45 "
,TOTAL,,295,"$274,872.49 ","$218,292.56 "
38770,80'S,,551,"$59,096.19 ","$46,896.10 "
,OTHER,,"1,688","$1,155,030.33 ","$917,467.23 "
,TOTAL,,"2,239","$1,214,126.52 ","$964,363.33 "
38780,80'S,,272,"$38,333.34 ","$30,507.51 "
,OTHER,,600,"$509,918.04 ","$406,238.22 "
,TOTAL,,872,"$548,251.38 ","$436,745.73 "
38790,SG,,98,"$16,734.74 ","$13,308.24 "
,OTHER,,"1,421","$86,896.46 ","$69,084.65 "
,TOTAL,,"1,519","$103,631.20 ","$82,392.89 "
38792,80'S,,1,$2.21 ,$1.77 
,OTHER,,"28,481","$495,397.73 ","$393,323.14 "
,TOTAL,,"28,482","$495,399.94 ","$393,324.91 "
38794,OTHER,,6,$945.72 ,$756.56 
,TOTAL,,6,$945.72 ,$756.56 
38999,80'S,,3,$112.66 ,$90.13 
,OTHER,,254,"$93,324.18 ","$74,395.14 "
,TOTAL,,257,"$93,436.84 ","$74,485.27 "
,,,,,
