CPT only copyright 2009 American Medical Association. All rights reserved.,,,,,,
,,,,,,
"Part B National Summary Data File
Code Range: 12) Enternal and Parental Therapy (B0000 - B9999)",,,,,,
,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
ENTERAL AND PARENTAL THERAPY,B4034,TOTAL,"5,479,354","$32,010,226.92","$25,349,440.73",
,,,,,,
,B4035,TOTAL,"14,948,321","$168,249,456.05","$133,962,728.69",
,,,,,,
,B4036,TOTAL,"1,502,275","$11,563,732.67","$9,150,195.14",
,,,,,,
,B4081,TOTAL,289,"$5,900.57","$4,669.91",
,,,,,,
,B4082,TOTAL,595,"$9,186.23","$7,297.30",
,,,,,,
,B4083,TOTAL,331,$788.83,$625.04,
,,,,,,
,B4086,TOTAL,0,$0.00,$0.00,
,,,,,,
,B4087,TOTAL,"28,249","$941,234.52","$740,924.17",
,,,,,,
,B4088,TOTAL,"6,705","$218,382.45","$171,393.66",
,,,,,,
,B4100,TOTAL,0,$0.00,$0.00,
,,,,,,
,B4102,TOTAL,0,$0.00,$0.00,
,,,,,,
,B4103,TOTAL,0,$0.00,$0.00,
,,,,,,
,B4104,TOTAL,0,$0.00,$0.00,
,,,,,,
,B4149,TOTAL,"1,257,373","$1,854,792.43","$1,472,297.13",
,,,,,,
,B4150,TOTAL,"153,223,919","$96,676,863.22","$76,423,275.78",
,,,,,,
,B4152,TOTAL,"110,369,572","$57,741,615.61","$45,727,858.41",
,,,,,,
,B4153,TOTAL,"10,442,393","$18,648,376.43","$14,833,470.78",
,,,,,,
,B4154,TOTAL,"99,902,805","$114,508,935.76","$91,147,030.36",
,,,,,,
,B4155,TOTAL,"2,754,634","$2,306,499.00","$1,836,132.55",
,,,,,,
,B4157,TOTAL,"15,671","$61,960.27","$49,478.48",
,,,,,,
,B4158,TOTAL,"7,282","$9,542.12","$7,633.74",
,,,,,,
,B4159,TOTAL,"27,956","$38,656.74","$30,601.43",
,,,,,,
,B4160,TOTAL,"205,073","$212,694.88","$167,312.36",
,,,,,,
,B4161,TOTAL,"140,344","$395,083.96","$314,785.91",
,,,,,,
,B4162,TOTAL,"3,670","$37,434.56","$29,947.63",
,,,,,,
,B4164,TOTAL,719,"$10,153.03","$8,092.69",
,,,,,,
,B4168,TOTAL,26,$702.26,$518.64,
,,,,,,
,B4176,TOTAL,258,"$13,483.08","$10,786.45",
,,,,,,
,B4178,TOTAL,"4,506","$132,908.24","$106,326.67",
,,,,,,
,B4180,TOTAL,"2,952","$52,676.27","$42,141.22",
,,,,,,
,B4185,TOTAL,"1,741,422","$18,850,669.72","$15,031,643.99",
,,,,,,
,B4189,TOTAL,"66,909","$12,625,718.04","$10,064,180.55",
,,,,,,
,B4193,TOTAL,"130,824","$32,361,165.53","$25,826,825.87",
,,,,,,
,B4197,TOTAL,"222,396","$66,636,160.95","$53,164,716.15",
,,,,,,
,B4199,TOTAL,"83,890","$28,165,166.86","$22,484,906.73",
,,,,,,
,B4216,TOTAL,"2,199","$18,505.18","$14,797.11",
,,,,,,
,B4220,TOTAL,"475,116","$4,105,457.95","$3,279,853.10",
,,,,,,
,B4222,TOTAL,"7,709","$82,603.78","$66,024.43",
,,,,,,
,B4224,TOTAL,"491,229","$13,301,705.87","$10,625,702.97",
,,,,,,
,B5000,TOTAL,0,$0.00,$0.00,
,,,,,,
,B5100,TOTAL,630,"$3,194.10","$2,555.28",
,,,,,,
,B5200,TOTAL,0,$0.00,$0.00,
,,,,,,
,B9000,TOTAL,742,"$77,775.22","$61,210.34",
,,,,,,
,B9002,TOTAL,"247,882","$28,325,497.11","$22,445,428.97",
,,,,,,
,B9004,TOTAL,"9,140","$3,915,155.98","$3,125,772.49",
,,,,,,
,B9006,TOTAL,545,"$231,993.72","$185,119.24",
,,,,,,
,B9998,TOTAL,"4,979","$33,919.35","$26,826.60",
,,,,,,
,B9999,TOTAL,"4,714","$36,560.48","$29,228.97",
,,,,,,
