CPT only copyright 2015 American Medical Association. All rights reserved.,,,,,,
"""2015 Part B National Summary Data File
Code Range: 32) Miscellaneous Codes"" ",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-35 ,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
MISC.,UNK,,N/A,0,0,
MISC.,UNK,TOTAL,N/A,0,0,
MISC.,WW002,,71966,224794.72,175223.74,
MISC.,WW002,TOTAL,71966,224794.72,175223.74,
MISC.,WW003,,20614,3199494.3,2496305.71,
MISC.,WW003,TOTAL,20614,3199494.3,2496305.71,
MISC.,WW005,,155574,9527067.8100000005,7442582.21,
MISC.,WW005,TOTAL,155574,9527067.8100000005,7442582.21,
MISC.,WW006,,1018861,12540977.18,9796126.6300000008,
MISC.,WW006,TOTAL,1018861,12540977.18,9796126.6300000008,
MISC.,WW010,,39853,170198.87,132374.35999999999,
MISC.,WW010,TOTAL,39853,170198.87,132374.35999999999,
MISC.,WW011,,483866,4053217.6,3142688.71,
MISC.,WW011,TOTAL,483866,4053217.6,3142688.71,
MISC.,WW020,,1722,21729.73,16539.96,
MISC.,WW020,TOTAL,1722,21729.73,16539.96,
MISC.,WW030,,48818,2952788.56,2301724.46,
MISC.,WW030,TOTAL,48818,2952788.56,2301724.46,
MISC.,WW040,,23324,34218.589999999997,25395.66,
MISC.,WW040,TOTAL,23324,34218.589999999997,25395.66,
MISC.,WW080,,77543,784884.87,604622.06000000006,
MISC.,WW080,TOTAL,77543,784884.87,604622.06000000006,
MISC.,WW090,,501206,3347302.05,2611670.4,
MISC.,WW090,TOTAL,501206,3347302.05,2611670.4,
MISC.,WW093,,8819969,196214272.31,153245372.00999999,
MISC.,WW093,TOTAL,8819969,196214272.31,153245372.00999999,
MISC.,WW102,,80,504.75,348.89,
MISC.,WW102,TOTAL,80,504.75,348.89,
MISC.,WW140,,35566,3469660.77,2704157.98,
MISC.,WW140,TOTAL,35566,3469660.77,2704157.98,
"
“N/A” means that the data cannot be disclosed due to Privacy rules. 
",,,,,,
