CPT only copyright 2015 American Medical Association. All rights reserved.,,,,,,
"""2015 Part B National Summary Data File
Code Range: 16) Procedures/Professional Services (G0000 - G9999)"" ",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-1954,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
PROCEDURES/PROFESSIONAL SERVICES,G0143,TOTAL,3017,83171.64,81512.44,
PROCEDURES/PROFESSIONAL SERVICES,G0144,GLOBL,1416,40833.360000000001,39964.519999999997,
PROCEDURES/PROFESSIONAL SERVICES,G0144,TOTAL,1416,40833.360000000001,39964.519999999997,
PROCEDURES/PROFESSIONAL SERVICES,G0145,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0145,GLOBL,492780,16977610.809999999,16634432.99,
PROCEDURES/PROFESSIONAL SERVICES,G0145,TOTAL,492780,16977610.809999999,16634432.99,
PROCEDURES/PROFESSIONAL SERVICES,G0147,GLOBL,N/A,15.49,15.18,
PROCEDURES/PROFESSIONAL SERVICES,G0147,TOTAL,N/A,15.49,15.18,
PROCEDURES/PROFESSIONAL SERVICES,G0148,GLOBL,527,10712.56,10500.05,
PROCEDURES/PROFESSIONAL SERVICES,G0148,TOTAL,527,10712.56,10500.05,
PROCEDURES/PROFESSIONAL SERVICES,G0151,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0151,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0152,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0152,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0153,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0153,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0154,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0154,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0155,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0155,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0156,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0156,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0158,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0158,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0159,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0159,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0160,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0160,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0162,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0162,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0163,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0163,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0166,GLOBL,147935,21319850.170000002,16583698.640000001,
PROCEDURES/PROFESSIONAL SERVICES,G0166,TOTAL,147935,21319850.170000002,16583698.640000001,
PROCEDURES/PROFESSIONAL SERVICES,G0168,GLOBL,38893,1410339.05,1072563.0900000001,
PROCEDURES/PROFESSIONAL SERVICES,G0168,TOTAL,38893,1410339.05,1072563.0900000001,
PROCEDURES/PROFESSIONAL SERVICES,G0175,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0175,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0176,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0176,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0177,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0177,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0179,GLOBL,1076434.1000000001,43670042.340000004,32361337.280000001,
PROCEDURES/PROFESSIONAL SERVICES,G0179,TOTAL,1076434.1000000001,43670042.340000004,32361337.280000001,
PROCEDURES/PROFESSIONAL SERVICES,G0180,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0180,GLOBL,1301985,69990683.519999996,53231687.530000001,
PROCEDURES/PROFESSIONAL SERVICES,G0180,TOTAL,1301985,69990683.519999996,53231687.530000001,
PROCEDURES/PROFESSIONAL SERVICES,G0181,GLOBL,422474,45072302.420000002,34790501.630000003,
PROCEDURES/PROFESSIONAL SERVICES,G0181,TOTAL,422474,45072302.420000002,34790501.630000003,
PROCEDURES/PROFESSIONAL SERVICES,G0182,GLOBL,32129,3424891.69,2577078.0699999998,
PROCEDURES/PROFESSIONAL SERVICES,G0182,TOTAL,32129,3424891.69,2577078.0699999998,
PROCEDURES/PROFESSIONAL SERVICES,G0186,GLOBL,88,52625.75,41143,
PROCEDURES/PROFESSIONAL SERVICES,G0186,TOTAL,88,52625.75,41143,
PROCEDURES/PROFESSIONAL SERVICES,G0202,26,4053723,142802818.47999999,139766439.31999999,
PROCEDURES/PROFESSIONAL SERVICES,G0202,TC,286029,27685502.239999998,27068876.23,
PROCEDURES/PROFESSIONAL SERVICES,G0202,GLOBL,1676912,231770804.13,226651785.84,
PROCEDURES/PROFESSIONAL SERVICES,G0202,TOTAL,6016664,402259124.85000002,393487101.38999999,
PROCEDURES/PROFESSIONAL SERVICES,G0204,26,446100,19853874.149999999,14124094.470000001,
PROCEDURES/PROFESSIONAL SERVICES,G0204,TC,18927,2226338,1599078.39,
PROCEDURES/PROFESSIONAL SERVICES,G0204,GLOBL,180469,30293630.800000001,21890712.850000001,
PROCEDURES/PROFESSIONAL SERVICES,G0204,TOTAL,645496,52373842.950000003,37613885.710000001,
PROCEDURES/PROFESSIONAL SERVICES,G0206,26,560403,19869304.870000001,14046053.5,
PROCEDURES/PROFESSIONAL SERVICES,G0206,TC,25477,2356639.79,1648426.63,
PROCEDURES/PROFESSIONAL SERVICES,G0206,GLOBL,215994,28724875.149999999,20365414.129999999,
PROCEDURES/PROFESSIONAL SERVICES,G0206,TOTAL,801874,50950819.810000002,36059894.259999998,
PROCEDURES/PROFESSIONAL SERVICES,G0219,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0219,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0235,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0235,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0235,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0235,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0237,GLOBL,98513,1041081.42,806456.7,
PROCEDURES/PROFESSIONAL SERVICES,G0237,TOTAL,98513,1041081.42,806456.7,
PROCEDURES/PROFESSIONAL SERVICES,G0238,GLOBL,140633,1523425.71,1179125.69,
PROCEDURES/PROFESSIONAL SERVICES,G0238,TOTAL,140633,1523425.71,1179125.69,
PROCEDURES/PROFESSIONAL SERVICES,G0239,GLOBL,11601,150873.20000000001,117091.03,
PROCEDURES/PROFESSIONAL SERVICES,G0239,TOTAL,11601,150873.20000000001,117091.03,
PROCEDURES/PROFESSIONAL SERVICES,G0245,GLOBL,2269,138072.13,99324.77,
PROCEDURES/PROFESSIONAL SERVICES,G0245,TOTAL,2269,138072.13,99324.77,
PROCEDURES/PROFESSIONAL SERVICES,G0246,GLOBL,7539,274339.39,196376.59,
PROCEDURES/PROFESSIONAL SERVICES,G0246,TOTAL,7539,274339.39,196376.59,
PROCEDURES/PROFESSIONAL SERVICES,G0247,GLOBL,6977,459277.81,335696.72,
PROCEDURES/PROFESSIONAL SERVICES,G0247,TOTAL,6977,459277.81,335696.72,
PROCEDURES/PROFESSIONAL SERVICES,G0248,GLOBL,37328,5142829.83,3846161.11,
PROCEDURES/PROFESSIONAL SERVICES,G0248,TOTAL,37328,5142829.83,3846161.11,
PROCEDURES/PROFESSIONAL SERVICES,G0249,GLOBL,1243545,171614493.02000001,128547333.12,
PROCEDURES/PROFESSIONAL SERVICES,G0249,TOTAL,1243545,171614493.02000001,128547333.12,
PROCEDURES/PROFESSIONAL SERVICES,G0250,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0250,GLOBL,276809,2551268.8199999998,1921734.84,
PROCEDURES/PROFESSIONAL SERVICES,G0250,TOTAL,276809,2551268.8199999998,1921734.84,
PROCEDURES/PROFESSIONAL SERVICES,G0252,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0252,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0252,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0255,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0255,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0257,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0257,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0259,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0259,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0260,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0260,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0260,GLOBL,80693,24507235.219999999,18957026.25,
PROCEDURES/PROFESSIONAL SERVICES,G0260,TOTAL,80693,24507235.219999999,18957026.25,
PROCEDURES/PROFESSIONAL SERVICES,G0268,GLOBL,140201,7329258.8600000003,5425143.4699999997,
PROCEDURES/PROFESSIONAL SERVICES,G0268,TOTAL,140201,7329258.8600000003,5425143.4699999997,
PROCEDURES/PROFESSIONAL SERVICES,G0269,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0269,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0269,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0270,GLOBL,48177,1266115.42,1240724.3600000001,
PROCEDURES/PROFESSIONAL SERVICES,G0270,TOTAL,48177,1266115.42,1240724.3600000001,
PROCEDURES/PROFESSIONAL SERVICES,G0271,GLOBL,1123,15299.31,14985.92,
PROCEDURES/PROFESSIONAL SERVICES,G0271,TOTAL,1123,15299.31,14985.92,
PROCEDURES/PROFESSIONAL SERVICES,G0275,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0275,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0276,GLOBL,87,98933.26,77430.460000000006,
PROCEDURES/PROFESSIONAL SERVICES,G0276,TOTAL,87,98933.26,77430.460000000006,
PROCEDURES/PROFESSIONAL SERVICES,G0277,GLOBL,53229,2574333.27,2005538.95,
PROCEDURES/PROFESSIONAL SERVICES,G0277,TOTAL,53229,2574333.27,2005538.95,
PROCEDURES/PROFESSIONAL SERVICES,G0278,GLOBL,5120,74348.649999999994,58062.79,
PROCEDURES/PROFESSIONAL SERVICES,G0278,TOTAL,5120,74348.649999999994,58062.79,
PROCEDURES/PROFESSIONAL SERVICES,G0279,26,149609,4615011.58,3446171.63,
PROCEDURES/PROFESSIONAL SERVICES,G0279,TC,4530,114320.01,87961.75,
PROCEDURES/PROFESSIONAL SERVICES,G0279,GLOBL,77073,4394349.09,3396227.22,
PROCEDURES/PROFESSIONAL SERVICES,G0279,TOTAL,231212,9123680.6799999997,6930360.5999999996,
PROCEDURES/PROFESSIONAL SERVICES,G0281,GLOBL,2227,25884.94,19921.580000000002,
PROCEDURES/PROFESSIONAL SERVICES,G0281,TOTAL,2227,25884.94,19921.580000000002,
PROCEDURES/PROFESSIONAL SERVICES,G0282,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0282,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0283,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0283,GLOBL,7032755,74783852.640000001,57709208.100000001,
PROCEDURES/PROFESSIONAL SERVICES,G0283,TOTAL,7032755,74783852.640000001,57709208.100000001,
PROCEDURES/PROFESSIONAL SERVICES,G0288,GLOBL,1557,50516.01,38899.83,
PROCEDURES/PROFESSIONAL SERVICES,G0288,TOTAL,1557,50516.01,38899.83,
PROCEDURES/PROFESSIONAL SERVICES,G0289,GLOBL,5872,513408.19,398531.61,
PROCEDURES/PROFESSIONAL SERVICES,G0289,TOTAL,5872,513408.19,398531.61,
PROCEDURES/PROFESSIONAL SERVICES,G0293,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0293,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0294,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0294,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0295,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0295,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0296,GLOBL,589,16219.93,15869.04,
PROCEDURES/PROFESSIONAL SERVICES,G0296,TOTAL,589,16219.93,15869.04,
PROCEDURES/PROFESSIONAL SERVICES,G0297,26,5173,292224.15000000002,285617.94,
PROCEDURES/PROFESSIONAL SERVICES,G0297,TC,637,121105.71,118326.11,
PROCEDURES/PROFESSIONAL SERVICES,G0297,GLOBL,4200,943853.97,924601.75,
PROCEDURES/PROFESSIONAL SERVICES,G0297,TOTAL,10010,1357183.83,1328545.8,
PROCEDURES/PROFESSIONAL SERVICES,G0302,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0302,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0303,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0303,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0304,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0304,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0305,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0305,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0306,GLOBL,44100,464740.06,455162.87,
PROCEDURES/PROFESSIONAL SERVICES,G0306,TOTAL,44100,464740.06,455162.87,
PROCEDURES/PROFESSIONAL SERVICES,G0307,GLOBL,36166,310189.34000000003,303861.02,
PROCEDURES/PROFESSIONAL SERVICES,G0307,TOTAL,36166,310189.34000000003,303861.02,
PROCEDURES/PROFESSIONAL SERVICES,G0328,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0328,GLOBL,641561,13443615.74,13155754.68,
PROCEDURES/PROFESSIONAL SERVICES,G0328,TOTAL,641561,13443615.74,13155754.68,
PROCEDURES/PROFESSIONAL SERVICES,G0329,GLOBL,N/A,20.82,16.32,
PROCEDURES/PROFESSIONAL SERVICES,G0329,TOTAL,N/A,20.82,16.32,
PROCEDURES/PROFESSIONAL SERVICES,G0333,GLOBL,161804,9221550.1999999993,6803690.4299999997,
PROCEDURES/PROFESSIONAL SERVICES,G0333,TOTAL,161804,9221550.1999999993,6803690.4299999997,
PROCEDURES/PROFESSIONAL SERVICES,G0337,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0337,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0339,GLOBL,1941,5584812.46,4364447.0199999996,
PROCEDURES/PROFESSIONAL SERVICES,G0339,TOTAL,1941,5584812.46,4364447.0199999996,
PROCEDURES/PROFESSIONAL SERVICES,G0340,GLOBL,5471,12418958.810000001,9710323.3599999994,
PROCEDURES/PROFESSIONAL SERVICES,G0340,TOTAL,5471,12418958.810000001,9710323.3599999994,
PROCEDURES/PROFESSIONAL SERVICES,G0341,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0341,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0342,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0342,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0343,GLOBL,N/A,3791.86,2972.81,
PROCEDURES/PROFESSIONAL SERVICES,G0343,TOTAL,N/A,3791.86,2972.81,
PROCEDURES/PROFESSIONAL SERVICES,G0364,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0364,GLOBL,84264,826526.39,640231.21,
PROCEDURES/PROFESSIONAL SERVICES,G0364,TOTAL,84264,826526.39,640231.21,
PROCEDURES/PROFESSIONAL SERVICES,G0365,26,13376,166172.9,127237.6,
PROCEDURES/PROFESSIONAL SERVICES,G0365,TC,697,125444.07,96370.12,
PROCEDURES/PROFESSIONAL SERVICES,G0365,GLOBL,21583,4245725.9400000004,3255422.91,
PROCEDURES/PROFESSIONAL SERVICES,G0365,TOTAL,35656,4537342.9100000011,3479030.63,
PROCEDURES/PROFESSIONAL SERVICES,G0372,GLOBL,9098,78922.77,58747.27,
PROCEDURES/PROFESSIONAL SERVICES,G0372,TOTAL,9098,78922.77,58747.27,
PROCEDURES/PROFESSIONAL SERVICES,G0378,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0378,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0379,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0379,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0380,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0380,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0381,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0381,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0382,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0382,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0383,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0383,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0384,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0384,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0389,26,43987,1265898.1399999999,1238180.67,
PROCEDURES/PROFESSIONAL SERVICES,G0389,TC,7332,602778.76,589443.66,
PROCEDURES/PROFESSIONAL SERVICES,G0389,GLOBL,51259,6029721.8700000001,5897753.7000000002,
PROCEDURES/PROFESSIONAL SERVICES,G0389,TOTAL,102578,7898398.7699999996,7725378.0300000003,
PROCEDURES/PROFESSIONAL SERVICES,G0390,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0390,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0396,GLOBL,26088,913986.77,685562.76,
PROCEDURES/PROFESSIONAL SERVICES,G0396,TOTAL,26088,913986.77,685562.76,
PROCEDURES/PROFESSIONAL SERVICES,G0397,GLOBL,5391,356485.17,273714.63,
PROCEDURES/PROFESSIONAL SERVICES,G0397,TOTAL,5391,356485.17,273714.63,
PROCEDURES/PROFESSIONAL SERVICES,G0398,26,538,47387.19,35979.03,
PROCEDURES/PROFESSIONAL SERVICES,G0398,TC,357,51309.120000000003,39425.5,
PROCEDURES/PROFESSIONAL SERVICES,G0398,GLOBL,3512,807411.57,619635.48,
PROCEDURES/PROFESSIONAL SERVICES,G0398,TOTAL,4407,906107.88,695040.01,
PROCEDURES/PROFESSIONAL SERVICES,G0399,26,28868,2419854.9700000002,1851260.41,
PROCEDURES/PROFESSIONAL SERVICES,G0399,TC,31078,4071632.17,3138860.07,
PROCEDURES/PROFESSIONAL SERVICES,G0399,GLOBL,31275,6440008.96,4936650.96,
PROCEDURES/PROFESSIONAL SERVICES,G0399,TOTAL,91221,12931496.1,9926771.4399999995,
PROCEDURES/PROFESSIONAL SERVICES,G0400,26,330,21348.6,16428,
PROCEDURES/PROFESSIONAL SERVICES,G0400,TC,351,32824.36,25057.88,
PROCEDURES/PROFESSIONAL SERVICES,G0400,GLOBL,513,86284.49,66237.98,
PROCEDURES/PROFESSIONAL SERVICES,G0400,TOTAL,1194,140457.45000000001,107723.86,
PROCEDURES/PROFESSIONAL SERVICES,G0402,GLOBL,398039,64305927.590000004,62893314.259999998,
PROCEDURES/PROFESSIONAL SERVICES,G0402,TOTAL,398039,64305927.590000004,62893314.259999998,
PROCEDURES/PROFESSIONAL SERVICES,G0403,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0403,GLOBL,114725,1967184.22,961725.92,
PROCEDURES/PROFESSIONAL SERVICES,G0403,TOTAL,114725,1967184.22,961725.92,
PROCEDURES/PROFESSIONAL SERVICES,G0404,GLOBL,3622,30339.91,14944.29,
PROCEDURES/PROFESSIONAL SERVICES,G0404,TOTAL,3622,30339.91,14944.29,
PROCEDURES/PROFESSIONAL SERVICES,G0405,GLOBL,17818,151238.96,80128.06,
