CPT only copyright 2013 American Medical Association. All rights reserved.,,,,,,
"2013 Part B National Summary Data File
Code Range: 27) National Codes Established for Private Payer Use (S0000 - S9999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-447,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0012,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0012,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0020,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0020,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0021,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0021,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0023,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0023,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0028,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0028,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0030,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0030,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0039,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0039,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0073,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0073,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0074,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0074,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0077,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0077,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0092,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0092,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0109,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0109,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0119,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0119,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0126,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0126,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0145,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0145,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0148,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0148,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0164,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0164,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0171,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0171,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0172,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0172,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0189,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0189,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0190,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0190,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0191,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0191,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0195,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0195,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0196,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0196,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0197,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0197,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0199,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0199,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0207,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0207,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0208,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0208,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0209,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0209,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0215,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0215,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0250,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0250,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0257,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0257,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0260,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0260,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0265,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0265,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0272,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0272,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0273,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0273,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0274,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0274,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0280,,2590,64632.04,63613.57,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0280,TOTAL,2590,64632.04,63613.57,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0281,,41114,1048879.83,1032333.45,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0281,TOTAL,41114,1048879.83,1032333.45,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0302,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0302,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0310,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0310,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0315,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0315,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0316,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0316,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0317,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0317,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0340,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0340,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0353,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0353,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0354,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0354,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0390,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0390,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0395,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0395,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0500,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0500,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0504,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0504,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0506,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0506,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0515,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0515,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0518,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0518,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0580,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0580,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0581,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0581,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0590,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0590,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0592,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0592,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0595,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0595,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0596,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0596,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0601,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0601,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0610,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0610,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0612,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0612,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0613,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0613,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0618,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0618,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0620,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0620,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0621,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0621,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0622,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0622,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0625,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0625,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0630,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0630,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0800,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0800,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0812,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S0812,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S1001,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S1001,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S1015,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S1015,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S1016,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S1016,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S1030,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S1030,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S1090,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S1090,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2055,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2055,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2067,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2067,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2068,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2068,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2070,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2070,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2083,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2083,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2107,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2107,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2115,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2115,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2117,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2117,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2118,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2118,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2140,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2140,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2150,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2150,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2202,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2202,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2230,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2230,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2260,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2260,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2325,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2325,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2342,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2342,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2360,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2360,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2900,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S2900,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3000,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3000,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3005,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3005,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3600,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3600,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3601,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3601,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3721,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3721,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3800,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3800,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3900,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S3900,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S4005,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S4005,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S4015,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S4015,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S4037,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S4037,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S4981,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S4981,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S4989,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S4989,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S4993,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S4993,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5000,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5000,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5001,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5001,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5010,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5010,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5011,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5011,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5013,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5013,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5102,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5102,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5110,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5110,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5162,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5162,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5181,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5181,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5190,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5190,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5199,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5199,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5498,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5498,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5501,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5501,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5502,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5502,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5522,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5522,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5550,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5550,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5551,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5551,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5552,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5552,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5553,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S5553,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8037,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8037,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8080,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8080,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8092,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8092,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8096,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8096,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8100,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8100,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8101,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8101,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8110,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8110,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8120,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8120,TOTAL,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8121,,N/A,0,0,
NATIONAL CODES ESTABLISHED FOR PRIVATE PAYER USE,S8121,TOTAL,N/A,0,0,
