,,,Medicare Part B Physician/Supplier BESS Data,,
,,,For Calendar Year 2000,,
,,,Code Ranges A9160 - A9901,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
A9160,TOTAL,ADMINISTRATIVE,1,$7,$6
A9270,TOTAL,,1,$1,$0
A9500,TOTAL,,918421,"$66,682,106","$52,882,997"
A9502,TOTAL,,397732,"$31,887,967","$25,276,481"
A9503,TOTAL,,92054,"$1,266,382","$1,004,392"
A9504,TOTAL,,322,"$33,246","$26,127"
A9505,TOTAL,,1047385,"$34,593,182","$27,418,160"
A9507,TOTAL,,261,"$282,769","$225,239"
A9600,TOTAL,,386,"$310,955","$247,207"
A9605,TOTAL,,344,"$415,436","$332,103"
A9900,TOTAL,,26,"$1,070",$854
A9901,TOTAL,,2,$100,$80
,,,,,
